Sexo y nivel de estudios;País;Indicador;periodo;Total
Primera etapa de Educación Secundaria e inferior;Malta;En porcentaje del total de empleo de cada colectivo;2015;..
Primera etapa de Educación Secundaria e inferior;Malta;En porcentaje del total de empleo de cada colectivo;2014;0,6
Primera etapa de Educación Secundaria e inferior;Malta;En porcentaje del total de empleo de cada colectivo;2013;0,7
Primera etapa de Educación Secundaria e inferior;Malta;En porcentaje del total de empleo de cada colectivo;2012;0,5
Primera etapa de Educación Secundaria e inferior;Malta;En porcentaje del total de empleo de cada colectivo;2011;0,5
Primera etapa de Educación Secundaria e inferior;Países Bajos;Total (En miles);2023;21,3
Primera etapa de Educación Secundaria e inferior;Países Bajos;Total (En miles);2022;23,1
Primera etapa de Educación Secundaria e inferior;Países Bajos;Total (En miles);2021;17,8
Primera etapa de Educación Secundaria e inferior;Países Bajos;Total (En miles);2020;15,1
Primera etapa de Educación Secundaria e inferior;Países Bajos;Total (En miles);2019;20,3
Primera etapa de Educación Secundaria e inferior;Países Bajos;Total (En miles);2018;16,2
Primera etapa de Educación Secundaria e inferior;Países Bajos;Total (En miles);2017;16,6
Primera etapa de Educación Secundaria e inferior;Países Bajos;Total (En miles);2016;18,0
Primera etapa de Educación Secundaria e inferior;Países Bajos;Total (En miles);2015;16,6
Primera etapa de Educación Secundaria e inferior;Países Bajos;Total (En miles);2014;14,0
Primera etapa de Educación Secundaria e inferior;Países Bajos;Total (En miles);2013;15,9
Primera etapa de Educación Secundaria e inferior;Países Bajos;Total (En miles);2012;17,1
Primera etapa de Educación Secundaria e inferior;Países Bajos;Total (En miles);2011;20,5
Primera etapa de Educación Secundaria e inferior;Países Bajos;En porcentaje del total de empleo de cada colectivo;2023;1,1
Primera etapa de Educación Secundaria e inferior;Países Bajos;En porcentaje del total de empleo de cada colectivo;2022;1,2
Primera etapa de Educación Secundaria e inferior;Países Bajos;En porcentaje del total de empleo de cada colectivo;2021;1,0
Primera etapa de Educación Secundaria e inferior;Países Bajos;En porcentaje del total de empleo de cada colectivo;2020;1,0
Primera etapa de Educación Secundaria e inferior;Países Bajos;En porcentaje del total de empleo de cada colectivo;2019;1,3
Primera etapa de Educación Secundaria e inferior;Países Bajos;En porcentaje del total de empleo de cada colectivo;2018;1,0
Primera etapa de Educación Secundaria e inferior;Países Bajos;En porcentaje del total de empleo de cada colectivo;2017;1,1
Primera etapa de Educación Secundaria e inferior;Países Bajos;En porcentaje del total de empleo de cada colectivo;2016;1,1
Primera etapa de Educación Secundaria e inferior;Países Bajos;En porcentaje del total de empleo de cada colectivo;2015;1,0
Primera etapa de Educación Secundaria e inferior;Países Bajos;En porcentaje del total de empleo de cada colectivo;2014;0,9
Primera etapa de Educación Secundaria e inferior;Países Bajos;En porcentaje del total de empleo de cada colectivo;2013;1,0
Primera etapa de Educación Secundaria e inferior;Países Bajos;En porcentaje del total de empleo de cada colectivo;2012;1,0
Primera etapa de Educación Secundaria e inferior;Países Bajos;En porcentaje del total de empleo de cada colectivo;2011;1,1
Primera etapa de Educación Secundaria e inferior;Austria;Total (En miles);2023;4,1
Primera etapa de Educación Secundaria e inferior;Austria;Total (En miles);2022;3,5
Primera etapa de Educación Secundaria e inferior;Austria;Total (En miles);2021;..
Primera etapa de Educación Secundaria e inferior;Austria;Total (En miles);2020;5,1
Primera etapa de Educación Secundaria e inferior;Austria;Total (En miles);2019;5,1
Primera etapa de Educación Secundaria e inferior;Austria;Total (En miles);2018;..
Primera etapa de Educación Secundaria e inferior;Austria;Total (En miles);2017;3,1
Primera etapa de Educación Secundaria e inferior;Austria;Total (En miles);2016;3,5
Primera etapa de Educación Secundaria e inferior;Austria;Total (En miles);2015;4,8
Primera etapa de Educación Secundaria e inferior;Austria;Total (En miles);2014;3,9
Primera etapa de Educación Secundaria e inferior;Austria;Total (En miles);2013;3,5
Primera etapa de Educación Secundaria e inferior;Austria;Total (En miles);2012;3,4
Primera etapa de Educación Secundaria e inferior;Austria;Total (En miles);2011;3,6
Primera etapa de Educación Secundaria e inferior;Austria;En porcentaje del total de empleo de cada colectivo;2023;0,7
Primera etapa de Educación Secundaria e inferior;Austria;En porcentaje del total de empleo de cada colectivo;2022;0,6
Primera etapa de Educación Secundaria e inferior;Austria;En porcentaje del total de empleo de cada colectivo;2021;..
Primera etapa de Educación Secundaria e inferior;Austria;En porcentaje del total de empleo de cada colectivo;2020;1,0
Primera etapa de Educación Secundaria e inferior;Austria;En porcentaje del total de empleo de cada colectivo;2019;1,0
Primera etapa de Educación Secundaria e inferior;Austria;En porcentaje del total de empleo de cada colectivo;2018;..
Primera etapa de Educación Secundaria e inferior;Austria;En porcentaje del total de empleo de cada colectivo;2017;0,6
Primera etapa de Educación Secundaria e inferior;Austria;En porcentaje del total de empleo de cada colectivo;2016;0,6
Primera etapa de Educación Secundaria e inferior;Austria;En porcentaje del total de empleo de cada colectivo;2015;0,9
Primera etapa de Educación Secundaria e inferior;Austria;En porcentaje del total de empleo de cada colectivo;2014;0,7
Primera etapa de Educación Secundaria e inferior;Austria;En porcentaje del total de empleo de cada colectivo;2013;0,6
Primera etapa de Educación Secundaria e inferior;Austria;En porcentaje del total de empleo de cada colectivo;2012;0,5
Primera etapa de Educación Secundaria e inferior;Austria;En porcentaje del total de empleo de cada colectivo;2011;0,5
Primera etapa de Educación Secundaria e inferior;Polonia;Total (En miles);2023;..
Primera etapa de Educación Secundaria e inferior;Polonia;Total (En miles);2022;..
Primera etapa de Educación Secundaria e inferior;Polonia;Total (En miles);2021;..
Primera etapa de Educación Secundaria e inferior;Polonia;Total (En miles);2020;..
Primera etapa de Educación Secundaria e inferior;Polonia;Total (En miles);2019;..
Primera etapa de Educación Secundaria e inferior;Polonia;Total (En miles);2018;..
Primera etapa de Educación Secundaria e inferior;Polonia;Total (En miles);2017;..
Primera etapa de Educación Secundaria e inferior;Polonia;Total (En miles);2016;..
Primera etapa de Educación Secundaria e inferior;Polonia;Total (En miles);2015;..
Primera etapa de Educación Secundaria e inferior;Polonia;Total (En miles);2014;..
Primera etapa de Educación Secundaria e inferior;Polonia;Total (En miles);2013;..
Primera etapa de Educación Secundaria e inferior;Polonia;Total (En miles);2012;..
Primera etapa de Educación Secundaria e inferior;Polonia;Total (En miles);2011;..
Primera etapa de Educación Secundaria e inferior;Polonia;En porcentaje del total de empleo de cada colectivo;2023;..
Primera etapa de Educación Secundaria e inferior;Polonia;En porcentaje del total de empleo de cada colectivo;2022;..
Primera etapa de Educación Secundaria e inferior;Polonia;En porcentaje del total de empleo de cada colectivo;2021;..
Primera etapa de Educación Secundaria e inferior;Polonia;En porcentaje del total de empleo de cada colectivo;2020;..
Primera etapa de Educación Secundaria e inferior;Polonia;En porcentaje del total de empleo de cada colectivo;2019;..
Primera etapa de Educación Secundaria e inferior;Polonia;En porcentaje del total de empleo de cada colectivo;2018;..
Primera etapa de Educación Secundaria e inferior;Polonia;En porcentaje del total de empleo de cada colectivo;2017;..
Primera etapa de Educación Secundaria e inferior;Polonia;En porcentaje del total de empleo de cada colectivo;2016;..
Primera etapa de Educación Secundaria e inferior;Polonia;En porcentaje del total de empleo de cada colectivo;2015;..
Primera etapa de Educación Secundaria e inferior;Polonia;En porcentaje del total de empleo de cada colectivo;2014;..
Primera etapa de Educación Secundaria e inferior;Polonia;En porcentaje del total de empleo de cada colectivo;2013;..
Primera etapa de Educación Secundaria e inferior;Polonia;En porcentaje del total de empleo de cada colectivo;2012;..
Primera etapa de Educación Secundaria e inferior;Polonia;En porcentaje del total de empleo de cada colectivo;2011;..
Primera etapa de Educación Secundaria e inferior;Portugal;Total (En miles);2023;6,0
Primera etapa de Educación Secundaria e inferior;Portugal;Total (En miles);2022;6,0
Primera etapa de Educación Secundaria e inferior;Portugal;Total (En miles);2021;7,7
Primera etapa de Educación Secundaria e inferior;Portugal;Total (En miles);2020;7,2
Primera etapa de Educación Secundaria e inferior;Portugal;Total (En miles);2019;8,1
Primera etapa de Educación Secundaria e inferior;Portugal;Total (En miles);2018;9,2
Primera etapa de Educación Secundaria e inferior;Portugal;Total (En miles);2017;7,8
Primera etapa de Educación Secundaria e inferior;Portugal;Total (En miles);2016;8,2
Primera etapa de Educación Secundaria e inferior;Portugal;Total (En miles);2015;9,2
Primera etapa de Educación Secundaria e inferior;Portugal;Total (En miles);2014;8,0
Primera etapa de Educación Secundaria e inferior;Portugal;Total (En miles);2013;9,2
Primera etapa de Educación Secundaria e inferior;Portugal;Total (En miles);2012;8,7
Primera etapa de Educación Secundaria e inferior;Portugal;Total (En miles);2011;9,8
Primera etapa de Educación Secundaria e inferior;Portugal;En porcentaje del total de empleo de cada colectivo;2023;0,3
Primera etapa de Educación Secundaria e inferior;Portugal;En porcentaje del total de empleo de cada colectivo;2022;0,3
Primera etapa de Educación Secundaria e inferior;Portugal;En porcentaje del total de empleo de cada colectivo;2021;0,5
Primera etapa de Educación Secundaria e inferior;Portugal;En porcentaje del total de empleo de cada colectivo;2020;0,4
Primera etapa de Educación Secundaria e inferior;Portugal;En porcentaje del total de empleo de cada colectivo;2019;0,4
Primera etapa de Educación Secundaria e inferior;Portugal;En porcentaje del total de empleo de cada colectivo;2018;0,4
Primera etapa de Educación Secundaria e inferior;Portugal;En porcentaje del total de empleo de cada colectivo;2017;0,3
Primera etapa de Educación Secundaria e inferior;Portugal;En porcentaje del total de empleo de cada colectivo;2016;0,4
Primera etapa de Educación Secundaria e inferior;Portugal;En porcentaje del total de empleo de cada colectivo;2015;0,4
Primera etapa de Educación Secundaria e inferior;Portugal;En porcentaje del total de empleo de cada colectivo;2014;0,3
Primera etapa de Educación Secundaria e inferior;Portugal;En porcentaje del total de empleo de cada colectivo;2013;0,4
Primera etapa de Educación Secundaria e inferior;Portugal;En porcentaje del total de empleo de cada colectivo;2012;0,3
Primera etapa de Educación Secundaria e inferior;Portugal;En porcentaje del total de empleo de cada colectivo;2011;0,3
Primera etapa de Educación Secundaria e inferior;Rumanía;Total (En miles);2023;..
Primera etapa de Educación Secundaria e inferior;Rumanía;Total (En miles);2022;..
Primera etapa de Educación Secundaria e inferior;Rumanía;Total (En miles);2021;..
Primera etapa de Educación Secundaria e inferior;Rumanía;Total (En miles);2020;..
Primera etapa de Educación Secundaria e inferior;Rumanía;Total (En miles);2019;..
Primera etapa de Educación Secundaria e inferior;Rumanía;Total (En miles);2018;..
Primera etapa de Educación Secundaria e inferior;Rumanía;Total (En miles);2017;..
Primera etapa de Educación Secundaria e inferior;Rumanía;Total (En miles);2016;..
Primera etapa de Educación Secundaria e inferior;Rumanía;Total (En miles);2015;..
Primera etapa de Educación Secundaria e inferior;Rumanía;Total (En miles);2014;..
Primera etapa de Educación Secundaria e inferior;Rumanía;Total (En miles);2013;..
Primera etapa de Educación Secundaria e inferior;Rumanía;Total (En miles);2012;..
Primera etapa de Educación Secundaria e inferior;Rumanía;Total (En miles);2011;..
Primera etapa de Educación Secundaria e inferior;Rumanía;En porcentaje del total de empleo de cada colectivo;2023;..
Primera etapa de Educación Secundaria e inferior;Rumanía;En porcentaje del total de empleo de cada colectivo;2022;..
Primera etapa de Educación Secundaria e inferior;Rumanía;En porcentaje del total de empleo de cada colectivo;2021;..
Primera etapa de Educación Secundaria e inferior;Rumanía;En porcentaje del total de empleo de cada colectivo;2020;..
Primera etapa de Educación Secundaria e inferior;Rumanía;En porcentaje del total de empleo de cada colectivo;2019;..
Primera etapa de Educación Secundaria e inferior;Rumanía;En porcentaje del total de empleo de cada colectivo;2018;..
