Indicador;Sexo, edad, nivel estudios, sit. labora, estado civil, tipo de hogar;periodo;Total
Gasto medio por unidad de consumo (Euros);Estado civil: Divorciado;2014;186,6
Gasto medio por unidad de consumo (Euros);Estado civil: Divorciado;2013;149,1
Gasto medio por unidad de consumo (Euros);Estado civil: Divorciado;2012;255,2
Gasto medio por unidad de consumo (Euros);Estado civil: Divorciado;2011;136,2
Gasto medio por unidad de consumo (Euros);Estado civil: Divorciado;2010;174,2
Gasto medio por unidad de consumo (Euros);Estado civil: Divorciado;2009;154,0
Gasto medio por unidad de consumo (Euros);Estado civil: Divorciado;2008;174,2
Gasto medio por unidad de consumo (Euros);Estado civil: Divorciado;2007;144,0
Gasto medio por unidad de consumo (Euros);Estado civil: Divorciado;2006;142,2
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Persona sola;2023;137,8
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Persona sola;2022;125,2
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Persona sola;2021;106,9
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Persona sola;2020;86,2
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Persona sola;2019;143,8
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Persona sola;2018;144,0
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Persona sola;2017;141,7
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Persona sola;2016;127,2
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Persona sola;2015;96,9
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Persona sola;2014;109,7
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Persona sola;2013;140,6
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Persona sola;2012;125,4
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Persona sola;2011;107,6
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Persona sola;2010;106,9
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Persona sola;2009;113,4
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Persona sola;2008;109,2
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Persona sola;2007;106,3
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Persona sola;2006;78,6
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja sin hijos;2023;197,3
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja sin hijos;2022;156,8
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja sin hijos;2021;103,8
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja sin hijos;2020;100,8
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja sin hijos;2019;175,5
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja sin hijos;2018;168,3
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja sin hijos;2017;151,7
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja sin hijos;2016;122,4
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja sin hijos;2015;147,1
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja sin hijos;2014;123,9
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja sin hijos;2013;123,8
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja sin hijos;2012;139,0
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja sin hijos;2011;149,0
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja sin hijos;2010;135,0
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja sin hijos;2009;127,7
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja sin hijos;2008;210,1
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja sin hijos;2007;173,8
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja sin hijos;2006;129,3
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con un hijo;2023;205,0
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con un hijo;2022;182,8
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con un hijo;2021;143,3
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con un hijo;2020;106,7
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con un hijo;2019;203,7
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con un hijo;2018;191,1
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con un hijo;2017;202,5
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con un hijo;2016;161,8
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con un hijo;2015;154,6
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con un hijo;2014;140,2
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con un hijo;2013;164,9
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con un hijo;2012;150,4
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con un hijo;2011;184,4
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con un hijo;2010;164,8
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con un hijo;2009;176,1
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con un hijo;2008;162,7
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con un hijo;2007;156,1
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con un hijo;2006;137,0
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con dos hijos;2023;289,0
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con dos hijos;2022;281,3
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con dos hijos;2021;194,8
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con dos hijos;2020;163,9
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con dos hijos;2019;236,6
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con dos hijos;2018;236,3
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con dos hijos;2017;245,4
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con dos hijos;2016;235,6
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con dos hijos;2015;205,1
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con dos hijos;2014;189,4
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con dos hijos;2013;191,6
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con dos hijos;2012;197,1
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con dos hijos;2011;202,2
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con dos hijos;2010;213,6
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con dos hijos;2009;209,6
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con dos hijos;2008;205,5
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con dos hijos;2007;205,5
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con dos hijos;2006;208,1
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con tres o más hijos;2023;225,4
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con tres o más hijos;2022;294,6
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con tres o más hijos;2021;200,5
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con tres o más hijos;2020;124,4
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con tres o más hijos;2019;258,0
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con tres o más hijos;2018;273,4
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con tres o más hijos;2017;246,1
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con tres o más hijos;2016;235,2
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con tres o más hijos;2015;168,2
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con tres o más hijos;2014;167,2
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con tres o más hijos;2013;206,0
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con tres o más hijos;2012;169,3
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con tres o más hijos;2011;152,4
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con tres o más hijos;2010;192,0
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con tres o más hijos;2009;153,1
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con tres o más hijos;2008;198,9
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con tres o más hijos;2007;191,0
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Pareja con tres o más hijos;2006;194,8
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Un adulto con hijos;2023;119,8
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Un adulto con hijos;2022;177,8
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Un adulto con hijos;2021;132,2
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Un adulto con hijos;2020;93,8
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Un adulto con hijos;2019;157,2
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Un adulto con hijos;2018;101,0
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Un adulto con hijos;2017;152,4
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Un adulto con hijos;2016;134,5
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Un adulto con hijos;2015;103,7
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Un adulto con hijos;2014;135,3
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Un adulto con hijos;2013;109,5
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Un adulto con hijos;2012;116,4
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Un adulto con hijos;2011;106,3
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Un adulto con hijos;2010;119,7
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Un adulto con hijos;2009;100,0
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Un adulto con hijos;2008;86,6
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Un adulto con hijos;2007;94,4
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Un adulto con hijos;2006;82,7
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Otro tipo de hogares;2023;143,9
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Otro tipo de hogares;2022;167,4
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Otro tipo de hogares;2021;107,3
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Otro tipo de hogares;2020;56,8
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Otro tipo de hogares;2019;113,9
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Otro tipo de hogares;2018;105,3
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Otro tipo de hogares;2017;137,2
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Otro tipo de hogares;2016;98,0
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Otro tipo de hogares;2015;80,3
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Otro tipo de hogares;2014;73,8
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Otro tipo de hogares;2013;88,2
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Otro tipo de hogares;2012;80,0
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Otro tipo de hogares;2011;120,9
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Otro tipo de hogares;2010;112,5
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Otro tipo de hogares;2009;109,7
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Otro tipo de hogares;2008;97,0
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Otro tipo de hogares;2007;137,9
Gasto medio por unidad de consumo (Euros);Tipo de hogar: Otro tipo de hogares;2006;120,6
Gasto medio por persona (Euros);TOTAL;2023;131,8
Gasto medio por persona (Euros);TOTAL;2022;130,4
Gasto medio por persona (Euros);TOTAL;2021;93,9
Gasto medio por persona (Euros);TOTAL;2020;73,2
Gasto medio por persona (Euros);TOTAL;2019;124,4
Gasto medio por persona (Euros);TOTAL;2018;119,4
Gasto medio por persona (Euros);TOTAL;2017;123,4
Gasto medio por persona (Euros);TOTAL;2016;107,1
Gasto medio por persona (Euros);TOTAL;2015;96,7
Gasto medio por persona (Euros);TOTAL;2014;91,6
Gasto medio por persona (Euros);TOTAL;2013;99,0
Gasto medio por persona (Euros);TOTAL;2012;96,5
Gasto medio por persona (Euros);TOTAL;2011;103,2
Gasto medio por persona (Euros);TOTAL;2010;101,7
Gasto medio por persona (Euros);TOTAL;2009;99,1
Gasto medio por persona (Euros);TOTAL;2008;106,7
Gasto medio por persona (Euros);TOTAL;2007;105,1
Gasto medio por persona (Euros);TOTAL;2006;93,9
Gasto medio por persona (Euros);Sexo:Hombres;2023;127,7
Gasto medio por persona (Euros);Sexo:Hombres;2022;134,7
Gasto medio por persona (Euros);Sexo:Hombres;2021;93,6
Gasto medio por persona (Euros);Sexo:Hombres;2020;73,6
Gasto medio por persona (Euros);Sexo:Hombres;2019;124,0
Gasto medio por persona (Euros);Sexo:Hombres;2018;123,4
Gasto medio por persona (Euros);Sexo:Hombres;2017;123,5
Gasto medio por persona (Euros);Sexo:Hombres;2016;108,2
Gasto medio por persona (Euros);Sexo:Hombres;2015;102,1
Gasto medio por persona (Euros);Sexo:Hombres;2014;92,5
Gasto medio por persona (Euros);Sexo:Hombres;2013;103,8
Gasto medio por persona (Euros);Sexo:Hombres;2012;97,2
Gasto medio por persona (Euros);Sexo:Hombres;2011;108,1
Gasto medio por persona (Euros);Sexo:Hombres;2010;101,7
Gasto medio por persona (Euros);Sexo:Hombres;2009;102,6
Gasto medio por persona (Euros);Sexo:Hombres;2008;111,6
Gasto medio por persona (Euros);Sexo:Hombres;2007;109,3
Gasto medio por persona (Euros);Sexo:Hombres;2006;97,0
Gasto medio por persona (Euros);Sexo:Mujeres;2023;141,1
Gasto medio por persona (Euros);Sexo:Mujeres;2022;121,1
Gasto medio por persona (Euros);Sexo:Mujeres;2021;94,4
Gasto medio por persona (Euros);Sexo:Mujeres;2020;72,1
Gasto medio por persona (Euros);Sexo:Mujeres;2019;125,6
Gasto medio por persona (Euros);Sexo:Mujeres;2018;109,3
Gasto medio por persona (Euros);Sexo:Mujeres;2017;123,1
Gasto medio por persona (Euros);Sexo:Mujeres;2016;104,3
Gasto medio por persona (Euros);Sexo:Mujeres;2015;83,2
Gasto medio por persona (Euros);Sexo:Mujeres;2014;89,3
Gasto medio por persona (Euros);Sexo:Mujeres;2013;86,3
Gasto medio por persona (Euros);Sexo:Mujeres;2012;94,3
Gasto medio por persona (Euros);Sexo:Mujeres;2011;88,7
Gasto medio por persona (Euros);Sexo:Mujeres;2010;101,7
Gasto medio por persona (Euros);Sexo:Mujeres;2009;87,4
Gasto medio por persona (Euros);Sexo:Mujeres;2008;88,1
Gasto medio por persona (Euros);Sexo:Mujeres;2007;88,4
Gasto medio por persona (Euros);Sexo:Mujeres;2006;80,5
Gasto medio por persona (Euros);Grupos de edad: De 16 a 29 años;2023;197,2
Gasto medio por persona (Euros);Grupos de edad: De 16 a 29 años;2022;178,3
Gasto medio por persona (Euros);Grupos de edad: De 16 a 29 años;2021;122,3
Gasto medio por persona (Euros);Grupos de edad: De 16 a 29 años;2020;131,7
Gasto medio por persona (Euros);Grupos de edad: De 16 a 29 años;2019;163,4
Gasto medio por persona (Euros);Grupos de edad: De 16 a 29 años;2018;153,9
Gasto medio por persona (Euros);Grupos de edad: De 16 a 29 años;2017;155,4
Gasto medio por persona (Euros);Grupos de edad: De 16 a 29 años;2016;109,2
Gasto medio por persona (Euros);Grupos de edad: De 16 a 29 años;2015;113,1
Gasto medio por persona (Euros);Grupos de edad: De 16 a 29 años;2014;119,2
Gasto medio por persona (Euros);Grupos de edad: De 16 a 29 años;2013;148,5
Gasto medio por persona (Euros);Grupos de edad: De 16 a 29 años;2012;102,0
Gasto medio por persona (Euros);Grupos de edad: De 16 a 29 años;2011;132,6
Gasto medio por persona (Euros);Grupos de edad: De 16 a 29 años;2010;108,5
Gasto medio por persona (Euros);Grupos de edad: De 16 a 29 años;2009;120,1
Gasto medio por persona (Euros);Grupos de edad: De 16 a 29 años;2008;105,2
Gasto medio por persona (Euros);Grupos de edad: De 16 a 29 años;2007;102,1
Gasto medio por persona (Euros);Grupos de edad: De 16 a 29 años;2006;108,1
Gasto medio por persona (Euros);Grupos de edad: De 30 a 44 años;2023;156,5
Gasto medio por persona (Euros);Grupos de edad: De 30 a 44 años;2022;160,0
Gasto medio por persona (Euros);Grupos de edad: De 30 a 44 años;2021;117,7
Gasto medio por persona (Euros);Grupos de edad: De 30 a 44 años;2020;91,7
Gasto medio por persona (Euros);Grupos de edad: De 30 a 44 años;2019;150,2
Gasto medio por persona (Euros);Grupos de edad: De 30 a 44 años;2018;150,8
Gasto medio por persona (Euros);Grupos de edad: De 30 a 44 años;2017;153,1
Gasto medio por persona (Euros);Grupos de edad: De 30 a 44 años;2016;138,7
Gasto medio por persona (Euros);Grupos de edad: De 30 a 44 años;2015;115,9
Gasto medio por persona (Euros);Grupos de edad: De 30 a 44 años;2014;116,5
Gasto medio por persona (Euros);Grupos de edad: De 30 a 44 años;2013;114,4
Gasto medio por persona (Euros);Grupos de edad: De 30 a 44 años;2012;115,2
Gasto medio por persona (Euros);Grupos de edad: De 30 a 44 años;2011;126,7
Gasto medio por persona (Euros);Grupos de edad: De 30 a 44 años;2010;124,8
Gasto medio por persona (Euros);Grupos de edad: De 30 a 44 años;2009;118,4
Gasto medio por persona (Euros);Grupos de edad: De 30 a 44 años;2008;129,8
Gasto medio por persona (Euros);Grupos de edad: De 30 a 44 años;2007;137,4
Gasto medio por persona (Euros);Grupos de edad: De 30 a 44 años;2006;119,9
Gasto medio por persona (Euros);Grupos de edad: De 45 a 64 años;2023;139,5
Gasto medio por persona (Euros);Grupos de edad: De 45 a 64 años;2022;137,2
Gasto medio por persona (Euros);Grupos de edad: De 45 a 64 años;2021;100,4
Gasto medio por persona (Euros);Grupos de edad: De 45 a 64 años;2020;80,2
Gasto medio por persona (Euros);Grupos de edad: De 45 a 64 años;2019;130,0
Gasto medio por persona (Euros);Grupos de edad: De 45 a 64 años;2018;125,3
Gasto medio por persona (Euros);Grupos de edad: De 45 a 64 años;2017;134,1
Gasto medio por persona (Euros);Grupos de edad: De 45 a 64 años;2016;115,0
Gasto medio por persona (Euros);Grupos de edad: De 45 a 64 años;2015;107,5
Gasto medio por persona (Euros);Grupos de edad: De 45 a 64 años;2014;95,0
Gasto medio por persona (Euros);Grupos de edad: De 45 a 64 años;2013;109,0
Gasto medio por persona (Euros);Grupos de edad: De 45 a 64 años;2012;100,0
Gasto medio por persona (Euros);Grupos de edad: De 45 a 64 años;2011;106,2
Gasto medio por persona (Euros);Grupos de edad: De 45 a 64 años;2010;110,4
Gasto medio por persona (Euros);Grupos de edad: De 45 a 64 años;2009;106,8
Gasto medio por persona (Euros);Grupos de edad: De 45 a 64 años;2008;118,6
Gasto medio por persona (Euros);Grupos de edad: De 45 a 64 años;2007;106,5
Gasto medio por persona (Euros);Grupos de edad: De 45 a 64 años;2006;95,2
Gasto medio por persona (Euros);Grupos de edad: De 65 años en adelante;2023;78,6
Gasto medio por persona (Euros);Grupos de edad: De 65 años en adelante;2022;74,9
Gasto medio por persona (Euros);Grupos de edad: De 65 años en adelante;2021;46,6
Gasto medio por persona (Euros);Grupos de edad: De 65 años en adelante;2020;27,3
Gasto medio por persona (Euros);Grupos de edad: De 65 años en adelante;2019;73,9
Gasto medio por persona (Euros);Grupos de edad: De 65 años en adelante;2018;61,7
Gasto medio por persona (Euros);Grupos de edad: De 65 años en adelante;2017;58,8
Gasto medio por persona (Euros);Grupos de edad: De 65 años en adelante;2016;47,6
Gasto medio por persona (Euros);Grupos de edad: De 65 años en adelante;2015;45,8
Gasto medio por persona (Euros);Grupos de edad: De 65 años en adelante;2014;43,2
Gasto medio por persona (Euros);Grupos de edad: De 65 años en adelante;2013;45,9
Gasto medio por persona (Euros);Grupos de edad: De 65 años en adelante;2012;57,7
Gasto medio por persona (Euros);Grupos de edad: De 65 años en adelante;2011;50,8
Gasto medio por persona (Euros);Grupos de edad: De 65 años en adelante;2010;42,5
Gasto medio por persona (Euros);Grupos de edad: De 65 años en adelante;2009;42,5
Gasto medio por persona (Euros);Grupos de edad: De 65 años en adelante;2008;38,2
Gasto medio por persona (Euros);Grupos de edad: De 65 años en adelante;2007;42,9
Gasto medio por persona (Euros);Grupos de edad: De 65 años en adelante;2006;40,4
Gasto medio por persona (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2023;80,4
Gasto medio por persona (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2022;72,5
Gasto medio por persona (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2021;45,6
Gasto medio por persona (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2020;31,9
Gasto medio por persona (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2019;64,6
Gasto medio por persona (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2018;66,0
Gasto medio por persona (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2017;66,7
Gasto medio por persona (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2016;62,8
Gasto medio por persona (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2015;59,0
Gasto medio por persona (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2014;55,3
Gasto medio por persona (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2013;59,1
Gasto medio por persona (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2012;63,5
Gasto medio por persona (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2011;62,2
Gasto medio por persona (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2010;58,4
Gasto medio por persona (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2009;57,5
Gasto medio por persona (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2008;61,7
Gasto medio por persona (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2007;67,3
Gasto medio por persona (Euros);Nivel de estudios: Primera etapa de ed. Secundaria e inferior;2006;58,7
Gasto medio por persona (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2023;110,0
Gasto medio por persona (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2022;112,7
Gasto medio por persona (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2021;80,3
Gasto medio por persona (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2020;67,8
Gasto medio por persona (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2019;118,1
Gasto medio por persona (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2018;110,9
Gasto medio por persona (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2017;126,3
Gasto medio por persona (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2016;119,7
Gasto medio por persona (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2015;96,1
Gasto medio por persona (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2014;91,8
Gasto medio por persona (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2013;110,4
Gasto medio por persona (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2012;104,8
Gasto medio por persona (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2011;102,3
Gasto medio por persona (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2010;107,1
Gasto medio por persona (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2009;110,3
Gasto medio por persona (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2008;109,6
Gasto medio por persona (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2007;107,0
Gasto medio por persona (Euros);Nivel de estudios: Segunda etapa de ed. secundaria;2006;126,0
Gasto medio por persona (Euros);Nivel de estudios: Educación superior o equivalente;2023;193,0
Gasto medio por persona (Euros);Nivel de estudios: Educación superior o equivalente;2022;196,3
Gasto medio por persona (Euros);Nivel de estudios: Educación superior o equivalente;2021;149,6
Gasto medio por persona (Euros);Nivel de estudios: Educación superior o equivalente;2020;122,1
Gasto medio por persona (Euros);Nivel de estudios: Educación superior o equivalente;2019;201,7
Gasto medio por persona (Euros);Nivel de estudios: Educación superior o equivalente;2018;194,0
Gasto medio por persona (Euros);Nivel de estudios: Educación superior o equivalente;2017;202,6
Gasto medio por persona (Euros);Nivel de estudios: Educación superior o equivalente;2016;165,0
Gasto medio por persona (Euros);Nivel de estudios: Educación superior o equivalente;2015;154,2
Gasto medio por persona (Euros);Nivel de estudios: Educación superior o equivalente;2014;148,7
Gasto medio por persona (Euros);Nivel de estudios: Educación superior o equivalente;2013;158,2
Gasto medio por persona (Euros);Nivel de estudios: Educación superior o equivalente;2012;150,0
Gasto medio por persona (Euros);Nivel de estudios: Educación superior o equivalente;2011;177,6
Gasto medio por persona (Euros);Nivel de estudios: Educación superior o equivalente;2010;186,7
Gasto medio por persona (Euros);Nivel de estudios: Educación superior o equivalente;2009;178,2
Gasto medio por persona (Euros);Nivel de estudios: Educación superior o equivalente;2008;205,6
Gasto medio por persona (Euros);Nivel de estudios: Educación superior o equivalente;2007;189,2
Gasto medio por persona (Euros);Nivel de estudios: Educación superior o equivalente;2006;158,4
Gasto medio por persona (Euros);Sit. Laboral: Ocupado;2023;154,4
Gasto medio por persona (Euros);Sit. Laboral: Ocupado;2022;153,0
Gasto medio por persona (Euros);Sit. Laboral: Ocupado;2021;108,9
Gasto medio por persona (Euros);Sit. Laboral: Ocupado;2020;93,5
Gasto medio por persona (Euros);Sit. Laboral: Ocupado;2019;148,1
Gasto medio por persona (Euros);Sit. Laboral: Ocupado;2018;146,4
Gasto medio por persona (Euros);Sit. Laboral: Ocupado;2017;153,4
Gasto medio por persona (Euros);Sit. Laboral: Ocupado;2016;136,9
Gasto medio por persona (Euros);Sit. Laboral: Ocupado;2015;122,8
Gasto medio por persona (Euros);Sit. Laboral: Ocupado;2014;116,4
Gasto medio por persona (Euros);Sit. Laboral: Ocupado;2013;127,8
Gasto medio por persona (Euros);Sit. Laboral: Ocupado;2012;118,8
Gasto medio por persona (Euros);Sit. Laboral: Ocupado;2011;129,3
Gasto medio por persona (Euros);Sit. Laboral: Ocupado;2010;126,1
Gasto medio por persona (Euros);Sit. Laboral: Ocupado;2009;121,4
Gasto medio por persona (Euros);Sit. Laboral: Ocupado;2008;119,6
Gasto medio por persona (Euros);Sit. Laboral: Ocupado;2007;124,2
Gasto medio por persona (Euros);Sit. Laboral: Ocupado;2006;112,3
Gasto medio por persona (Euros);Sit. Laboral: Parado;2023;41,8
Gasto medio por persona (Euros);Sit. Laboral: Parado;2022;79,1
Gasto medio por persona (Euros);Sit. Laboral: Parado;2021;31,1
Gasto medio por persona (Euros);Sit. Laboral: Parado;2020;30,0
Gasto medio por persona (Euros);Sit. Laboral: Parado;2019;46,5
Gasto medio por persona (Euros);Sit. Laboral: Parado;2018;55,8
Gasto medio por persona (Euros);Sit. Laboral: Parado;2017;51,1
Gasto medio por persona (Euros);Sit. Laboral: Parado;2016;44,5
Gasto medio por persona (Euros);Sit. Laboral: Parado;2015;51,5
Gasto medio por persona (Euros);Sit. Laboral: Parado;2014;46,5
Gasto medio por persona (Euros);Sit. Laboral: Parado;2013;50,7
