Indicador;Sexo, edad, nivel estudios, sit. labora, estado civil, tipo de hogar;periodo;Total
Gasto medio por persona (Euros);Sit. Laboral: Parado;2012;49,8
Gasto medio por persona (Euros);Sit. Laboral: Parado;2011;47,6
Gasto medio por persona (Euros);Sit. Laboral: Parado;2010;58,3
Gasto medio por persona (Euros);Sit. Laboral: Parado;2009;47,6
Gasto medio por persona (Euros);Sit. Laboral: Parado;2008;45,1
Gasto medio por persona (Euros);Sit. Laboral: Parado;2007;46,6
Gasto medio por persona (Euros);Sit. Laboral: Parado;2006;64,2
Gasto medio por persona (Euros);Sit. Laboral: Jubilado o retirado;2023;90,8
Gasto medio por persona (Euros);Sit. Laboral: Jubilado o retirado;2022;83,2
Gasto medio por persona (Euros);Sit. Laboral: Jubilado o retirado;2021;70,5
Gasto medio por persona (Euros);Sit. Laboral: Jubilado o retirado;2020;33,4
Gasto medio por persona (Euros);Sit. Laboral: Jubilado o retirado;2019;84,2
Gasto medio por persona (Euros);Sit. Laboral: Jubilado o retirado;2018;69,6
Gasto medio por persona (Euros);Sit. Laboral: Jubilado o retirado;2017;72,6
Gasto medio por persona (Euros);Sit. Laboral: Jubilado o retirado;2016;56,9
Gasto medio por persona (Euros);Sit. Laboral: Jubilado o retirado;2015;54,6
Gasto medio por persona (Euros);Sit. Laboral: Jubilado o retirado;2014;53,3
Gasto medio por persona (Euros);Sit. Laboral: Jubilado o retirado;2013;56,2
Gasto medio por persona (Euros);Sit. Laboral: Jubilado o retirado;2012;67,8
Gasto medio por persona (Euros);Sit. Laboral: Jubilado o retirado;2011;63,7
Gasto medio por persona (Euros);Sit. Laboral: Jubilado o retirado;2010;52,9
Gasto medio por persona (Euros);Sit. Laboral: Jubilado o retirado;2009;59,6
Gasto medio por persona (Euros);Sit. Laboral: Jubilado o retirado;2008;91,2
Gasto medio por persona (Euros);Sit. Laboral: Jubilado o retirado;2007;60,9
Gasto medio por persona (Euros);Sit. Laboral: Jubilado o retirado;2006;51,6
Gasto medio por persona (Euros);Sit. Laboral: Otros inactivos;2023;57,1
Gasto medio por persona (Euros);Sit. Laboral: Otros inactivos;2022;56,8
Gasto medio por persona (Euros);Sit. Laboral: Otros inactivos;2021;46,0
Gasto medio por persona (Euros);Sit. Laboral: Otros inactivos;2020;19,6
Gasto medio por persona (Euros);Sit. Laboral: Otros inactivos;2019;63,2
Gasto medio por persona (Euros);Sit. Laboral: Otros inactivos;2018;58,3
Gasto medio por persona (Euros);Sit. Laboral: Otros inactivos;2017;43,1
Gasto medio por persona (Euros);Sit. Laboral: Otros inactivos;2016;46,7
Gasto medio por persona (Euros);Sit. Laboral: Otros inactivos;2015;27,8
Gasto medio por persona (Euros);Sit. Laboral: Otros inactivos;2014;40,4
Gasto medio por persona (Euros);Sit. Laboral: Otros inactivos;2013;55,3
Gasto medio por persona (Euros);Sit. Laboral: Otros inactivos;2012;40,8
Gasto medio por persona (Euros);Sit. Laboral: Otros inactivos;2011;37,5
Gasto medio por persona (Euros);Sit. Laboral: Otros inactivos;2010;71,8
Gasto medio por persona (Euros);Sit. Laboral: Otros inactivos;2009;36,3
Gasto medio por persona (Euros);Sit. Laboral: Otros inactivos;2008;35,9
Gasto medio por persona (Euros);Sit. Laboral: Otros inactivos;2007;49,6
Gasto medio por persona (Euros);Sit. Laboral: Otros inactivos;2006;34,6
Gasto medio por persona (Euros);Estado civil: Soltero;2023;150,2
Gasto medio por persona (Euros);Estado civil: Soltero;2022;152,6
Gasto medio por persona (Euros);Estado civil: Soltero;2021;105,8
Gasto medio por persona (Euros);Estado civil: Soltero;2020;100,2
Gasto medio por persona (Euros);Estado civil: Soltero;2019;164,3
Gasto medio por persona (Euros);Estado civil: Soltero;2018;139,7
Gasto medio por persona (Euros);Estado civil: Soltero;2017;148,3
Gasto medio por persona (Euros);Estado civil: Soltero;2016;130,1
Gasto medio por persona (Euros);Estado civil: Soltero;2015;112,4
Gasto medio por persona (Euros);Estado civil: Soltero;2014;111,8
Gasto medio por persona (Euros);Estado civil: Soltero;2013;127,4
Gasto medio por persona (Euros);Estado civil: Soltero;2012;101,9
Gasto medio por persona (Euros);Estado civil: Soltero;2011;123,3
Gasto medio por persona (Euros);Estado civil: Soltero;2010;106,9
Gasto medio por persona (Euros);Estado civil: Soltero;2009;122,1
Gasto medio por persona (Euros);Estado civil: Soltero;2008;121,2
Gasto medio por persona (Euros);Estado civil: Soltero;2007;136,0
Gasto medio por persona (Euros);Estado civil: Soltero;2006;104,9
Gasto medio por persona (Euros);Estado civil: Casado;2023;133,0
Gasto medio por persona (Euros);Estado civil: Casado;2022;129,3
Gasto medio por persona (Euros);Estado civil: Casado;2021;89,7
Gasto medio por persona (Euros);Estado civil: Casado;2020;70,5
Gasto medio por persona (Euros);Estado civil: Casado;2019;121,8
Gasto medio por persona (Euros);Estado civil: Casado;2018;121,6
Gasto medio por persona (Euros);Estado civil: Casado;2017;124,1
Gasto medio por persona (Euros);Estado civil: Casado;2016;106,1
Gasto medio por persona (Euros);Estado civil: Casado;2015;99,0
Gasto medio por persona (Euros);Estado civil: Casado;2014;88,2
Gasto medio por persona (Euros);Estado civil: Casado;2013;97,1
Gasto medio por persona (Euros);Estado civil: Casado;2012;93,1
Gasto medio por persona (Euros);Estado civil: Casado;2011;102,4
Gasto medio por persona (Euros);Estado civil: Casado;2010;104,8
Gasto medio por persona (Euros);Estado civil: Casado;2009;101,0
Gasto medio por persona (Euros);Estado civil: Casado;2008;111,3
Gasto medio por persona (Euros);Estado civil: Casado;2007;107,5
Gasto medio por persona (Euros);Estado civil: Casado;2006;98,1
Gasto medio por persona (Euros);Estado civil: Viudo;2023;89,0
Gasto medio por persona (Euros);Estado civil: Viudo;2022;83,6
Gasto medio por persona (Euros);Estado civil: Viudo;2021;67,2
Gasto medio por persona (Euros);Estado civil: Viudo;2020;40,3
Gasto medio por persona (Euros);Estado civil: Viudo;2019;70,1
Gasto medio por persona (Euros);Estado civil: Viudo;2018;60,7
Gasto medio por persona (Euros);Estado civil: Viudo;2017;59,1
Gasto medio por persona (Euros);Estado civil: Viudo;2016;41,1
Gasto medio por persona (Euros);Estado civil: Viudo;2015;43,7
Gasto medio por persona (Euros);Estado civil: Viudo;2014;45,4
Gasto medio por persona (Euros);Estado civil: Viudo;2013;55,5
Gasto medio por persona (Euros);Estado civil: Viudo;2012;54,8
Gasto medio por persona (Euros);Estado civil: Viudo;2011;73,4
Gasto medio por persona (Euros);Estado civil: Viudo;2010;51,8
Gasto medio por persona (Euros);Estado civil: Viudo;2009;36,7
Gasto medio por persona (Euros);Estado civil: Viudo;2008;39,9
Gasto medio por persona (Euros);Estado civil: Viudo;2007;37,4
Gasto medio por persona (Euros);Estado civil: Viudo;2006;40,5
Gasto medio por persona (Euros);Estado civil: Separado;2023;65,5
Gasto medio por persona (Euros);Estado civil: Separado;2022;146,7
Gasto medio por persona (Euros);Estado civil: Separado;2021;115,1
Gasto medio por persona (Euros);Estado civil: Separado;2020;61,4
Gasto medio por persona (Euros);Estado civil: Separado;2019;79,8
Gasto medio por persona (Euros);Estado civil: Separado;2018;90,6
Gasto medio por persona (Euros);Estado civil: Separado;2017;78,7
Gasto medio por persona (Euros);Estado civil: Separado;2016;82,7
Gasto medio por persona (Euros);Estado civil: Separado;2015;83,0
Gasto medio por persona (Euros);Estado civil: Separado;2014;105,1
Gasto medio por persona (Euros);Estado civil: Separado;2013;89,0
Gasto medio por persona (Euros);Estado civil: Separado;2012;127,7
Gasto medio por persona (Euros);Estado civil: Separado;2011;101,8
Gasto medio por persona (Euros);Estado civil: Separado;2010;103,3
Gasto medio por persona (Euros);Estado civil: Separado;2009;86,9
Gasto medio por persona (Euros);Estado civil: Separado;2008;65,2
Gasto medio por persona (Euros);Estado civil: Separado;2007;82,4
Gasto medio por persona (Euros);Estado civil: Separado;2006;75,6
Gasto medio por persona (Euros);Estado civil: Divorciado;2023;124,5
Gasto medio por persona (Euros);Estado civil: Divorciado;2022;119,1
Gasto medio por persona (Euros);Estado civil: Divorciado;2021;121,6
Gasto medio por persona (Euros);Estado civil: Divorciado;2020;66,4
Gasto medio por persona (Euros);Estado civil: Divorciado;2019;120,9
Gasto medio por persona (Euros);Estado civil: Divorciado;2018;123,5
Gasto medio por persona (Euros);Estado civil: Divorciado;2017;145,5
Gasto medio por persona (Euros);Estado civil: Divorciado;2016;154,7
Gasto medio por persona (Euros);Estado civil: Divorciado;2015;104,3
Gasto medio por persona (Euros);Estado civil: Divorciado;2014;136,9
Gasto medio por persona (Euros);Estado civil: Divorciado;2013;110,0
Gasto medio por persona (Euros);Estado civil: Divorciado;2012;186,9
Gasto medio por persona (Euros);Estado civil: Divorciado;2011;98,7
Gasto medio por persona (Euros);Estado civil: Divorciado;2010;126,0
Gasto medio por persona (Euros);Estado civil: Divorciado;2009;113,6
Gasto medio por persona (Euros);Estado civil: Divorciado;2008;127,9
Gasto medio por persona (Euros);Estado civil: Divorciado;2007;105,4
Gasto medio por persona (Euros);Estado civil: Divorciado;2006;103,2
Gasto medio por persona (Euros);Tipo de hogar: Persona sola;2023;137,8
Gasto medio por persona (Euros);Tipo de hogar: Persona sola;2022;125,2
Gasto medio por persona (Euros);Tipo de hogar: Persona sola;2021;106,9
Gasto medio por persona (Euros);Tipo de hogar: Persona sola;2020;86,2
Gasto medio por persona (Euros);Tipo de hogar: Persona sola;2019;143,8
Gasto medio por persona (Euros);Tipo de hogar: Persona sola;2018;144,0
Gasto medio por persona (Euros);Tipo de hogar: Persona sola;2017;141,7
Gasto medio por persona (Euros);Tipo de hogar: Persona sola;2016;127,2
Gasto medio por persona (Euros);Tipo de hogar: Persona sola;2015;96,9
Gasto medio por persona (Euros);Tipo de hogar: Persona sola;2014;109,7
Gasto medio por persona (Euros);Tipo de hogar: Persona sola;2013;140,6
Gasto medio por persona (Euros);Tipo de hogar: Persona sola;2012;125,4
Gasto medio por persona (Euros);Tipo de hogar: Persona sola;2011;107,6
Gasto medio por persona (Euros);Tipo de hogar: Persona sola;2010;106,9
Gasto medio por persona (Euros);Tipo de hogar: Persona sola;2009;113,4
Gasto medio por persona (Euros);Tipo de hogar: Persona sola;2008;109,2
Gasto medio por persona (Euros);Tipo de hogar: Persona sola;2007;106,3
Gasto medio por persona (Euros);Tipo de hogar: Persona sola;2006;78,6
Gasto medio por persona (Euros);Tipo de hogar: Pareja sin hijos;2023;147,9
Gasto medio por persona (Euros);Tipo de hogar: Pareja sin hijos;2022;117,6
Gasto medio por persona (Euros);Tipo de hogar: Pareja sin hijos;2021;77,9
Gasto medio por persona (Euros);Tipo de hogar: Pareja sin hijos;2020;75,6
Gasto medio por persona (Euros);Tipo de hogar: Pareja sin hijos;2019;131,6
Gasto medio por persona (Euros);Tipo de hogar: Pareja sin hijos;2018;126,2
Gasto medio por persona (Euros);Tipo de hogar: Pareja sin hijos;2017;113,8
Gasto medio por persona (Euros);Tipo de hogar: Pareja sin hijos;2016;91,8
Gasto medio por persona (Euros);Tipo de hogar: Pareja sin hijos;2015;110,3
Gasto medio por persona (Euros);Tipo de hogar: Pareja sin hijos;2014;92,9
Gasto medio por persona (Euros);Tipo de hogar: Pareja sin hijos;2013;92,9
Gasto medio por persona (Euros);Tipo de hogar: Pareja sin hijos;2012;104,3
Gasto medio por persona (Euros);Tipo de hogar: Pareja sin hijos;2011;111,8
Gasto medio por persona (Euros);Tipo de hogar: Pareja sin hijos;2010;101,3
Gasto medio por persona (Euros);Tipo de hogar: Pareja sin hijos;2009;95,8
Gasto medio por persona (Euros);Tipo de hogar: Pareja sin hijos;2008;157,6
Gasto medio por persona (Euros);Tipo de hogar: Pareja sin hijos;2007;130,3
Gasto medio por persona (Euros);Tipo de hogar: Pareja sin hijos;2006;97,0
Gasto medio por persona (Euros);Tipo de hogar: Pareja con un hijo;2023;132,0
Gasto medio por persona (Euros);Tipo de hogar: Pareja con un hijo;2022;117,6
Gasto medio por persona (Euros);Tipo de hogar: Pareja con un hijo;2021;91,9
Gasto medio por persona (Euros);Tipo de hogar: Pareja con un hijo;2020;68,5
Gasto medio por persona (Euros);Tipo de hogar: Pareja con un hijo;2019;130,4
Gasto medio por persona (Euros);Tipo de hogar: Pareja con un hijo;2018;122,2
Gasto medio por persona (Euros);Tipo de hogar: Pareja con un hijo;2017;129,4
Gasto medio por persona (Euros);Tipo de hogar: Pareja con un hijo;2016;103,3
Gasto medio por persona (Euros);Tipo de hogar: Pareja con un hijo;2015;98,8
Gasto medio por persona (Euros);Tipo de hogar: Pareja con un hijo;2014;89,4
Gasto medio por persona (Euros);Tipo de hogar: Pareja con un hijo;2013;105,0
Gasto medio por persona (Euros);Tipo de hogar: Pareja con un hijo;2012;95,6
Gasto medio por persona (Euros);Tipo de hogar: Pareja con un hijo;2011;117,4
Gasto medio por persona (Euros);Tipo de hogar: Pareja con un hijo;2010;105,0
Gasto medio por persona (Euros);Tipo de hogar: Pareja con un hijo;2009;112,3
Gasto medio por persona (Euros);Tipo de hogar: Pareja con un hijo;2008;103,8
Gasto medio por persona (Euros);Tipo de hogar: Pareja con un hijo;2007;99,5
Gasto medio por persona (Euros);Tipo de hogar: Pareja con un hijo;2006;87,5
Gasto medio por persona (Euros);Tipo de hogar: Pareja con dos hijos;2023;168,6
Gasto medio por persona (Euros);Tipo de hogar: Pareja con dos hijos;2022;163,1
Gasto medio por persona (Euros);Tipo de hogar: Pareja con dos hijos;2021;112,8
Gasto medio por persona (Euros);Tipo de hogar: Pareja con dos hijos;2020;94,7
Gasto medio por persona (Euros);Tipo de hogar: Pareja con dos hijos;2019;136,2
Gasto medio por persona (Euros);Tipo de hogar: Pareja con dos hijos;2018;135,9
Gasto medio por persona (Euros);Tipo de hogar: Pareja con dos hijos;2017;141,0
Gasto medio por persona (Euros);Tipo de hogar: Pareja con dos hijos;2016;135,2
Gasto medio por persona (Euros);Tipo de hogar: Pareja con dos hijos;2015;117,8
Gasto medio por persona (Euros);Tipo de hogar: Pareja con dos hijos;2014;108,6
Gasto medio por persona (Euros);Tipo de hogar: Pareja con dos hijos;2013;110,0
Gasto medio por persona (Euros);Tipo de hogar: Pareja con dos hijos;2012;113,4
Gasto medio por persona (Euros);Tipo de hogar: Pareja con dos hijos;2011;116,2
Gasto medio por persona (Euros);Tipo de hogar: Pareja con dos hijos;2010;123,0
Gasto medio por persona (Euros);Tipo de hogar: Pareja con dos hijos;2009;120,8
Gasto medio por persona (Euros);Tipo de hogar: Pareja con dos hijos;2008;118,7
Gasto medio por persona (Euros);Tipo de hogar: Pareja con dos hijos;2007;119,2
Gasto medio por persona (Euros);Tipo de hogar: Pareja con dos hijos;2006;120,7
Gasto medio por persona (Euros);Tipo de hogar: Pareja con tres o más hijos;2023;121,2
Gasto medio por persona (Euros);Tipo de hogar: Pareja con tres o más hijos;2022;158,0
Gasto medio por persona (Euros);Tipo de hogar: Pareja con tres o más hijos;2021;107,8
Gasto medio por persona (Euros);Tipo de hogar: Pareja con tres o más hijos;2020;66,2
Gasto medio por persona (Euros);Tipo de hogar: Pareja con tres o más hijos;2019;137,7
Gasto medio por persona (Euros);Tipo de hogar: Pareja con tres o más hijos;2018;146,1
Gasto medio por persona (Euros);Tipo de hogar: Pareja con tres o más hijos;2017;131,3
Gasto medio por persona (Euros);Tipo de hogar: Pareja con tres o más hijos;2016;125,7
Gasto medio por persona (Euros);Tipo de hogar: Pareja con tres o más hijos;2015;89,7
Gasto medio por persona (Euros);Tipo de hogar: Pareja con tres o más hijos;2014;89,0
Gasto medio por persona (Euros);Tipo de hogar: Pareja con tres o más hijos;2013;110,5
Gasto medio por persona (Euros);Tipo de hogar: Pareja con tres o más hijos;2012;91,0
Gasto medio por persona (Euros);Tipo de hogar: Pareja con tres o más hijos;2011;82,1
Gasto medio por persona (Euros);Tipo de hogar: Pareja con tres o más hijos;2010;104,3
Gasto medio por persona (Euros);Tipo de hogar: Pareja con tres o más hijos;2009;83,2
Gasto medio por persona (Euros);Tipo de hogar: Pareja con tres o más hijos;2008;108,4
Gasto medio por persona (Euros);Tipo de hogar: Pareja con tres o más hijos;2007;104,2
Gasto medio por persona (Euros);Tipo de hogar: Pareja con tres o más hijos;2006;106,6
Gasto medio por persona (Euros);Tipo de hogar: Un adulto con hijos;2023;82,6
Gasto medio por persona (Euros);Tipo de hogar: Un adulto con hijos;2022;122,6
Gasto medio por persona (Euros);Tipo de hogar: Un adulto con hijos;2021;91,4
Gasto medio por persona (Euros);Tipo de hogar: Un adulto con hijos;2020;64,6
Gasto medio por persona (Euros);Tipo de hogar: Un adulto con hijos;2019;108,2
Gasto medio por persona (Euros);Tipo de hogar: Un adulto con hijos;2018;70,0
Gasto medio por persona (Euros);Tipo de hogar: Un adulto con hijos;2017;105,5
Gasto medio por persona (Euros);Tipo de hogar: Un adulto con hijos;2016;92,7
Gasto medio por persona (Euros);Tipo de hogar: Un adulto con hijos;2015;71,4
Gasto medio por persona (Euros);Tipo de hogar: Un adulto con hijos;2014;93,4
Gasto medio por persona (Euros);Tipo de hogar: Un adulto con hijos;2013;75,8
Gasto medio por persona (Euros);Tipo de hogar: Un adulto con hijos;2012;80,3
Gasto medio por persona (Euros);Tipo de hogar: Un adulto con hijos;2011;73,4
Gasto medio por persona (Euros);Tipo de hogar: Un adulto con hijos;2010;83,0
Gasto medio por persona (Euros);Tipo de hogar: Un adulto con hijos;2009;69,0
Gasto medio por persona (Euros);Tipo de hogar: Un adulto con hijos;2008;60,1
Gasto medio por persona (Euros);Tipo de hogar: Un adulto con hijos;2007;65,5
Gasto medio por persona (Euros);Tipo de hogar: Un adulto con hijos;2006;57,3
Gasto medio por persona (Euros);Tipo de hogar: Otro tipo de hogares;2023;85,8
Gasto medio por persona (Euros);Tipo de hogar: Otro tipo de hogares;2022;100,9
Gasto medio por persona (Euros);Tipo de hogar: Otro tipo de hogares;2021;64,3
Gasto medio por persona (Euros);Tipo de hogar: Otro tipo de hogares;2020;34,2
Gasto medio por persona (Euros);Tipo de hogar: Otro tipo de hogares;2019;68,8
