Indicador;Grupo de gasto;Comunidad autónoma;periodo;Total
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2018;83,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2017;90,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2016;86,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2015;77,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2014;88,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2013;87,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2012;73,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2011;71,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2010;62,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2009;59,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2008;68,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2007;60,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Castilla-La Mancha;2006;61,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cataluña;2023;129,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cataluña;2022;131,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cataluña;2021;112,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cataluña;2020;66,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cataluña;2019;192,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cataluña;2018;157,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cataluña;2017;183,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cataluña;2016;130,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cataluña;2015;106,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cataluña;2014;110,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cataluña;2013;107,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cataluña;2012;98,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cataluña;2011;118,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cataluña;2010;116,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cataluña;2009;114,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cataluña;2008;108,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cataluña;2007;104,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Cataluña;2006;86,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2023;167,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2022;161,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2021;107,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2020;95,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2019;166,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2018;141,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2017;161,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2016;97,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2015;109,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2014;78,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2013;134,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2012;104,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2011;95,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2010;83,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2009;95,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2008;107,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2007;134,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Comunitat Valenciana;2006;122,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Extremadura;2023;60,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Extremadura;2022;93,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Extremadura;2021;91,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Extremadura;2020;55,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Extremadura;2019;75,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Extremadura;2018;104,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Extremadura;2017;73,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Extremadura;2016;90,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Extremadura;2015;74,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Extremadura;2014;60,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Extremadura;2013;62,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Extremadura;2012;76,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Extremadura;2011;83,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Extremadura;2010;77,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Extremadura;2009;42,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Extremadura;2008;50,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Extremadura;2007;45,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Extremadura;2006;49,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Galicia;2023;128,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Galicia;2022;160,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Galicia;2021;81,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Galicia;2020;47,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Galicia;2019;89,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Galicia;2018;87,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Galicia;2017;117,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Galicia;2016;103,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Galicia;2015;80,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Galicia;2014;68,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Galicia;2013;54,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Galicia;2012;86,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Galicia;2011;62,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Galicia;2010;50,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Galicia;2009;66,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Galicia;2008;63,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Galicia;2007;80,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Galicia;2006;93,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2023;150,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2022;152,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2021;108,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2020;81,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2019;168,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2018;141,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2017;157,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2016;147,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2015;109,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2014;106,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2013;126,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2012;140,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2011;169,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2010;162,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2009;125,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2008;160,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2007;129,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Madrid (Comunidad de);2006;108,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Murcia (Región de);2023;136,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Murcia (Región de);2022;142,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Murcia (Región de);2021;60,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Murcia (Región de);2020;70,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Murcia (Región de);2019;139,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Murcia (Región de);2018;152,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Murcia (Región de);2017;180,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Murcia (Región de);2016;122,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Murcia (Región de);2015;107,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Murcia (Región de);2014;103,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Murcia (Región de);2013;90,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Murcia (Región de);2012;63,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Murcia (Región de);2011;90,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Murcia (Región de);2010;71,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Murcia (Región de);2009;54,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Murcia (Región de);2008;66,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Murcia (Región de);2007;97,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Murcia (Región de);2006;85,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2023;346,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2022;262,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2021;241,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2020;142,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2019;213,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2018;214,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2017;241,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2016;145,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2015;192,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2014;186,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2013;217,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2012;201,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2011;143,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2010;181,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2009;168,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2008;180,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2007;188,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Navarra (Comunidad Foral de);2006;155,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;País Vasco;2023;162,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;País Vasco;2022;126,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;País Vasco;2021;90,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;País Vasco;2020;90,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;País Vasco;2019;135,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;País Vasco;2018;199,0
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;País Vasco;2017;167,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;País Vasco;2016;163,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;País Vasco;2015;154,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;País Vasco;2014;156,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;País Vasco;2013;181,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;País Vasco;2012;164,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;País Vasco;2011;135,9
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;País Vasco;2010;143,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;País Vasco;2009;162,7
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;País Vasco;2008;119,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;País Vasco;2007;133,5
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;País Vasco;2006;108,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Rioja (La);2023;299,2
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Rioja (La);2022;211,8
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Rioja (La);2021;119,1
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Rioja (La);2020;89,3
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Rioja (La);2019;154,4
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Rioja (La);2018;138,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Rioja (La);2017;123,6
Gasto medio por unidad de consumo (Euros);Servicios recreativos y deportivos;Rioja (La);2016;123,8
