Federación;Deportistas;Sexo;periodo;Total
Deporte Parálisis Cerebral y DCA;Porcentaje;TOTAL;2013;100,0
Deporte Parálisis Cerebral y DCA;Porcentaje;TOTAL;2012;100,0
Deporte Parálisis Cerebral y DCA;Porcentaje;TOTAL;2011;100,0
Deporte Parálisis Cerebral y DCA;Porcentaje;TOTAL;2010;100,0
Deporte Parálisis Cerebral y DCA;Porcentaje;TOTAL;2009;100,0
Deporte Parálisis Cerebral y DCA;Porcentaje;TOTAL;2008;100,0
Deporte Parálisis Cerebral y DCA;Porcentaje;TOTAL;2007;100,0
Deporte Parálisis Cerebral y DCA;Porcentaje;TOTAL;2006;100,0
Deporte Parálisis Cerebral y DCA;Porcentaje;TOTAL;2005;..
Deporte Parálisis Cerebral y DCA;Porcentaje;Hombres;2024;73,9
Deporte Parálisis Cerebral y DCA;Porcentaje;Hombres;2023;55,6
Deporte Parálisis Cerebral y DCA;Porcentaje;Hombres;2022;55,6
Deporte Parálisis Cerebral y DCA;Porcentaje;Hombres;2021;71,4
Deporte Parálisis Cerebral y DCA;Porcentaje;Hombres;2020;100,0
Deporte Parálisis Cerebral y DCA;Porcentaje;Hombres;2019;100,0
Deporte Parálisis Cerebral y DCA;Porcentaje;Hombres;2018;100,0
Deporte Parálisis Cerebral y DCA;Porcentaje;Hombres;2017;100,0
Deporte Parálisis Cerebral y DCA;Porcentaje;Hombres;2016;90,9
Deporte Parálisis Cerebral y DCA;Porcentaje;Hombres;2015;90,0
Deporte Parálisis Cerebral y DCA;Porcentaje;Hombres;2014;82,4
Deporte Parálisis Cerebral y DCA;Porcentaje;Hombres;2013;75,0
Deporte Parálisis Cerebral y DCA;Porcentaje;Hombres;2012;66,7
Deporte Parálisis Cerebral y DCA;Porcentaje;Hombres;2011;72,7
Deporte Parálisis Cerebral y DCA;Porcentaje;Hombres;2010;75,0
Deporte Parálisis Cerebral y DCA;Porcentaje;Hombres;2009;75,0
Deporte Parálisis Cerebral y DCA;Porcentaje;Hombres;2008;84,2
Deporte Parálisis Cerebral y DCA;Porcentaje;Hombres;2007;83,3
Deporte Parálisis Cerebral y DCA;Porcentaje;Hombres;2006;85,7
Deporte Parálisis Cerebral y DCA;Porcentaje;Hombres;2005;..
Deporte Parálisis Cerebral y DCA;Porcentaje;Mujeres;2024;26,1
Deporte Parálisis Cerebral y DCA;Porcentaje;Mujeres;2023;44,4
Deporte Parálisis Cerebral y DCA;Porcentaje;Mujeres;2022;44,4
Deporte Parálisis Cerebral y DCA;Porcentaje;Mujeres;2021;28,6
Deporte Parálisis Cerebral y DCA;Porcentaje;Mujeres;2020;0,0
Deporte Parálisis Cerebral y DCA;Porcentaje;Mujeres;2019;0,0
Deporte Parálisis Cerebral y DCA;Porcentaje;Mujeres;2018;0,0
Deporte Parálisis Cerebral y DCA;Porcentaje;Mujeres;2017;0,0
Deporte Parálisis Cerebral y DCA;Porcentaje;Mujeres;2016;9,1
Deporte Parálisis Cerebral y DCA;Porcentaje;Mujeres;2015;10,0
Deporte Parálisis Cerebral y DCA;Porcentaje;Mujeres;2014;17,6
Deporte Parálisis Cerebral y DCA;Porcentaje;Mujeres;2013;25,0
Deporte Parálisis Cerebral y DCA;Porcentaje;Mujeres;2012;33,3
Deporte Parálisis Cerebral y DCA;Porcentaje;Mujeres;2011;27,3
Deporte Parálisis Cerebral y DCA;Porcentaje;Mujeres;2010;25,0
Deporte Parálisis Cerebral y DCA;Porcentaje;Mujeres;2009;25,0
Deporte Parálisis Cerebral y DCA;Porcentaje;Mujeres;2008;15,8
Deporte Parálisis Cerebral y DCA;Porcentaje;Mujeres;2007;16,7
Deporte Parálisis Cerebral y DCA;Porcentaje;Mujeres;2006;14,3
Deporte Parálisis Cerebral y DCA;Porcentaje;Mujeres;2005;..
Deportes de Hielo;Valores absolutos;TOTAL;2024;15
Deportes de Hielo;Valores absolutos;TOTAL;2023;16
Deportes de Hielo;Valores absolutos;TOTAL;2022;14
Deportes de Hielo;Valores absolutos;TOTAL;2021;11
Deportes de Hielo;Valores absolutos;TOTAL;2020;11
Deportes de Hielo;Valores absolutos;TOTAL;2019;12
Deportes de Hielo;Valores absolutos;TOTAL;2018;13
Deportes de Hielo;Valores absolutos;TOTAL;2017;8
Deportes de Hielo;Valores absolutos;TOTAL;2016;8
Deportes de Hielo;Valores absolutos;TOTAL;2015;8
Deportes de Hielo;Valores absolutos;TOTAL;2014;9
Deportes de Hielo;Valores absolutos;TOTAL;2013;7
Deportes de Hielo;Valores absolutos;TOTAL;2012;7
Deportes de Hielo;Valores absolutos;TOTAL;2011;6
Deportes de Hielo;Valores absolutos;TOTAL;2010;3
Deportes de Hielo;Valores absolutos;TOTAL;2009;1
Deportes de Hielo;Valores absolutos;TOTAL;2008;0
Deportes de Hielo;Valores absolutos;TOTAL;2007;0
Deportes de Hielo;Valores absolutos;TOTAL;2006;0
Deportes de Hielo;Valores absolutos;TOTAL;2005;..
Deportes de Hielo;Valores absolutos;Hombres;2024;9
Deportes de Hielo;Valores absolutos;Hombres;2023;9
Deportes de Hielo;Valores absolutos;Hombres;2022;10
Deportes de Hielo;Valores absolutos;Hombres;2021;7
Deportes de Hielo;Valores absolutos;Hombres;2020;7
Deportes de Hielo;Valores absolutos;Hombres;2019;7
Deportes de Hielo;Valores absolutos;Hombres;2018;7
Deportes de Hielo;Valores absolutos;Hombres;2017;5
Deportes de Hielo;Valores absolutos;Hombres;2016;5
Deportes de Hielo;Valores absolutos;Hombres;2015;5
Deportes de Hielo;Valores absolutos;Hombres;2014;6
Deportes de Hielo;Valores absolutos;Hombres;2013;5
Deportes de Hielo;Valores absolutos;Hombres;2012;5
Deportes de Hielo;Valores absolutos;Hombres;2011;4
Deportes de Hielo;Valores absolutos;Hombres;2010;2
Deportes de Hielo;Valores absolutos;Hombres;2009;1
Deportes de Hielo;Valores absolutos;Hombres;2008;0
Deportes de Hielo;Valores absolutos;Hombres;2007;0
Deportes de Hielo;Valores absolutos;Hombres;2006;0
Deportes de Hielo;Valores absolutos;Hombres;2005;..
Deportes de Hielo;Valores absolutos;Mujeres;2024;6
Deportes de Hielo;Valores absolutos;Mujeres;2023;7
Deportes de Hielo;Valores absolutos;Mujeres;2022;4
Deportes de Hielo;Valores absolutos;Mujeres;2021;4
Deportes de Hielo;Valores absolutos;Mujeres;2020;4
Deportes de Hielo;Valores absolutos;Mujeres;2019;5
Deportes de Hielo;Valores absolutos;Mujeres;2018;6
Deportes de Hielo;Valores absolutos;Mujeres;2017;3
Deportes de Hielo;Valores absolutos;Mujeres;2016;3
Deportes de Hielo;Valores absolutos;Mujeres;2015;3
Deportes de Hielo;Valores absolutos;Mujeres;2014;3
Deportes de Hielo;Valores absolutos;Mujeres;2013;2
Deportes de Hielo;Valores absolutos;Mujeres;2012;2
Deportes de Hielo;Valores absolutos;Mujeres;2011;2
Deportes de Hielo;Valores absolutos;Mujeres;2010;1
Deportes de Hielo;Valores absolutos;Mujeres;2009;0
Deportes de Hielo;Valores absolutos;Mujeres;2008;0
Deportes de Hielo;Valores absolutos;Mujeres;2007;0
Deportes de Hielo;Valores absolutos;Mujeres;2006;0
Deportes de Hielo;Valores absolutos;Mujeres;2005;..
Deportes de Hielo;Porcentaje;TOTAL;2024;100,0
Deportes de Hielo;Porcentaje;TOTAL;2023;100,0
Deportes de Hielo;Porcentaje;TOTAL;2022;100,0
Deportes de Hielo;Porcentaje;TOTAL;2021;100,0
Deportes de Hielo;Porcentaje;TOTAL;2020;100,0
Deportes de Hielo;Porcentaje;TOTAL;2019;100,0
Deportes de Hielo;Porcentaje;TOTAL;2018;100,0
Deportes de Hielo;Porcentaje;TOTAL;2017;100,0
Deportes de Hielo;Porcentaje;TOTAL;2016;100,0
Deportes de Hielo;Porcentaje;TOTAL;2015;100,0
Deportes de Hielo;Porcentaje;TOTAL;2014;100,0
Deportes de Hielo;Porcentaje;TOTAL;2013;100,0
Deportes de Hielo;Porcentaje;TOTAL;2012;100,0
Deportes de Hielo;Porcentaje;TOTAL;2011;100,0
Deportes de Hielo;Porcentaje;TOTAL;2010;100,0
Deportes de Hielo;Porcentaje;TOTAL;2009;100,0
Deportes de Hielo;Porcentaje;TOTAL;2008;..
Deportes de Hielo;Porcentaje;TOTAL;2007;..
Deportes de Hielo;Porcentaje;TOTAL;2006;..
Deportes de Hielo;Porcentaje;TOTAL;2005;..
Deportes de Hielo;Porcentaje;Hombres;2024;60,0
Deportes de Hielo;Porcentaje;Hombres;2023;56,3
Deportes de Hielo;Porcentaje;Hombres;2022;71,4
Deportes de Hielo;Porcentaje;Hombres;2021;63,6
Deportes de Hielo;Porcentaje;Hombres;2020;63,6
Deportes de Hielo;Porcentaje;Hombres;2019;58,3
Deportes de Hielo;Porcentaje;Hombres;2018;53,8
Deportes de Hielo;Porcentaje;Hombres;2017;62,5
Deportes de Hielo;Porcentaje;Hombres;2016;62,5
Deportes de Hielo;Porcentaje;Hombres;2015;62,5
Deportes de Hielo;Porcentaje;Hombres;2014;66,7
Deportes de Hielo;Porcentaje;Hombres;2013;71,4
Deportes de Hielo;Porcentaje;Hombres;2012;71,4
Deportes de Hielo;Porcentaje;Hombres;2011;66,7
Deportes de Hielo;Porcentaje;Hombres;2010;66,7
Deportes de Hielo;Porcentaje;Hombres;2009;100,0
Deportes de Hielo;Porcentaje;Hombres;2008;..
Deportes de Hielo;Porcentaje;Hombres;2007;..
Deportes de Hielo;Porcentaje;Hombres;2006;..
Deportes de Hielo;Porcentaje;Hombres;2005;..
Deportes de Hielo;Porcentaje;Mujeres;2024;40,0
Deportes de Hielo;Porcentaje;Mujeres;2023;43,8
Deportes de Hielo;Porcentaje;Mujeres;2022;28,6
Deportes de Hielo;Porcentaje;Mujeres;2021;36,4
Deportes de Hielo;Porcentaje;Mujeres;2020;36,4
Deportes de Hielo;Porcentaje;Mujeres;2019;41,7
Deportes de Hielo;Porcentaje;Mujeres;2018;46,2
Deportes de Hielo;Porcentaje;Mujeres;2017;37,5
Deportes de Hielo;Porcentaje;Mujeres;2016;37,5
Deportes de Hielo;Porcentaje;Mujeres;2015;37,5
Deportes de Hielo;Porcentaje;Mujeres;2014;33,3
Deportes de Hielo;Porcentaje;Mujeres;2013;28,6
Deportes de Hielo;Porcentaje;Mujeres;2012;28,6
Deportes de Hielo;Porcentaje;Mujeres;2011;33,3
Deportes de Hielo;Porcentaje;Mujeres;2010;33,3
Deportes de Hielo;Porcentaje;Mujeres;2009;0,0
Deportes de Hielo;Porcentaje;Mujeres;2008;..
Deportes de Hielo;Porcentaje;Mujeres;2007;..
Deportes de Hielo;Porcentaje;Mujeres;2006;..
Deportes de Hielo;Porcentaje;Mujeres;2005;..
Deportes de Invierno;Valores absolutos;TOTAL;2024;33
Deportes de Invierno;Valores absolutos;TOTAL;2023;26
Deportes de Invierno;Valores absolutos;TOTAL;2022;24
Deportes de Invierno;Valores absolutos;TOTAL;2021;22
Deportes de Invierno;Valores absolutos;TOTAL;2020;21
Deportes de Invierno;Valores absolutos;TOTAL;2019;19
Deportes de Invierno;Valores absolutos;TOTAL;2018;17
Deportes de Invierno;Valores absolutos;TOTAL;2017;14
Deportes de Invierno;Valores absolutos;TOTAL;2016;18
Deportes de Invierno;Valores absolutos;TOTAL;2015;17
Deportes de Invierno;Valores absolutos;TOTAL;2014;14
Deportes de Invierno;Valores absolutos;TOTAL;2013;14
Deportes de Invierno;Valores absolutos;TOTAL;2012;10
Deportes de Invierno;Valores absolutos;TOTAL;2011;9
Deportes de Invierno;Valores absolutos;TOTAL;2010;4
Deportes de Invierno;Valores absolutos;TOTAL;2009;6
Deportes de Invierno;Valores absolutos;TOTAL;2008;5
Deportes de Invierno;Valores absolutos;TOTAL;2007;7
Deportes de Invierno;Valores absolutos;TOTAL;2006;2
Deportes de Invierno;Valores absolutos;TOTAL;2005;2
Deportes de Invierno;Valores absolutos;Hombres;2024;26
Deportes de Invierno;Valores absolutos;Hombres;2023;20
Deportes de Invierno;Valores absolutos;Hombres;2022;18
Deportes de Invierno;Valores absolutos;Hombres;2021;16
Deportes de Invierno;Valores absolutos;Hombres;2020;13
Deportes de Invierno;Valores absolutos;Hombres;2019;11
Deportes de Invierno;Valores absolutos;Hombres;2018;9
Deportes de Invierno;Valores absolutos;Hombres;2017;7
Deportes de Invierno;Valores absolutos;Hombres;2016;10
Deportes de Invierno;Valores absolutos;Hombres;2015;9
Deportes de Invierno;Valores absolutos;Hombres;2014;7
Deportes de Invierno;Valores absolutos;Hombres;2013;8
Deportes de Invierno;Valores absolutos;Hombres;2012;7
Deportes de Invierno;Valores absolutos;Hombres;2011;5
Deportes de Invierno;Valores absolutos;Hombres;2010;1
Deportes de Invierno;Valores absolutos;Hombres;2009;2
Deportes de Invierno;Valores absolutos;Hombres;2008;1
Deportes de Invierno;Valores absolutos;Hombres;2007;2
Deportes de Invierno;Valores absolutos;Hombres;2006;1
Deportes de Invierno;Valores absolutos;Hombres;2005;0
Deportes de Invierno;Valores absolutos;Mujeres;2024;7
Deportes de Invierno;Valores absolutos;Mujeres;2023;6
Deportes de Invierno;Valores absolutos;Mujeres;2022;6
Deportes de Invierno;Valores absolutos;Mujeres;2021;6
Deportes de Invierno;Valores absolutos;Mujeres;2020;8
Deportes de Invierno;Valores absolutos;Mujeres;2019;8
Deportes de Invierno;Valores absolutos;Mujeres;2018;8
Deportes de Invierno;Valores absolutos;Mujeres;2017;7
Deportes de Invierno;Valores absolutos;Mujeres;2016;8
Deportes de Invierno;Valores absolutos;Mujeres;2015;8
Deportes de Invierno;Valores absolutos;Mujeres;2014;7
Deportes de Invierno;Valores absolutos;Mujeres;2013;6
Deportes de Invierno;Valores absolutos;Mujeres;2012;3
Deportes de Invierno;Valores absolutos;Mujeres;2011;4
Deportes de Invierno;Valores absolutos;Mujeres;2010;3
Deportes de Invierno;Valores absolutos;Mujeres;2009;4
Deportes de Invierno;Valores absolutos;Mujeres;2008;4
Deportes de Invierno;Valores absolutos;Mujeres;2007;5
Deportes de Invierno;Valores absolutos;Mujeres;2006;1
Deportes de Invierno;Valores absolutos;Mujeres;2005;2
Deportes de Invierno;Porcentaje;TOTAL;2024;100,0
Deportes de Invierno;Porcentaje;TOTAL;2023;100,0
Deportes de Invierno;Porcentaje;TOTAL;2022;100,0
Deportes de Invierno;Porcentaje;TOTAL;2021;100,0
Deportes de Invierno;Porcentaje;TOTAL;2020;100,0
Deportes de Invierno;Porcentaje;TOTAL;2019;100,0
Deportes de Invierno;Porcentaje;TOTAL;2018;100,0
Deportes de Invierno;Porcentaje;TOTAL;2017;100,0
Deportes de Invierno;Porcentaje;TOTAL;2016;100,0
Deportes de Invierno;Porcentaje;TOTAL;2015;100,0
Deportes de Invierno;Porcentaje;TOTAL;2014;100,0
Deportes de Invierno;Porcentaje;TOTAL;2013;100,0
Deportes de Invierno;Porcentaje;TOTAL;2012;100,0
Deportes de Invierno;Porcentaje;TOTAL;2011;100,0
Deportes de Invierno;Porcentaje;TOTAL;2010;100,0
Deportes de Invierno;Porcentaje;TOTAL;2009;100,0
Deportes de Invierno;Porcentaje;TOTAL;2008;100,0
Deportes de Invierno;Porcentaje;TOTAL;2007;100,0
Deportes de Invierno;Porcentaje;TOTAL;2006;100,0
Deportes de Invierno;Porcentaje;TOTAL;2005;100,0
Deportes de Invierno;Porcentaje;Hombres;2024;78,8
Deportes de Invierno;Porcentaje;Hombres;2023;76,9
Deportes de Invierno;Porcentaje;Hombres;2022;75,0
Deportes de Invierno;Porcentaje;Hombres;2021;72,7
Deportes de Invierno;Porcentaje;Hombres;2020;61,9
Deportes de Invierno;Porcentaje;Hombres;2019;57,9
Deportes de Invierno;Porcentaje;Hombres;2018;52,9
Deportes de Invierno;Porcentaje;Hombres;2017;50,0
Deportes de Invierno;Porcentaje;Hombres;2016;55,6
Deportes de Invierno;Porcentaje;Hombres;2015;52,9
Deportes de Invierno;Porcentaje;Hombres;2014;50,0
Deportes de Invierno;Porcentaje;Hombres;2013;57,1
Deportes de Invierno;Porcentaje;Hombres;2012;70,0
Deportes de Invierno;Porcentaje;Hombres;2011;55,6
Deportes de Invierno;Porcentaje;Hombres;2010;25,0
Deportes de Invierno;Porcentaje;Hombres;2009;33,3
Deportes de Invierno;Porcentaje;Hombres;2008;20,0
Deportes de Invierno;Porcentaje;Hombres;2007;28,6
Deportes de Invierno;Porcentaje;Hombres;2006;50,0
Deportes de Invierno;Porcentaje;Hombres;2005;0,0
Deportes de Invierno;Porcentaje;Mujeres;2024;21,2
Deportes de Invierno;Porcentaje;Mujeres;2023;23,1
Deportes de Invierno;Porcentaje;Mujeres;2022;25,0
Deportes de Invierno;Porcentaje;Mujeres;2021;27,3
Deportes de Invierno;Porcentaje;Mujeres;2020;38,1
Deportes de Invierno;Porcentaje;Mujeres;2019;42,1
Deportes de Invierno;Porcentaje;Mujeres;2018;47,1
Deportes de Invierno;Porcentaje;Mujeres;2017;50,0
Deportes de Invierno;Porcentaje;Mujeres;2016;44,4
Deportes de Invierno;Porcentaje;Mujeres;2015;47,1
Deportes de Invierno;Porcentaje;Mujeres;2014;50,0
Deportes de Invierno;Porcentaje;Mujeres;2013;42,9
Deportes de Invierno;Porcentaje;Mujeres;2012;30,0
Deportes de Invierno;Porcentaje;Mujeres;2011;44,4
Deportes de Invierno;Porcentaje;Mujeres;2010;75,0
Deportes de Invierno;Porcentaje;Mujeres;2009;66,7
Deportes de Invierno;Porcentaje;Mujeres;2008;80,0
Deportes de Invierno;Porcentaje;Mujeres;2007;71,4
Deportes de Invierno;Porcentaje;Mujeres;2006;50,0
Deportes de Invierno;Porcentaje;Mujeres;2005;100,0
Esgrima;Valores absolutos;TOTAL;2024;55
Esgrima;Valores absolutos;TOTAL;2023;47
Esgrima;Valores absolutos;TOTAL;2022;49
Esgrima;Valores absolutos;TOTAL;2021;39
Esgrima;Valores absolutos;TOTAL;2020;34
Esgrima;Valores absolutos;TOTAL;2019;35
Esgrima;Valores absolutos;TOTAL;2018;34
Esgrima;Valores absolutos;TOTAL;2017;31
Esgrima;Valores absolutos;TOTAL;2016;32
Esgrima;Valores absolutos;TOTAL;2015;25
Esgrima;Valores absolutos;TOTAL;2014;29
Esgrima;Valores absolutos;TOTAL;2013;36
Esgrima;Valores absolutos;TOTAL;2012;35
Esgrima;Valores absolutos;TOTAL;2011;33
Esgrima;Valores absolutos;TOTAL;2010;26
Esgrima;Valores absolutos;TOTAL;2009;32
Esgrima;Valores absolutos;TOTAL;2008;29
Esgrima;Valores absolutos;TOTAL;2007;25
Esgrima;Valores absolutos;TOTAL;2006;12
Esgrima;Valores absolutos;TOTAL;2005;20
Esgrima;Valores absolutos;Hombres;2024;33
Esgrima;Valores absolutos;Hombres;2023;23
Esgrima;Valores absolutos;Hombres;2022;24
Esgrima;Valores absolutos;Hombres;2021;20
Esgrima;Valores absolutos;Hombres;2020;20
Esgrima;Valores absolutos;Hombres;2019;21
Esgrima;Valores absolutos;Hombres;2018;20
Esgrima;Valores absolutos;Hombres;2017;22
Esgrima;Valores absolutos;Hombres;2016;26
Esgrima;Valores absolutos;Hombres;2015;20
Esgrima;Valores absolutos;Hombres;2014;25
Esgrima;Valores absolutos;Hombres;2013;30
Esgrima;Valores absolutos;Hombres;2012;29
Esgrima;Valores absolutos;Hombres;2011;27
Esgrima;Valores absolutos;Hombres;2010;20
Esgrima;Valores absolutos;Hombres;2009;26
Esgrima;Valores absolutos;Hombres;2008;23
Esgrima;Valores absolutos;Hombres;2007;23
Esgrima;Valores absolutos;Hombres;2006;11
Esgrima;Valores absolutos;Hombres;2005;19
Esgrima;Valores absolutos;Mujeres;2024;22
Esgrima;Valores absolutos;Mujeres;2023;24
Esgrima;Valores absolutos;Mujeres;2022;25
Esgrima;Valores absolutos;Mujeres;2021;19
Esgrima;Valores absolutos;Mujeres;2020;14
Esgrima;Valores absolutos;Mujeres;2019;14
Esgrima;Valores absolutos;Mujeres;2018;14
Esgrima;Valores absolutos;Mujeres;2017;9
Esgrima;Valores absolutos;Mujeres;2016;6
Esgrima;Valores absolutos;Mujeres;2015;5
Esgrima;Valores absolutos;Mujeres;2014;4
Esgrima;Valores absolutos;Mujeres;2013;6
Esgrima;Valores absolutos;Mujeres;2012;6
Esgrima;Valores absolutos;Mujeres;2011;6
Esgrima;Valores absolutos;Mujeres;2010;6
Esgrima;Valores absolutos;Mujeres;2009;6
Esgrima;Valores absolutos;Mujeres;2008;6
Esgrima;Valores absolutos;Mujeres;2007;2
Esgrima;Valores absolutos;Mujeres;2006;1
Esgrima;Valores absolutos;Mujeres;2005;1
Esgrima;Porcentaje;TOTAL;2024;100,0
Esgrima;Porcentaje;TOTAL;2023;100,0
Esgrima;Porcentaje;TOTAL;2022;100,0
Esgrima;Porcentaje;TOTAL;2021;100,0
Esgrima;Porcentaje;TOTAL;2020;100,0
Esgrima;Porcentaje;TOTAL;2019;100,0
Esgrima;Porcentaje;TOTAL;2018;100,0
Esgrima;Porcentaje;TOTAL;2017;100,0
Esgrima;Porcentaje;TOTAL;2016;100,0
Esgrima;Porcentaje;TOTAL;2015;100,0
Esgrima;Porcentaje;TOTAL;2014;100,0
Esgrima;Porcentaje;TOTAL;2013;100,0
Esgrima;Porcentaje;TOTAL;2012;100,0
Esgrima;Porcentaje;TOTAL;2011;100,0
Esgrima;Porcentaje;TOTAL;2010;100,0
Esgrima;Porcentaje;TOTAL;2009;100,0
Esgrima;Porcentaje;TOTAL;2008;100,0
Esgrima;Porcentaje;TOTAL;2007;100,0
Esgrima;Porcentaje;TOTAL;2006;100,0
Esgrima;Porcentaje;TOTAL;2005;100,0
Esgrima;Porcentaje;Hombres;2024;60,0
Esgrima;Porcentaje;Hombres;2023;48,9
Esgrima;Porcentaje;Hombres;2022;49,0
Esgrima;Porcentaje;Hombres;2021;51,3
Esgrima;Porcentaje;Hombres;2020;58,8
Esgrima;Porcentaje;Hombres;2019;60,0
Esgrima;Porcentaje;Hombres;2018;58,8
Esgrima;Porcentaje;Hombres;2017;71,0
Esgrima;Porcentaje;Hombres;2016;81,3
Esgrima;Porcentaje;Hombres;2015;80,0
Esgrima;Porcentaje;Hombres;2014;86,2
Esgrima;Porcentaje;Hombres;2013;83,3
Esgrima;Porcentaje;Hombres;2012;82,9
Esgrima;Porcentaje;Hombres;2011;81,8
Esgrima;Porcentaje;Hombres;2010;76,9
Esgrima;Porcentaje;Hombres;2009;81,3
Esgrima;Porcentaje;Hombres;2008;79,3
Esgrima;Porcentaje;Hombres;2007;92,0
Esgrima;Porcentaje;Hombres;2006;91,7
Esgrima;Porcentaje;Hombres;2005;95,0
Esgrima;Porcentaje;Mujeres;2024;40,0
Esgrima;Porcentaje;Mujeres;2023;51,1
Esgrima;Porcentaje;Mujeres;2022;51,0
Esgrima;Porcentaje;Mujeres;2021;48,7
Esgrima;Porcentaje;Mujeres;2020;41,2
Esgrima;Porcentaje;Mujeres;2019;40,0
Esgrima;Porcentaje;Mujeres;2018;41,2
Esgrima;Porcentaje;Mujeres;2017;29,0
Esgrima;Porcentaje;Mujeres;2016;18,8
Esgrima;Porcentaje;Mujeres;2015;20,0
Esgrima;Porcentaje;Mujeres;2014;13,8
Esgrima;Porcentaje;Mujeres;2013;16,7
Esgrima;Porcentaje;Mujeres;2012;17,1
Esgrima;Porcentaje;Mujeres;2011;18,2
Esgrima;Porcentaje;Mujeres;2010;23,1
Esgrima;Porcentaje;Mujeres;2009;18,8
Esgrima;Porcentaje;Mujeres;2008;20,7
Esgrima;Porcentaje;Mujeres;2007;8,0
Esgrima;Porcentaje;Mujeres;2006;8,3
Esgrima;Porcentaje;Mujeres;2005;5,0
Espeleología;Valores absolutos;TOTAL;2024;0
Espeleología;Valores absolutos;TOTAL;2023;0
Espeleología;Valores absolutos;TOTAL;2022;..
Espeleología;Valores absolutos;TOTAL;2021;0
Espeleología;Valores absolutos;TOTAL;2020;0
Espeleología;Valores absolutos;TOTAL;2019;0
Espeleología;Valores absolutos;TOTAL;2018;0
Espeleología;Valores absolutos;TOTAL;2017;0
Espeleología;Valores absolutos;TOTAL;2016;3
Espeleología;Valores absolutos;TOTAL;2015;3
Espeleología;Valores absolutos;TOTAL;2014;3
Espeleología;Valores absolutos;TOTAL;2013;4
Espeleología;Valores absolutos;TOTAL;2012;4
Espeleología;Valores absolutos;TOTAL;2011;4
Espeleología;Valores absolutos;TOTAL;2010;1
Espeleología;Valores absolutos;TOTAL;2009;1
Espeleología;Valores absolutos;TOTAL;2008;1
Espeleología;Valores absolutos;TOTAL;2007;1
