Federación;Comunidad autónoma;periodo;Total
Actividades Subacuáticas;Comunitat Valenciana;2019;3.421
Actividades Subacuáticas;Comunitat Valenciana;2018;3.568
Actividades Subacuáticas;Comunitat Valenciana;2017;3.258
Actividades Subacuáticas;Comunitat Valenciana;2016;3.210
Actividades Subacuáticas;Comunitat Valenciana;2015;3.367
Actividades Subacuáticas;Comunitat Valenciana;2014;3.578
Actividades Subacuáticas;Comunitat Valenciana;2013;3.480
Actividades Subacuáticas;Comunitat Valenciana;2012;3.583
Actividades Subacuáticas;Comunitat Valenciana;2011;4.237
Actividades Subacuáticas;Comunitat Valenciana;2010;3.503
Actividades Subacuáticas;Comunitat Valenciana;2009;3.819
Actividades Subacuáticas;Comunitat Valenciana;2008;3.771
Actividades Subacuáticas;Comunitat Valenciana;2007;4.198
Actividades Subacuáticas;Comunitat Valenciana;2006;3.161
Actividades Subacuáticas;Comunitat Valenciana;2005;3.178
Actividades Subacuáticas;Extremadura;2024;192
Actividades Subacuáticas;Extremadura;2023;232
Actividades Subacuáticas;Extremadura;2022;163
Actividades Subacuáticas;Extremadura;2021;148
Actividades Subacuáticas;Extremadura;2020;141
Actividades Subacuáticas;Extremadura;2019;149
Actividades Subacuáticas;Extremadura;2018;133
Actividades Subacuáticas;Extremadura;2017;113
Actividades Subacuáticas;Extremadura;2016;130
Actividades Subacuáticas;Extremadura;2015;125
Actividades Subacuáticas;Extremadura;2014;88
Actividades Subacuáticas;Extremadura;2013;68
Actividades Subacuáticas;Extremadura;2012;111
Actividades Subacuáticas;Extremadura;2011;163
Actividades Subacuáticas;Extremadura;2010;122
Actividades Subacuáticas;Extremadura;2009;119
Actividades Subacuáticas;Extremadura;2008;108
Actividades Subacuáticas;Extremadura;2007;137
Actividades Subacuáticas;Extremadura;2006;116
Actividades Subacuáticas;Extremadura;2005;126
Actividades Subacuáticas;Galicia;2024;3.612
Actividades Subacuáticas;Galicia;2023;3.753
Actividades Subacuáticas;Galicia;2022;3.871
Actividades Subacuáticas;Galicia;2021;4.092
Actividades Subacuáticas;Galicia;2020;4.369
Actividades Subacuáticas;Galicia;2019;3.666
Actividades Subacuáticas;Galicia;2018;3.703
Actividades Subacuáticas;Galicia;2017;3.483
Actividades Subacuáticas;Galicia;2016;3.388
Actividades Subacuáticas;Galicia;2015;2.975
Actividades Subacuáticas;Galicia;2014;4.563
Actividades Subacuáticas;Galicia;2013;5.769
Actividades Subacuáticas;Galicia;2012;5.802
Actividades Subacuáticas;Galicia;2011;6.397
Actividades Subacuáticas;Galicia;2010;7.257
Actividades Subacuáticas;Galicia;2009;6.364
Actividades Subacuáticas;Galicia;2008;6.122
Actividades Subacuáticas;Galicia;2007;6.026
Actividades Subacuáticas;Galicia;2006;5.708
Actividades Subacuáticas;Galicia;2005;5.369
Actividades Subacuáticas;Madrid, Comunidad de;2024;1.536
Actividades Subacuáticas;Madrid, Comunidad de;2023;1.386
Actividades Subacuáticas;Madrid, Comunidad de;2022;1.557
Actividades Subacuáticas;Madrid, Comunidad de;2021;1.550
Actividades Subacuáticas;Madrid, Comunidad de;2020;1.032
Actividades Subacuáticas;Madrid, Comunidad de;2019;1.234
Actividades Subacuáticas;Madrid, Comunidad de;2018;1.185
Actividades Subacuáticas;Madrid, Comunidad de;2017;1.125
Actividades Subacuáticas;Madrid, Comunidad de;2016;1.086
Actividades Subacuáticas;Madrid, Comunidad de;2015;1.534
Actividades Subacuáticas;Madrid, Comunidad de;2014;1.144
Actividades Subacuáticas;Madrid, Comunidad de;2013;996
Actividades Subacuáticas;Madrid, Comunidad de;2012;977
Actividades Subacuáticas;Madrid, Comunidad de;2011;1.082
Actividades Subacuáticas;Madrid, Comunidad de;2010;1.105
Actividades Subacuáticas;Madrid, Comunidad de;2009;1.217
Actividades Subacuáticas;Madrid, Comunidad de;2008;1.397
Actividades Subacuáticas;Madrid, Comunidad de;2007;2.216
Actividades Subacuáticas;Madrid, Comunidad de;2006;2.298
Actividades Subacuáticas;Madrid, Comunidad de;2005;2.189
Actividades Subacuáticas;Murcia, Región de;2024;2.278
Actividades Subacuáticas;Murcia, Región de;2023;2.293
Actividades Subacuáticas;Murcia, Región de;2022;2.552
Actividades Subacuáticas;Murcia, Región de;2021;2.428
Actividades Subacuáticas;Murcia, Región de;2020;2.399
Actividades Subacuáticas;Murcia, Región de;2019;1.926
Actividades Subacuáticas;Murcia, Región de;2018;1.859
Actividades Subacuáticas;Murcia, Región de;2017;1.762
Actividades Subacuáticas;Murcia, Región de;2016;1.779
Actividades Subacuáticas;Murcia, Región de;2015;1.811
Actividades Subacuáticas;Murcia, Región de;2014;1.822
Actividades Subacuáticas;Murcia, Región de;2013;1.697
Actividades Subacuáticas;Murcia, Región de;2012;1.651
Actividades Subacuáticas;Murcia, Región de;2011;1.761
Actividades Subacuáticas;Murcia, Región de;2010;1.696
Actividades Subacuáticas;Murcia, Región de;2009;1.505
Actividades Subacuáticas;Murcia, Región de;2008;1.529
Actividades Subacuáticas;Murcia, Región de;2007;1.833
Actividades Subacuáticas;Murcia, Región de;2006;1.835
Actividades Subacuáticas;Murcia, Región de;2005;1.987
Actividades Subacuáticas;Navarra, Comunidad Foral de;2024;396
Actividades Subacuáticas;Navarra, Comunidad Foral de;2023;376
Actividades Subacuáticas;Navarra, Comunidad Foral de;2022;325
Actividades Subacuáticas;Navarra, Comunidad Foral de;2021;300
Actividades Subacuáticas;Navarra, Comunidad Foral de;2020;243
Actividades Subacuáticas;Navarra, Comunidad Foral de;2019;291
Actividades Subacuáticas;Navarra, Comunidad Foral de;2018;291
Actividades Subacuáticas;Navarra, Comunidad Foral de;2017;298
Actividades Subacuáticas;Navarra, Comunidad Foral de;2016;261
Actividades Subacuáticas;Navarra, Comunidad Foral de;2015;258
Actividades Subacuáticas;Navarra, Comunidad Foral de;2014;239
Actividades Subacuáticas;Navarra, Comunidad Foral de;2013;256
Actividades Subacuáticas;Navarra, Comunidad Foral de;2012;291
Actividades Subacuáticas;Navarra, Comunidad Foral de;2011;281
Actividades Subacuáticas;Navarra, Comunidad Foral de;2010;281
Actividades Subacuáticas;Navarra, Comunidad Foral de;2009;229
Actividades Subacuáticas;Navarra, Comunidad Foral de;2008;272
Actividades Subacuáticas;Navarra, Comunidad Foral de;2007;282
Actividades Subacuáticas;Navarra, Comunidad Foral de;2006;261
Actividades Subacuáticas;Navarra, Comunidad Foral de;2005;305
Actividades Subacuáticas;País Vasco;2024;2.464
Actividades Subacuáticas;País Vasco;2023;2.372
Actividades Subacuáticas;País Vasco;2022;2.332
Actividades Subacuáticas;País Vasco;2021;2.393
Actividades Subacuáticas;País Vasco;2020;2.288
Actividades Subacuáticas;País Vasco;2019;2.287
Actividades Subacuáticas;País Vasco;2018;2.174
Actividades Subacuáticas;País Vasco;2017;2.089
Actividades Subacuáticas;País Vasco;2016;2.132
Actividades Subacuáticas;País Vasco;2015;2.671
Actividades Subacuáticas;País Vasco;2014;2.210
Actividades Subacuáticas;País Vasco;2013;2.383
Actividades Subacuáticas;País Vasco;2012;2.504
Actividades Subacuáticas;País Vasco;2011;2.713
Actividades Subacuáticas;País Vasco;2010;2.755
Actividades Subacuáticas;País Vasco;2009;2.949
Actividades Subacuáticas;País Vasco;2008;2.878
Actividades Subacuáticas;País Vasco;2007;3.101
Actividades Subacuáticas;País Vasco;2006;3.082
Actividades Subacuáticas;País Vasco;2005;3.058
Actividades Subacuáticas;Rioja, La;2024;61
Actividades Subacuáticas;Rioja, La;2023;68
Actividades Subacuáticas;Rioja, La;2022;82
Actividades Subacuáticas;Rioja, La;2021;55
Actividades Subacuáticas;Rioja, La;2020;31
Actividades Subacuáticas;Rioja, La;2019;61
Actividades Subacuáticas;Rioja, La;2018;48
Actividades Subacuáticas;Rioja, La;2017;33
Actividades Subacuáticas;Rioja, La;2016;40
Actividades Subacuáticas;Rioja, La;2015;32
Actividades Subacuáticas;Rioja, La;2014;16
Actividades Subacuáticas;Rioja, La;2013;42
Actividades Subacuáticas;Rioja, La;2012;32
Actividades Subacuáticas;Rioja, La;2011;32
Actividades Subacuáticas;Rioja, La;2010;32
Actividades Subacuáticas;Rioja, La;2009;36
Actividades Subacuáticas;Rioja, La;2008;36
Actividades Subacuáticas;Rioja, La;2007;35
Actividades Subacuáticas;Rioja, La;2006;23
Actividades Subacuáticas;Rioja, La;2005;23
Actividades Subacuáticas;Ceuta;2024;74
Actividades Subacuáticas;Ceuta;2023;143
Actividades Subacuáticas;Ceuta;2022;101
Actividades Subacuáticas;Ceuta;2021;99
Actividades Subacuáticas;Ceuta;2020;135
Actividades Subacuáticas;Ceuta;2019;103
Actividades Subacuáticas;Ceuta;2018;97
Actividades Subacuáticas;Ceuta;2017;120
Actividades Subacuáticas;Ceuta;2016;152
Actividades Subacuáticas;Ceuta;2015;175
Actividades Subacuáticas;Ceuta;2014;181
Actividades Subacuáticas;Ceuta;2013;230
Actividades Subacuáticas;Ceuta;2012;180
Actividades Subacuáticas;Ceuta;2011;199
Actividades Subacuáticas;Ceuta;2010;221
Actividades Subacuáticas;Ceuta;2009;226
Actividades Subacuáticas;Ceuta;2008;249
Actividades Subacuáticas;Ceuta;2007;230
Actividades Subacuáticas;Ceuta;2006;238
Actividades Subacuáticas;Ceuta;2005;279
Actividades Subacuáticas;Melilla;2024;322
Actividades Subacuáticas;Melilla;2023;347
Actividades Subacuáticas;Melilla;2022;326
Actividades Subacuáticas;Melilla;2021;320
Actividades Subacuáticas;Melilla;2020;318
Actividades Subacuáticas;Melilla;2019;177
Actividades Subacuáticas;Melilla;2018;182
Actividades Subacuáticas;Melilla;2017;158
Actividades Subacuáticas;Melilla;2016;125
Actividades Subacuáticas;Melilla;2015;173
Actividades Subacuáticas;Melilla;2014;143
Actividades Subacuáticas;Melilla;2013;140
Actividades Subacuáticas;Melilla;2012;187
Actividades Subacuáticas;Melilla;2011;144
Actividades Subacuáticas;Melilla;2010;130
Actividades Subacuáticas;Melilla;2009;123
Actividades Subacuáticas;Melilla;2008;58
Actividades Subacuáticas;Melilla;2007;57
Actividades Subacuáticas;Melilla;2006;55
Actividades Subacuáticas;Melilla;2005;65
Actividades Subacuáticas;Sin territorializar;2024;11
Actividades Subacuáticas;Sin territorializar;2023;14
Actividades Subacuáticas;Sin territorializar;2022;11
Actividades Subacuáticas;Sin territorializar;2021;14
Actividades Subacuáticas;Sin territorializar;2020;0
Actividades Subacuáticas;Sin territorializar;2019;0
Actividades Subacuáticas;Sin territorializar;2018;0
Actividades Subacuáticas;Sin territorializar;2017;0
Actividades Subacuáticas;Sin territorializar;2016;0
Actividades Subacuáticas;Sin territorializar;2015;0
Actividades Subacuáticas;Sin territorializar;2014;0
Actividades Subacuáticas;Sin territorializar;2013;0
Actividades Subacuáticas;Sin territorializar;2012;0
Actividades Subacuáticas;Sin territorializar;2011;0
Actividades Subacuáticas;Sin territorializar;2010;0
Actividades Subacuáticas;Sin territorializar;2009;0
Actividades Subacuáticas;Sin territorializar;2008;0
Actividades Subacuáticas;Sin territorializar;2007;24
Actividades Subacuáticas;Sin territorializar;2006;24
Actividades Subacuáticas;Sin territorializar;2005;0
Aeronáutica;TOTAL;2024;12.087
Aeronáutica;TOTAL;2023;12.346
Aeronáutica;TOTAL;2022;12.326
Aeronáutica;TOTAL;2021;11.138
Aeronáutica;TOTAL;2020;11.051
Aeronáutica;TOTAL;2019;12.755
Aeronáutica;TOTAL;2018;9.557
Aeronáutica;TOTAL;2017;8.246
Aeronáutica;TOTAL;2016;8.079
Aeronáutica;TOTAL;2015;8.985
Aeronáutica;TOTAL;2014;10.046
Aeronáutica;TOTAL;2013;4.294
Aeronáutica;TOTAL;2012;6.701
Aeronáutica;TOTAL;2011;10.350
Aeronáutica;TOTAL;2010;13.004
Aeronáutica;TOTAL;2009;11.375
Aeronáutica;TOTAL;2008;10.602
Aeronáutica;TOTAL;2007;8.415
Aeronáutica;TOTAL;2006;8.017
Aeronáutica;TOTAL;2005;7.541
Aeronáutica;Andalucía;2024;756
Aeronáutica;Andalucía;2023;798
Aeronáutica;Andalucía;2022;1.046
Aeronáutica;Andalucía;2021;925
Aeronáutica;Andalucía;2020;815
Aeronáutica;Andalucía;2019;1.700
Aeronáutica;Andalucía;2018;602
Aeronáutica;Andalucía;2017;601
Aeronáutica;Andalucía;2016;438
Aeronáutica;Andalucía;2015;1.660
Aeronáutica;Andalucía;2014;1.455
Aeronáutica;Andalucía;2013;210
Aeronáutica;Andalucía;2012;217
Aeronáutica;Andalucía;2011;134
Aeronáutica;Andalucía;2010;235
Aeronáutica;Andalucía;2009;215
Aeronáutica;Andalucía;2008;174
Aeronáutica;Andalucía;2007;163
Aeronáutica;Andalucía;2006;104
Aeronáutica;Andalucía;2005;87
Aeronáutica;Aragón;2024;461
Aeronáutica;Aragón;2023;538
Aeronáutica;Aragón;2022;534
Aeronáutica;Aragón;2021;471
Aeronáutica;Aragón;2020;556
Aeronáutica;Aragón;2019;471
Aeronáutica;Aragón;2018;475
Aeronáutica;Aragón;2017;476
Aeronáutica;Aragón;2016;492
Aeronáutica;Aragón;2015;527
Aeronáutica;Aragón;2014;601
Aeronáutica;Aragón;2013;614
Aeronáutica;Aragón;2012;723
Aeronáutica;Aragón;2011;444
Aeronáutica;Aragón;2010;783
Aeronáutica;Aragón;2009;642
Aeronáutica;Aragón;2008;369
Aeronáutica;Aragón;2007;740
Aeronáutica;Aragón;2006;720
Aeronáutica;Aragón;2005;768
Aeronáutica;Asturias, Principado de;2024;152
Aeronáutica;Asturias, Principado de;2023;183
Aeronáutica;Asturias, Principado de;2022;211
Aeronáutica;Asturias, Principado de;2021;208
Aeronáutica;Asturias, Principado de;2020;151
Aeronáutica;Asturias, Principado de;2019;141
Aeronáutica;Asturias, Principado de;2018;146
Aeronáutica;Asturias, Principado de;2017;209
Aeronáutica;Asturias, Principado de;2016;223
Aeronáutica;Asturias, Principado de;2015;192
Aeronáutica;Asturias, Principado de;2014;190
Aeronáutica;Asturias, Principado de;2013;205
Aeronáutica;Asturias, Principado de;2012;224
Aeronáutica;Asturias, Principado de;2011;225
Aeronáutica;Asturias, Principado de;2010;210
Aeronáutica;Asturias, Principado de;2009;330
Aeronáutica;Asturias, Principado de;2008;241
Aeronáutica;Asturias, Principado de;2007;50
Aeronáutica;Asturias, Principado de;2006;39
Aeronáutica;Asturias, Principado de;2005;32
Aeronáutica;Balears, Illes;2024;93
Aeronáutica;Balears, Illes;2023;101
Aeronáutica;Balears, Illes;2022;88
Aeronáutica;Balears, Illes;2021;149
Aeronáutica;Balears, Illes;2020;0
Aeronáutica;Balears, Illes;2019;0
Aeronáutica;Balears, Illes;2018;0
Aeronáutica;Balears, Illes;2017;127
Aeronáutica;Balears, Illes;2016;146
Aeronáutica;Balears, Illes;2015;141
Aeronáutica;Balears, Illes;2014;0
Aeronáutica;Balears, Illes;2013;17
Aeronáutica;Balears, Illes;2012;24
Aeronáutica;Balears, Illes;2011;62
Aeronáutica;Balears, Illes;2010;41
Aeronáutica;Balears, Illes;2009;18
Aeronáutica;Balears, Illes;2008;17
Aeronáutica;Balears, Illes;2007;13
Aeronáutica;Balears, Illes;2006;20
Aeronáutica;Balears, Illes;2005;10
Aeronáutica;Canarias;2024;550
Aeronáutica;Canarias;2023;459
Aeronáutica;Canarias;2022;479
Aeronáutica;Canarias;2021;529
Aeronáutica;Canarias;2020;460
Aeronáutica;Canarias;2019;486
Aeronáutica;Canarias;2018;488
Aeronáutica;Canarias;2017;492
Aeronáutica;Canarias;2016;514
Aeronáutica;Canarias;2015;512
Aeronáutica;Canarias;2014;523
Aeronáutica;Canarias;2013;618
Aeronáutica;Canarias;2012;451
Aeronáutica;Canarias;2011;433
Aeronáutica;Canarias;2010;813
Aeronáutica;Canarias;2009;78
Aeronáutica;Canarias;2008;76
Aeronáutica;Canarias;2007;61
Aeronáutica;Canarias;2006;62
Aeronáutica;Canarias;2005;69
Aeronáutica;Cantabria;2024;75
Aeronáutica;Cantabria;2023;85
Aeronáutica;Cantabria;2022;45
Aeronáutica;Cantabria;2021;79
Aeronáutica;Cantabria;2020;78
Aeronáutica;Cantabria;2019;78
Aeronáutica;Cantabria;2018;94
Aeronáutica;Cantabria;2017;126
Aeronáutica;Cantabria;2016;109
Aeronáutica;Cantabria;2015;144
Aeronáutica;Cantabria;2014;161
Aeronáutica;Cantabria;2013;138
Aeronáutica;Cantabria;2012;168
Aeronáutica;Cantabria;2011;168
Aeronáutica;Cantabria;2010;176
Aeronáutica;Cantabria;2009;25
Aeronáutica;Cantabria;2008;23
Aeronáutica;Cantabria;2007;22
Aeronáutica;Cantabria;2006;25
Aeronáutica;Cantabria;2005;2
Aeronáutica;Castilla y León;2024;425
Aeronáutica;Castilla y León;2023;389
Aeronáutica;Castilla y León;2022;428
Aeronáutica;Castilla y León;2021;366
Aeronáutica;Castilla y León;2020;355
Aeronáutica;Castilla y León;2019;358
Aeronáutica;Castilla y León;2018;303
Aeronáutica;Castilla y León;2017;67
Aeronáutica;Castilla y León;2016;48
Aeronáutica;Castilla y León;2015;47
Aeronáutica;Castilla y León;2014;66
Aeronáutica;Castilla y León;2013;26
Aeronáutica;Castilla y León;2012;81
Aeronáutica;Castilla y León;2011;200
Aeronáutica;Castilla y León;2010;435
Aeronáutica;Castilla y León;2009;677
Aeronáutica;Castilla y León;2008;690
Aeronáutica;Castilla y León;2007;645
Aeronáutica;Castilla y León;2006;681
Aeronáutica;Castilla y León;2005;667
Aeronáutica;Castilla-La Mancha;2024;590
Aeronáutica;Castilla-La Mancha;2023;817
Aeronáutica;Castilla-La Mancha;2022;830
Aeronáutica;Castilla-La Mancha;2021;858
Aeronáutica;Castilla-La Mancha;2020;869
Aeronáutica;Castilla-La Mancha;2019;857
Aeronáutica;Castilla-La Mancha;2018;805
Aeronáutica;Castilla-La Mancha;2017;780
Aeronáutica;Castilla-La Mancha;2016;910
Aeronáutica;Castilla-La Mancha;2015;1.027
Aeronáutica;Castilla-La Mancha;2014;968
Aeronáutica;Castilla-La Mancha;2013;239
Aeronáutica;Castilla-La Mancha;2012;225
Aeronáutica;Castilla-La Mancha;2011;777
Aeronáutica;Castilla-La Mancha;2010;742
Aeronáutica;Castilla-La Mancha;2009;982
Aeronáutica;Castilla-La Mancha;2008;988
Aeronáutica;Castilla-La Mancha;2007;1.591
Aeronáutica;Castilla-La Mancha;2006;1.372
Aeronáutica;Castilla-La Mancha;2005;1.214
Aeronáutica;Cataluña;2024;2.874
Aeronáutica;Cataluña;2023;2.891
Aeronáutica;Cataluña;2022;2.638
Aeronáutica;Cataluña;2021;2.360
Aeronáutica;Cataluña;2020;2.022
Aeronáutica;Cataluña;2019;2.835
Aeronáutica;Cataluña;2018;1.371
Aeronáutica;Cataluña;2017;2.012
Aeronáutica;Cataluña;2016;1.786
Aeronáutica;Cataluña;2015;1.358
Aeronáutica;Cataluña;2014;2.883
Aeronáutica;Cataluña;2013;492
Aeronáutica;Cataluña;2012;2.890
Aeronáutica;Cataluña;2011;3.091
Aeronáutica;Cataluña;2010;3.034
Aeronáutica;Cataluña;2009;597
Aeronáutica;Cataluña;2008;600
Aeronáutica;Cataluña;2007;610
Aeronáutica;Cataluña;2006;537
Aeronáutica;Cataluña;2005;517
Aeronáutica;Comunitat Valenciana;2024;1.820
Aeronáutica;Comunitat Valenciana;2023;1.699
Aeronáutica;Comunitat Valenciana;2022;1.621
Aeronáutica;Comunitat Valenciana;2021;1.513
Aeronáutica;Comunitat Valenciana;2020;1.550
Aeronáutica;Comunitat Valenciana;2019;1.564
Aeronáutica;Comunitat Valenciana;2018;1.484
Aeronáutica;Comunitat Valenciana;2017;1.614
Aeronáutica;Comunitat Valenciana;2016;1.702
Aeronáutica;Comunitat Valenciana;2015;1.779
Aeronáutica;Comunitat Valenciana;2014;1.780
Aeronáutica;Comunitat Valenciana;2013;175
Aeronáutica;Comunitat Valenciana;2012;159
Aeronáutica;Comunitat Valenciana;2011;877
Aeronáutica;Comunitat Valenciana;2010;1.616
Aeronáutica;Comunitat Valenciana;2009;2.165
Aeronáutica;Comunitat Valenciana;2008;2.488
Aeronáutica;Comunitat Valenciana;2007;1.887
Aeronáutica;Comunitat Valenciana;2006;1.797
Aeronáutica;Comunitat Valenciana;2005;1.682
Aeronáutica;Extremadura;2024;247
Aeronáutica;Extremadura;2023;256
Aeronáutica;Extremadura;2022;258
Aeronáutica;Extremadura;2021;235
Aeronáutica;Extremadura;2020;275
Aeronáutica;Extremadura;2019;261
Aeronáutica;Extremadura;2018;263
Aeronáutica;Extremadura;2017;241
Aeronáutica;Extremadura;2016;292
Aeronáutica;Extremadura;2015;334
Aeronáutica;Extremadura;2014;323
Aeronáutica;Extremadura;2013;410
Aeronáutica;Extremadura;2012;432
Aeronáutica;Extremadura;2011;428
Aeronáutica;Extremadura;2010;333
Aeronáutica;Extremadura;2009;384
Aeronáutica;Extremadura;2008;143
Aeronáutica;Extremadura;2007;203
Aeronáutica;Extremadura;2006;139
Aeronáutica;Extremadura;2005;39
Aeronáutica;Galicia;2024;424
Aeronáutica;Galicia;2023;377
Aeronáutica;Galicia;2022;364
Aeronáutica;Galicia;2021;535
Aeronáutica;Galicia;2020;520
Aeronáutica;Galicia;2019;466
Aeronáutica;Galicia;2018;412
Aeronáutica;Galicia;2017;213
Aeronáutica;Galicia;2016;174
Aeronáutica;Galicia;2015;188
Aeronáutica;Galicia;2014;38
Aeronáutica;Galicia;2013;41
Aeronáutica;Galicia;2012;41
Aeronáutica;Galicia;2011;167
Aeronáutica;Galicia;2010;467
Aeronáutica;Galicia;2009;827
Aeronáutica;Galicia;2008;594
Aeronáutica;Galicia;2007;534
Aeronáutica;Galicia;2006;484
Aeronáutica;Galicia;2005;500
Aeronáutica;Madrid, Comunidad de;2024;2.407
Aeronáutica;Madrid, Comunidad de;2023;2.335
Aeronáutica;Madrid, Comunidad de;2022;2.348
Aeronáutica;Madrid, Comunidad de;2021;1.484
Aeronáutica;Madrid, Comunidad de;2020;2.044
Aeronáutica;Madrid, Comunidad de;2019;2.163
Aeronáutica;Madrid, Comunidad de;2018;1.878
Aeronáutica;Madrid, Comunidad de;2017;453
Aeronáutica;Madrid, Comunidad de;2016;258
Aeronáutica;Madrid, Comunidad de;2015;207
Aeronáutica;Madrid, Comunidad de;2014;171
Aeronáutica;Madrid, Comunidad de;2013;196
Aeronáutica;Madrid, Comunidad de;2012;239
Aeronáutica;Madrid, Comunidad de;2011;2.174
Aeronáutica;Madrid, Comunidad de;2010;2.742
Aeronáutica;Madrid, Comunidad de;2009;2.903
Aeronáutica;Madrid, Comunidad de;2008;3.030
Aeronáutica;Madrid, Comunidad de;2007;1.731
Aeronáutica;Madrid, Comunidad de;2006;1.743
Aeronáutica;Madrid, Comunidad de;2005;1.772
Aeronáutica;Murcia, Región de;2024;339
Aeronáutica;Murcia, Región de;2023;595
Aeronáutica;Murcia, Región de;2022;526
Aeronáutica;Murcia, Región de;2021;514
Aeronáutica;Murcia, Región de;2020;497
Aeronáutica;Murcia, Región de;2019;548
