Federación;Categoría;Sexo;periodo;Total
Esquí Náutico y Wakeboard;Categoría Absoluta;Mujeres;2021;0
Esquí Náutico y Wakeboard;Categoría Absoluta;Mujeres;2020;0
Esquí Náutico y Wakeboard;Categoría Absoluta;Mujeres;2019;0
Esquí Náutico y Wakeboard;Categoría Absoluta;Mujeres;2018;1
Esquí Náutico y Wakeboard;Categoría Absoluta;Mujeres;2017;1
Esquí Náutico y Wakeboard;Categoría Absoluta;Mujeres;2016;0
Esquí Náutico y Wakeboard;Categoría Absoluta;Mujeres;2015;0
Esquí Náutico y Wakeboard;Categoría Absoluta;Mujeres;2014;0
Esquí Náutico y Wakeboard;Categoría Absoluta;Mujeres;2013;1
Esquí Náutico y Wakeboard;Categoría Absoluta;Mujeres;2012;0
Esquí Náutico y Wakeboard;Categoría Absoluta;Mujeres;2011;1
Esquí Náutico y Wakeboard;Categoría Absoluta;Mujeres;2010;1
Esquí Náutico y Wakeboard;Categoría Absoluta;Mujeres;2009;1
Esquí Náutico y Wakeboard;Categoría Absoluta;Mujeres;2008;0
Esquí Náutico y Wakeboard;Categoría Absoluta;Mujeres;2007;0
Esquí Náutico y Wakeboard;Categoría Absoluta;Mujeres;2006;1
Esquí Náutico y Wakeboard;Categoría Absoluta;Mujeres;2005;2
Esquí Náutico y Wakeboard;Otras categorías;TOTAL;2024;0
Esquí Náutico y Wakeboard;Otras categorías;TOTAL;2023;0
Esquí Náutico y Wakeboard;Otras categorías;TOTAL;2022;0
Esquí Náutico y Wakeboard;Otras categorías;TOTAL;2021;0
Esquí Náutico y Wakeboard;Otras categorías;TOTAL;2020;2
Esquí Náutico y Wakeboard;Otras categorías;TOTAL;2019;0
Esquí Náutico y Wakeboard;Otras categorías;TOTAL;2018;0
Esquí Náutico y Wakeboard;Otras categorías;TOTAL;2017;0
Esquí Náutico y Wakeboard;Otras categorías;TOTAL;2016;0
Esquí Náutico y Wakeboard;Otras categorías;TOTAL;2015;0
Esquí Náutico y Wakeboard;Otras categorías;TOTAL;2014;0
Esquí Náutico y Wakeboard;Otras categorías;TOTAL;2013;0
Esquí Náutico y Wakeboard;Otras categorías;TOTAL;2012;0
Esquí Náutico y Wakeboard;Otras categorías;TOTAL;2011;0
Esquí Náutico y Wakeboard;Otras categorías;TOTAL;2010;0
Esquí Náutico y Wakeboard;Otras categorías;TOTAL;2009;0
Esquí Náutico y Wakeboard;Otras categorías;TOTAL;2008;1
Esquí Náutico y Wakeboard;Otras categorías;TOTAL;2007;1
Esquí Náutico y Wakeboard;Otras categorías;TOTAL;2006;0
Esquí Náutico y Wakeboard;Otras categorías;TOTAL;2005;0
Esquí Náutico y Wakeboard;Otras categorías;Hombres;2024;0
Esquí Náutico y Wakeboard;Otras categorías;Hombres;2023;0
Esquí Náutico y Wakeboard;Otras categorías;Hombres;2022;0
Esquí Náutico y Wakeboard;Otras categorías;Hombres;2021;0
Esquí Náutico y Wakeboard;Otras categorías;Hombres;2020;2
Esquí Náutico y Wakeboard;Otras categorías;Hombres;2019;0
Esquí Náutico y Wakeboard;Otras categorías;Hombres;2018;0
Esquí Náutico y Wakeboard;Otras categorías;Hombres;2017;0
Esquí Náutico y Wakeboard;Otras categorías;Hombres;2016;0
Esquí Náutico y Wakeboard;Otras categorías;Hombres;2015;0
Esquí Náutico y Wakeboard;Otras categorías;Hombres;2014;0
Esquí Náutico y Wakeboard;Otras categorías;Hombres;2013;0
Esquí Náutico y Wakeboard;Otras categorías;Hombres;2012;0
Esquí Náutico y Wakeboard;Otras categorías;Hombres;2011;0
Esquí Náutico y Wakeboard;Otras categorías;Hombres;2010;0
Esquí Náutico y Wakeboard;Otras categorías;Hombres;2009;0
Esquí Náutico y Wakeboard;Otras categorías;Hombres;2008;0
Esquí Náutico y Wakeboard;Otras categorías;Hombres;2007;0
Esquí Náutico y Wakeboard;Otras categorías;Hombres;2006;0
Esquí Náutico y Wakeboard;Otras categorías;Hombres;2005;0
Esquí Náutico y Wakeboard;Otras categorías;Mujeres;2024;0
Esquí Náutico y Wakeboard;Otras categorías;Mujeres;2023;0
Esquí Náutico y Wakeboard;Otras categorías;Mujeres;2022;0
Esquí Náutico y Wakeboard;Otras categorías;Mujeres;2021;0
Esquí Náutico y Wakeboard;Otras categorías;Mujeres;2020;0
Esquí Náutico y Wakeboard;Otras categorías;Mujeres;2019;0
Esquí Náutico y Wakeboard;Otras categorías;Mujeres;2018;0
Esquí Náutico y Wakeboard;Otras categorías;Mujeres;2017;0
Esquí Náutico y Wakeboard;Otras categorías;Mujeres;2016;0
Esquí Náutico y Wakeboard;Otras categorías;Mujeres;2015;0
Esquí Náutico y Wakeboard;Otras categorías;Mujeres;2014;0
Esquí Náutico y Wakeboard;Otras categorías;Mujeres;2013;0
Esquí Náutico y Wakeboard;Otras categorías;Mujeres;2012;0
Esquí Náutico y Wakeboard;Otras categorías;Mujeres;2011;0
Esquí Náutico y Wakeboard;Otras categorías;Mujeres;2010;0
Esquí Náutico y Wakeboard;Otras categorías;Mujeres;2009;0
Esquí Náutico y Wakeboard;Otras categorías;Mujeres;2008;1
Esquí Náutico y Wakeboard;Otras categorías;Mujeres;2007;1
Esquí Náutico y Wakeboard;Otras categorías;Mujeres;2006;0
Esquí Náutico y Wakeboard;Otras categorías;Mujeres;2005;0
Halterofilia;TOTAL;TOTAL;2024;68
Halterofilia;TOTAL;TOTAL;2023;36
Halterofilia;TOTAL;TOTAL;2022;120
Halterofilia;TOTAL;TOTAL;2021;25
Halterofilia;TOTAL;TOTAL;2020;90
Halterofilia;TOTAL;TOTAL;2019;167
Halterofilia;TOTAL;TOTAL;2018;43
Halterofilia;TOTAL;TOTAL;2017;22
Halterofilia;TOTAL;TOTAL;2016;12
Halterofilia;TOTAL;TOTAL;2015;53
Halterofilia;TOTAL;TOTAL;2014;45
Halterofilia;TOTAL;TOTAL;2013;33
Halterofilia;TOTAL;TOTAL;2012;42
Halterofilia;TOTAL;TOTAL;2011;38
Halterofilia;TOTAL;TOTAL;2010;56
Halterofilia;TOTAL;TOTAL;2009;59
Halterofilia;TOTAL;TOTAL;2008;27
Halterofilia;TOTAL;TOTAL;2007;35
Halterofilia;TOTAL;TOTAL;2006;38
Halterofilia;TOTAL;TOTAL;2005;56
Halterofilia;TOTAL;Hombres;2024;12
Halterofilia;TOTAL;Hombres;2023;9
Halterofilia;TOTAL;Hombres;2022;54
Halterofilia;TOTAL;Hombres;2021;16
Halterofilia;TOTAL;Hombres;2020;43
Halterofilia;TOTAL;Hombres;2019;109
Halterofilia;TOTAL;Hombres;2018;31
Halterofilia;TOTAL;Hombres;2017;5
Halterofilia;TOTAL;Hombres;2016;8
Halterofilia;TOTAL;Hombres;2015;27
Halterofilia;TOTAL;Hombres;2014;24
Halterofilia;TOTAL;Hombres;2013;14
Halterofilia;TOTAL;Hombres;2012;28
Halterofilia;TOTAL;Hombres;2011;18
Halterofilia;TOTAL;Hombres;2010;37
Halterofilia;TOTAL;Hombres;2009;37
Halterofilia;TOTAL;Hombres;2008;2
Halterofilia;TOTAL;Hombres;2007;5
Halterofilia;TOTAL;Hombres;2006;29
Halterofilia;TOTAL;Hombres;2005;40
Halterofilia;TOTAL;Mujeres;2024;56
Halterofilia;TOTAL;Mujeres;2023;27
Halterofilia;TOTAL;Mujeres;2022;66
Halterofilia;TOTAL;Mujeres;2021;9
Halterofilia;TOTAL;Mujeres;2020;47
Halterofilia;TOTAL;Mujeres;2019;58
Halterofilia;TOTAL;Mujeres;2018;12
Halterofilia;TOTAL;Mujeres;2017;17
Halterofilia;TOTAL;Mujeres;2016;4
Halterofilia;TOTAL;Mujeres;2015;26
Halterofilia;TOTAL;Mujeres;2014;21
Halterofilia;TOTAL;Mujeres;2013;19
Halterofilia;TOTAL;Mujeres;2012;14
Halterofilia;TOTAL;Mujeres;2011;20
Halterofilia;TOTAL;Mujeres;2010;19
Halterofilia;TOTAL;Mujeres;2009;22
Halterofilia;TOTAL;Mujeres;2008;25
Halterofilia;TOTAL;Mujeres;2007;30
Halterofilia;TOTAL;Mujeres;2006;9
Halterofilia;TOTAL;Mujeres;2005;16
Halterofilia;Categoría Absoluta;TOTAL;2024;29
Halterofilia;Categoría Absoluta;TOTAL;2023;9
Halterofilia;Categoría Absoluta;TOTAL;2022;28
Halterofilia;Categoría Absoluta;TOTAL;2021;18
Halterofilia;Categoría Absoluta;TOTAL;2020;10
Halterofilia;Categoría Absoluta;TOTAL;2019;66
Halterofilia;Categoría Absoluta;TOTAL;2018;39
Halterofilia;Categoría Absoluta;TOTAL;2017;7
Halterofilia;Categoría Absoluta;TOTAL;2016;12
Halterofilia;Categoría Absoluta;TOTAL;2015;10
Halterofilia;Categoría Absoluta;TOTAL;2014;23
Halterofilia;Categoría Absoluta;TOTAL;2013;8
Halterofilia;Categoría Absoluta;TOTAL;2012;15
Halterofilia;Categoría Absoluta;TOTAL;2011;14
Halterofilia;Categoría Absoluta;TOTAL;2010;21
Halterofilia;Categoría Absoluta;TOTAL;2009;12
Halterofilia;Categoría Absoluta;TOTAL;2008;11
Halterofilia;Categoría Absoluta;TOTAL;2007;24
Halterofilia;Categoría Absoluta;TOTAL;2006;10
Halterofilia;Categoría Absoluta;TOTAL;2005;34
Halterofilia;Categoría Absoluta;Hombres;2024;3
Halterofilia;Categoría Absoluta;Hombres;2023;7
Halterofilia;Categoría Absoluta;Hombres;2022;15
Halterofilia;Categoría Absoluta;Hombres;2021;9
Halterofilia;Categoría Absoluta;Hombres;2020;8
Halterofilia;Categoría Absoluta;Hombres;2019;48
Halterofilia;Categoría Absoluta;Hombres;2018;31
Halterofilia;Categoría Absoluta;Hombres;2017;5
Halterofilia;Categoría Absoluta;Hombres;2016;8
Halterofilia;Categoría Absoluta;Hombres;2015;4
Halterofilia;Categoría Absoluta;Hombres;2014;15
Halterofilia;Categoría Absoluta;Hombres;2013;1
Halterofilia;Categoría Absoluta;Hombres;2012;12
Halterofilia;Categoría Absoluta;Hombres;2011;7
Halterofilia;Categoría Absoluta;Hombres;2010;13
Halterofilia;Categoría Absoluta;Hombres;2009;7
Halterofilia;Categoría Absoluta;Hombres;2008;1
Halterofilia;Categoría Absoluta;Hombres;2007;5
Halterofilia;Categoría Absoluta;Hombres;2006;8
Halterofilia;Categoría Absoluta;Hombres;2005;23
Halterofilia;Categoría Absoluta;Mujeres;2024;26
Halterofilia;Categoría Absoluta;Mujeres;2023;2
Halterofilia;Categoría Absoluta;Mujeres;2022;13
Halterofilia;Categoría Absoluta;Mujeres;2021;9
Halterofilia;Categoría Absoluta;Mujeres;2020;2
Halterofilia;Categoría Absoluta;Mujeres;2019;18
Halterofilia;Categoría Absoluta;Mujeres;2018;8
Halterofilia;Categoría Absoluta;Mujeres;2017;2
Halterofilia;Categoría Absoluta;Mujeres;2016;4
Halterofilia;Categoría Absoluta;Mujeres;2015;6
Halterofilia;Categoría Absoluta;Mujeres;2014;8
Halterofilia;Categoría Absoluta;Mujeres;2013;7
Halterofilia;Categoría Absoluta;Mujeres;2012;3
Halterofilia;Categoría Absoluta;Mujeres;2011;7
Halterofilia;Categoría Absoluta;Mujeres;2010;8
Halterofilia;Categoría Absoluta;Mujeres;2009;5
Halterofilia;Categoría Absoluta;Mujeres;2008;10
Halterofilia;Categoría Absoluta;Mujeres;2007;19
Halterofilia;Categoría Absoluta;Mujeres;2006;2
Halterofilia;Categoría Absoluta;Mujeres;2005;11
Halterofilia;Otras categorías;TOTAL;2024;39
Halterofilia;Otras categorías;TOTAL;2023;27
Halterofilia;Otras categorías;TOTAL;2022;92
Halterofilia;Otras categorías;TOTAL;2021;7
Halterofilia;Otras categorías;TOTAL;2020;80
Halterofilia;Otras categorías;TOTAL;2019;101
Halterofilia;Otras categorías;TOTAL;2018;4
Halterofilia;Otras categorías;TOTAL;2017;15
Halterofilia;Otras categorías;TOTAL;2016;0
Halterofilia;Otras categorías;TOTAL;2015;43
Halterofilia;Otras categorías;TOTAL;2014;22
Halterofilia;Otras categorías;TOTAL;2013;25
Halterofilia;Otras categorías;TOTAL;2012;27
Halterofilia;Otras categorías;TOTAL;2011;24
Halterofilia;Otras categorías;TOTAL;2010;35
Halterofilia;Otras categorías;TOTAL;2009;47
Halterofilia;Otras categorías;TOTAL;2008;16
Halterofilia;Otras categorías;TOTAL;2007;11
Halterofilia;Otras categorías;TOTAL;2006;28
Halterofilia;Otras categorías;TOTAL;2005;22
Halterofilia;Otras categorías;Hombres;2024;9
Halterofilia;Otras categorías;Hombres;2023;2
Halterofilia;Otras categorías;Hombres;2022;39
Halterofilia;Otras categorías;Hombres;2021;7
Halterofilia;Otras categorías;Hombres;2020;35
Halterofilia;Otras categorías;Hombres;2019;61
Halterofilia;Otras categorías;Hombres;2018;0
Halterofilia;Otras categorías;Hombres;2017;0
Halterofilia;Otras categorías;Hombres;2016;0
Halterofilia;Otras categorías;Hombres;2015;23
Halterofilia;Otras categorías;Hombres;2014;9
Halterofilia;Otras categorías;Hombres;2013;13
Halterofilia;Otras categorías;Hombres;2012;16
Halterofilia;Otras categorías;Hombres;2011;11
Halterofilia;Otras categorías;Hombres;2010;24
Halterofilia;Otras categorías;Hombres;2009;30
Halterofilia;Otras categorías;Hombres;2008;1
Halterofilia;Otras categorías;Hombres;2007;0
Halterofilia;Otras categorías;Hombres;2006;21
Halterofilia;Otras categorías;Hombres;2005;17
Halterofilia;Otras categorías;Mujeres;2024;30
Halterofilia;Otras categorías;Mujeres;2023;25
Halterofilia;Otras categorías;Mujeres;2022;53
Halterofilia;Otras categorías;Mujeres;2021;0
Halterofilia;Otras categorías;Mujeres;2020;45
Halterofilia;Otras categorías;Mujeres;2019;40
Halterofilia;Otras categorías;Mujeres;2018;4
Halterofilia;Otras categorías;Mujeres;2017;15
Halterofilia;Otras categorías;Mujeres;2016;0
Halterofilia;Otras categorías;Mujeres;2015;20
Halterofilia;Otras categorías;Mujeres;2014;13
Halterofilia;Otras categorías;Mujeres;2013;12
Halterofilia;Otras categorías;Mujeres;2012;11
Halterofilia;Otras categorías;Mujeres;2011;13
Halterofilia;Otras categorías;Mujeres;2010;11
Halterofilia;Otras categorías;Mujeres;2009;17
Halterofilia;Otras categorías;Mujeres;2008;15
Halterofilia;Otras categorías;Mujeres;2007;11
Halterofilia;Otras categorías;Mujeres;2006;7
Halterofilia;Otras categorías;Mujeres;2005;5
Montaña y Escalada;TOTAL;TOTAL;2024;2
Montaña y Escalada;TOTAL;TOTAL;2023;0
Montaña y Escalada;TOTAL;TOTAL;2022;0
Montaña y Escalada;TOTAL;TOTAL;2021;0
Montaña y Escalada;TOTAL;TOTAL;2020;0
Montaña y Escalada;TOTAL;TOTAL;2019;0
Montaña y Escalada;TOTAL;TOTAL;2018;0
Montaña y Escalada;TOTAL;TOTAL;2017;0
Montaña y Escalada;TOTAL;TOTAL;2016;0
Montaña y Escalada;TOTAL;TOTAL;2015;0
Montaña y Escalada;TOTAL;TOTAL;2014;0
Montaña y Escalada;TOTAL;TOTAL;2013;0
Montaña y Escalada;TOTAL;TOTAL;2012;0
Montaña y Escalada;TOTAL;TOTAL;2011;0
Montaña y Escalada;TOTAL;TOTAL;2010;0
Montaña y Escalada;TOTAL;TOTAL;2009;0
Montaña y Escalada;TOTAL;TOTAL;2008;0
Montaña y Escalada;TOTAL;TOTAL;2007;0
Montaña y Escalada;TOTAL;TOTAL;2006;0
Montaña y Escalada;TOTAL;TOTAL;2005;0
Montaña y Escalada;TOTAL;Hombres;2024;1
Montaña y Escalada;TOTAL;Hombres;2023;0
Montaña y Escalada;TOTAL;Hombres;2022;0
Montaña y Escalada;TOTAL;Hombres;2021;0
Montaña y Escalada;TOTAL;Hombres;2020;0
Montaña y Escalada;TOTAL;Hombres;2019;0
Montaña y Escalada;TOTAL;Hombres;2018;0
Montaña y Escalada;TOTAL;Hombres;2017;0
Montaña y Escalada;TOTAL;Hombres;2016;0
Montaña y Escalada;TOTAL;Hombres;2015;0
Montaña y Escalada;TOTAL;Hombres;2014;0
Montaña y Escalada;TOTAL;Hombres;2013;0
Montaña y Escalada;TOTAL;Hombres;2012;0
Montaña y Escalada;TOTAL;Hombres;2011;0
Montaña y Escalada;TOTAL;Hombres;2010;0
Montaña y Escalada;TOTAL;Hombres;2009;0
Montaña y Escalada;TOTAL;Hombres;2008;0
Montaña y Escalada;TOTAL;Hombres;2007;0
Montaña y Escalada;TOTAL;Hombres;2006;0
Montaña y Escalada;TOTAL;Hombres;2005;0
Montaña y Escalada;TOTAL;Mujeres;2024;1
Montaña y Escalada;TOTAL;Mujeres;2023;0
Montaña y Escalada;TOTAL;Mujeres;2022;0
Montaña y Escalada;TOTAL;Mujeres;2021;0
Montaña y Escalada;TOTAL;Mujeres;2020;0
Montaña y Escalada;TOTAL;Mujeres;2019;0
Montaña y Escalada;TOTAL;Mujeres;2018;0
Montaña y Escalada;TOTAL;Mujeres;2017;0
Montaña y Escalada;TOTAL;Mujeres;2016;0
Montaña y Escalada;TOTAL;Mujeres;2015;0
Montaña y Escalada;TOTAL;Mujeres;2014;0
Montaña y Escalada;TOTAL;Mujeres;2013;0
Montaña y Escalada;TOTAL;Mujeres;2012;0
Montaña y Escalada;TOTAL;Mujeres;2011;0
Montaña y Escalada;TOTAL;Mujeres;2010;0
Montaña y Escalada;TOTAL;Mujeres;2009;0
Montaña y Escalada;TOTAL;Mujeres;2008;0
Montaña y Escalada;TOTAL;Mujeres;2007;0
Montaña y Escalada;TOTAL;Mujeres;2006;0
Montaña y Escalada;TOTAL;Mujeres;2005;0
Montaña y Escalada;Categoría Absoluta;TOTAL;2024;2
Montaña y Escalada;Categoría Absoluta;TOTAL;2023;0
Montaña y Escalada;Categoría Absoluta;TOTAL;2022;0
Montaña y Escalada;Categoría Absoluta;TOTAL;2021;0
Montaña y Escalada;Categoría Absoluta;TOTAL;2020;0
Montaña y Escalada;Categoría Absoluta;TOTAL;2019;0
Montaña y Escalada;Categoría Absoluta;TOTAL;2018;0
Montaña y Escalada;Categoría Absoluta;TOTAL;2017;0
Montaña y Escalada;Categoría Absoluta;TOTAL;2016;0
Montaña y Escalada;Categoría Absoluta;TOTAL;2015;0
Montaña y Escalada;Categoría Absoluta;TOTAL;2014;0
Montaña y Escalada;Categoría Absoluta;TOTAL;2013;0
Montaña y Escalada;Categoría Absoluta;TOTAL;2012;0
Montaña y Escalada;Categoría Absoluta;TOTAL;2011;0
Montaña y Escalada;Categoría Absoluta;TOTAL;2010;0
Montaña y Escalada;Categoría Absoluta;TOTAL;2009;0
Montaña y Escalada;Categoría Absoluta;TOTAL;2008;0
Montaña y Escalada;Categoría Absoluta;TOTAL;2007;0
Montaña y Escalada;Categoría Absoluta;TOTAL;2006;0
Montaña y Escalada;Categoría Absoluta;TOTAL;2005;0
Montaña y Escalada;Categoría Absoluta;Hombres;2024;1
Montaña y Escalada;Categoría Absoluta;Hombres;2023;0
Montaña y Escalada;Categoría Absoluta;Hombres;2022;0
Montaña y Escalada;Categoría Absoluta;Hombres;2021;0
Montaña y Escalada;Categoría Absoluta;Hombres;2020;0
Montaña y Escalada;Categoría Absoluta;Hombres;2019;0
Montaña y Escalada;Categoría Absoluta;Hombres;2018;0
Montaña y Escalada;Categoría Absoluta;Hombres;2017;0
Montaña y Escalada;Categoría Absoluta;Hombres;2016;0
Montaña y Escalada;Categoría Absoluta;Hombres;2015;0
Montaña y Escalada;Categoría Absoluta;Hombres;2014;0
Montaña y Escalada;Categoría Absoluta;Hombres;2013;0
Montaña y Escalada;Categoría Absoluta;Hombres;2012;0
Montaña y Escalada;Categoría Absoluta;Hombres;2011;0
Montaña y Escalada;Categoría Absoluta;Hombres;2010;0
Montaña y Escalada;Categoría Absoluta;Hombres;2009;0
Montaña y Escalada;Categoría Absoluta;Hombres;2008;0
Montaña y Escalada;Categoría Absoluta;Hombres;2007;0
Montaña y Escalada;Categoría Absoluta;Hombres;2006;0
Montaña y Escalada;Categoría Absoluta;Hombres;2005;0
Montaña y Escalada;Categoría Absoluta;Mujeres;2024;1
Montaña y Escalada;Categoría Absoluta;Mujeres;2023;0
Montaña y Escalada;Categoría Absoluta;Mujeres;2022;0
Montaña y Escalada;Categoría Absoluta;Mujeres;2021;0
Montaña y Escalada;Categoría Absoluta;Mujeres;2020;0
Montaña y Escalada;Categoría Absoluta;Mujeres;2019;0
Montaña y Escalada;Categoría Absoluta;Mujeres;2018;0
Montaña y Escalada;Categoría Absoluta;Mujeres;2017;0
Montaña y Escalada;Categoría Absoluta;Mujeres;2016;0
Montaña y Escalada;Categoría Absoluta;Mujeres;2015;0
Montaña y Escalada;Categoría Absoluta;Mujeres;2014;0
Montaña y Escalada;Categoría Absoluta;Mujeres;2013;0
Montaña y Escalada;Categoría Absoluta;Mujeres;2012;0
Montaña y Escalada;Categoría Absoluta;Mujeres;2011;0
Montaña y Escalada;Categoría Absoluta;Mujeres;2010;0
Montaña y Escalada;Categoría Absoluta;Mujeres;2009;0
Montaña y Escalada;Categoría Absoluta;Mujeres;2008;0
Montaña y Escalada;Categoría Absoluta;Mujeres;2007;0
Montaña y Escalada;Categoría Absoluta;Mujeres;2006;0
Montaña y Escalada;Categoría Absoluta;Mujeres;2005;0
Montaña y Escalada;Otras categorías;TOTAL;2024;0
Montaña y Escalada;Otras categorías;TOTAL;2023;0
Montaña y Escalada;Otras categorías;TOTAL;2022;0
Montaña y Escalada;Otras categorías;TOTAL;2021;0
Montaña y Escalada;Otras categorías;TOTAL;2020;0
Montaña y Escalada;Otras categorías;TOTAL;2019;0
Montaña y Escalada;Otras categorías;TOTAL;2018;0
Montaña y Escalada;Otras categorías;TOTAL;2017;0
Montaña y Escalada;Otras categorías;TOTAL;2016;0
Montaña y Escalada;Otras categorías;TOTAL;2015;0
Montaña y Escalada;Otras categorías;TOTAL;2014;0
Montaña y Escalada;Otras categorías;TOTAL;2013;0
Montaña y Escalada;Otras categorías;TOTAL;2012;0
Montaña y Escalada;Otras categorías;TOTAL;2011;0
Montaña y Escalada;Otras categorías;TOTAL;2010;0
Montaña y Escalada;Otras categorías;TOTAL;2009;0
Montaña y Escalada;Otras categorías;TOTAL;2008;0
Montaña y Escalada;Otras categorías;TOTAL;2007;0
Montaña y Escalada;Otras categorías;TOTAL;2006;0
Montaña y Escalada;Otras categorías;TOTAL;2005;0
Montaña y Escalada;Otras categorías;Hombres;2024;0
Montaña y Escalada;Otras categorías;Hombres;2023;0
Montaña y Escalada;Otras categorías;Hombres;2022;0
Montaña y Escalada;Otras categorías;Hombres;2021;0
Montaña y Escalada;Otras categorías;Hombres;2020;0
Montaña y Escalada;Otras categorías;Hombres;2019;0
Montaña y Escalada;Otras categorías;Hombres;2018;0
Montaña y Escalada;Otras categorías;Hombres;2017;0
Montaña y Escalada;Otras categorías;Hombres;2016;0
Montaña y Escalada;Otras categorías;Hombres;2015;0
Montaña y Escalada;Otras categorías;Hombres;2014;0
Montaña y Escalada;Otras categorías;Hombres;2013;0
Montaña y Escalada;Otras categorías;Hombres;2012;0
Montaña y Escalada;Otras categorías;Hombres;2011;0
Montaña y Escalada;Otras categorías;Hombres;2010;0
Montaña y Escalada;Otras categorías;Hombres;2009;0
Montaña y Escalada;Otras categorías;Hombres;2008;0
Montaña y Escalada;Otras categorías;Hombres;2007;0
Montaña y Escalada;Otras categorías;Hombres;2006;0
Montaña y Escalada;Otras categorías;Hombres;2005;0
Montaña y Escalada;Otras categorías;Mujeres;2024;0
Montaña y Escalada;Otras categorías;Mujeres;2023;0
Montaña y Escalada;Otras categorías;Mujeres;2022;0
Montaña y Escalada;Otras categorías;Mujeres;2021;0
Montaña y Escalada;Otras categorías;Mujeres;2020;0
Montaña y Escalada;Otras categorías;Mujeres;2019;0
Montaña y Escalada;Otras categorías;Mujeres;2018;0
Montaña y Escalada;Otras categorías;Mujeres;2017;0
Montaña y Escalada;Otras categorías;Mujeres;2016;0
Montaña y Escalada;Otras categorías;Mujeres;2015;0
Montaña y Escalada;Otras categorías;Mujeres;2014;0
Montaña y Escalada;Otras categorías;Mujeres;2013;0
Montaña y Escalada;Otras categorías;Mujeres;2012;0
Montaña y Escalada;Otras categorías;Mujeres;2011;0
Montaña y Escalada;Otras categorías;Mujeres;2010;0
Montaña y Escalada;Otras categorías;Mujeres;2009;0
Montaña y Escalada;Otras categorías;Mujeres;2008;0
Montaña y Escalada;Otras categorías;Mujeres;2007;0
Montaña y Escalada;Otras categorías;Mujeres;2006;0
Montaña y Escalada;Otras categorías;Mujeres;2005;0
Natación;TOTAL;TOTAL;2024;177
Natación;TOTAL;TOTAL;2023;95
Natación;TOTAL;TOTAL;2022;85
Natación;TOTAL;TOTAL;2021;68
Natación;TOTAL;TOTAL;2020;40
Natación;TOTAL;TOTAL;2019;81
Natación;TOTAL;TOTAL;2018;69
Natación;TOTAL;TOTAL;2017;84
Natación;TOTAL;TOTAL;2016;132
Natación;TOTAL;TOTAL;2015;156
Natación;TOTAL;TOTAL;2014;131
Natación;TOTAL;TOTAL;2013;111
Natación;TOTAL;TOTAL;2012;94
Natación;TOTAL;TOTAL;2011;164
Natación;TOTAL;TOTAL;2010;148
Natación;TOTAL;TOTAL;2009;422
Natación;TOTAL;TOTAL;2008;288
Natación;TOTAL;TOTAL;2007;172
Natación;TOTAL;TOTAL;2006;129
Natación;TOTAL;TOTAL;2005;129
Natación;TOTAL;Hombres;2024;111
Natación;TOTAL;Hombres;2023;40
Natación;TOTAL;Hombres;2022;45
Natación;TOTAL;Hombres;2021;22
Natación;TOTAL;Hombres;2020;15
Natación;TOTAL;Hombres;2019;29
Natación;TOTAL;Hombres;2018;17
Natación;TOTAL;Hombres;2017;32
Natación;TOTAL;Hombres;2016;84
Natación;TOTAL;Hombres;2015;78
Natación;TOTAL;Hombres;2014;70
Natación;TOTAL;Hombres;2013;53
Natación;TOTAL;Hombres;2012;57
Natación;TOTAL;Hombres;2011;70
Natación;TOTAL;Hombres;2010;76
Natación;TOTAL;Hombres;2009;202
Natación;TOTAL;Hombres;2008;104
Natación;TOTAL;Hombres;2007;83
Natación;TOTAL;Hombres;2006;79
Natación;TOTAL;Hombres;2005;76
Natación;TOTAL;Mujeres;2024;66
Natación;TOTAL;Mujeres;2023;55
Natación;TOTAL;Mujeres;2022;40
Natación;TOTAL;Mujeres;2021;46
Natación;TOTAL;Mujeres;2020;25
Natación;TOTAL;Mujeres;2019;52
Natación;TOTAL;Mujeres;2018;52
Natación;TOTAL;Mujeres;2017;52
Natación;TOTAL;Mujeres;2016;48
Natación;TOTAL;Mujeres;2015;78
Natación;TOTAL;Mujeres;2014;61
Natación;TOTAL;Mujeres;2013;58
Natación;TOTAL;Mujeres;2012;37
Natación;TOTAL;Mujeres;2011;94
Natación;TOTAL;Mujeres;2010;72
Natación;TOTAL;Mujeres;2009;220
Natación;TOTAL;Mujeres;2008;184
Natación;TOTAL;Mujeres;2007;89
Natación;TOTAL;Mujeres;2006;50
Natación;TOTAL;Mujeres;2005;53
Natación;Categoría Absoluta;TOTAL;2024;45
Natación;Categoría Absoluta;TOTAL;2023;17
Natación;Categoría Absoluta;TOTAL;2022;19
Natación;Categoría Absoluta;TOTAL;2021;18
Natación;Categoría Absoluta;TOTAL;2020;16
Natación;Categoría Absoluta;TOTAL;2019;22
Natación;Categoría Absoluta;TOTAL;2018;17
Natación;Categoría Absoluta;TOTAL;2017;18
Natación;Categoría Absoluta;TOTAL;2016;19
Natación;Categoría Absoluta;TOTAL;2015;20
Natación;Categoría Absoluta;TOTAL;2014;27
Natación;Categoría Absoluta;TOTAL;2013;42
Natación;Categoría Absoluta;TOTAL;2012;17
Natación;Categoría Absoluta;TOTAL;2011;19
Natación;Categoría Absoluta;TOTAL;2010;14
Natación;Categoría Absoluta;TOTAL;2009;165
Natación;Categoría Absoluta;TOTAL;2008;93
