Federación;Competiciones;periodo;Total
Aeronáutica;Competiciones internacionales: Campeonatos del mundo;2017;8
Aeronáutica;Competiciones internacionales: Campeonatos del mundo;2016;16
Aeronáutica;Competiciones internacionales: Campeonatos del mundo;2015;14
Aeronáutica;Competiciones internacionales: Campeonatos del mundo;2014;15
Aeronáutica;Competiciones internacionales: Campeonatos del mundo;2013;12
Aeronáutica;Competiciones internacionales: Campeonatos del mundo;2012;15
Aeronáutica;Competiciones internacionales: Campeonatos del mundo;2011;4
Aeronáutica;Competiciones internacionales: Campeonatos del mundo;2010;12
Aeronáutica;Competiciones internacionales: Campeonatos del mundo;2009;13
Aeronáutica;Competiciones internacionales: Campeonatos del mundo;2008;13
Aeronáutica;Competiciones internacionales: Campeonatos del mundo;2007;12
Aeronáutica;Competiciones internacionales: Campeonatos del mundo;2006;15
Aeronáutica;Competiciones internacionales: Campeonatos del mundo;2005;13
Aeronáutica;Competiciones internacionales: Campeonatos de Europa;2024;9
Aeronáutica;Competiciones internacionales: Campeonatos de Europa;2023;4
Aeronáutica;Competiciones internacionales: Campeonatos de Europa;2022;10
Aeronáutica;Competiciones internacionales: Campeonatos de Europa;2021;2
Aeronáutica;Competiciones internacionales: Campeonatos de Europa;2020;0
Aeronáutica;Competiciones internacionales: Campeonatos de Europa;2019;7
Aeronáutica;Competiciones internacionales: Campeonatos de Europa;2018;7
Aeronáutica;Competiciones internacionales: Campeonatos de Europa;2017;6
Aeronáutica;Competiciones internacionales: Campeonatos de Europa;2016;7
Aeronáutica;Competiciones internacionales: Campeonatos de Europa;2015;8
Aeronáutica;Competiciones internacionales: Campeonatos de Europa;2014;4
Aeronáutica;Competiciones internacionales: Campeonatos de Europa;2013;11
Aeronáutica;Competiciones internacionales: Campeonatos de Europa;2012;6
Aeronáutica;Competiciones internacionales: Campeonatos de Europa;2011;7
Aeronáutica;Competiciones internacionales: Campeonatos de Europa;2010;7
Aeronáutica;Competiciones internacionales: Campeonatos de Europa;2009;5
Aeronáutica;Competiciones internacionales: Campeonatos de Europa;2008;9
Aeronáutica;Competiciones internacionales: Campeonatos de Europa;2007;10
Aeronáutica;Competiciones internacionales: Campeonatos de Europa;2006;8
Aeronáutica;Competiciones internacionales: Campeonatos de Europa;2005;11
Aeronáutica;Competiciones internacionales: Otros;2024;33
Aeronáutica;Competiciones internacionales: Otros;2023;40
Aeronáutica;Competiciones internacionales: Otros;2022;41
Aeronáutica;Competiciones internacionales: Otros;2021;34
Aeronáutica;Competiciones internacionales: Otros;2020;11
Aeronáutica;Competiciones internacionales: Otros;2019;42
Aeronáutica;Competiciones internacionales: Otros;2018;26
Aeronáutica;Competiciones internacionales: Otros;2017;32
Aeronáutica;Competiciones internacionales: Otros;2016;26
Aeronáutica;Competiciones internacionales: Otros;2015;27
Aeronáutica;Competiciones internacionales: Otros;2014;30
Aeronáutica;Competiciones internacionales: Otros;2013;40
Aeronáutica;Competiciones internacionales: Otros;2012;28
Aeronáutica;Competiciones internacionales: Otros;2011;22
Aeronáutica;Competiciones internacionales: Otros;2010;21
Aeronáutica;Competiciones internacionales: Otros;2009;19
Aeronáutica;Competiciones internacionales: Otros;2008;12
Aeronáutica;Competiciones internacionales: Otros;2007;11
Aeronáutica;Competiciones internacionales: Otros;2006;4
Aeronáutica;Competiciones internacionales: Otros;2005;4
Ajedrez;TOTAL;2024;66
Ajedrez;TOTAL;2023;41
Ajedrez;TOTAL;2022;36
Ajedrez;TOTAL;2021;31
Ajedrez;TOTAL;2020;12
Ajedrez;TOTAL;2019;35
Ajedrez;TOTAL;2018;34
Ajedrez;TOTAL;2017;33
Ajedrez;TOTAL;2016;28
Ajedrez;TOTAL;2015;28
Ajedrez;TOTAL;2014;30
Ajedrez;TOTAL;2013;27
Ajedrez;TOTAL;2012;20
Ajedrez;TOTAL;2011;15
Ajedrez;TOTAL;2010;21
Ajedrez;TOTAL;2009;33
Ajedrez;TOTAL;2008;33
Ajedrez;TOTAL;2007;33
Ajedrez;TOTAL;2006;21
Ajedrez;TOTAL;2005;36
Ajedrez;Competiciones estatales: Total;2024;30
Ajedrez;Competiciones estatales: Total;2023;26
Ajedrez;Competiciones estatales: Total;2022;25
Ajedrez;Competiciones estatales: Total;2021;21
Ajedrez;Competiciones estatales: Total;2020;10
Ajedrez;Competiciones estatales: Total;2019;23
Ajedrez;Competiciones estatales: Total;2018;22
Ajedrez;Competiciones estatales: Total;2017;23
Ajedrez;Competiciones estatales: Total;2016;23
Ajedrez;Competiciones estatales: Total;2015;23
Ajedrez;Competiciones estatales: Total;2014;23
Ajedrez;Competiciones estatales: Total;2013;21
Ajedrez;Competiciones estatales: Total;2012;15
Ajedrez;Competiciones estatales: Total;2011;7
Ajedrez;Competiciones estatales: Total;2010;5
Ajedrez;Competiciones estatales: Total;2009;18
Ajedrez;Competiciones estatales: Total;2008;18
Ajedrez;Competiciones estatales: Total;2007;18
Ajedrez;Competiciones estatales: Total;2006;12
Ajedrez;Competiciones estatales: Total;2005;9
Ajedrez;Competiciones estatales: Ligas;2024;0
Ajedrez;Competiciones estatales: Ligas;2023;0
Ajedrez;Competiciones estatales: Ligas;2022;0
Ajedrez;Competiciones estatales: Ligas;2021;0
Ajedrez;Competiciones estatales: Ligas;2020;0
Ajedrez;Competiciones estatales: Ligas;2019;0
Ajedrez;Competiciones estatales: Ligas;2018;0
Ajedrez;Competiciones estatales: Ligas;2017;0
Ajedrez;Competiciones estatales: Ligas;2016;0
Ajedrez;Competiciones estatales: Ligas;2015;0
Ajedrez;Competiciones estatales: Ligas;2014;0
Ajedrez;Competiciones estatales: Ligas;2013;0
Ajedrez;Competiciones estatales: Ligas;2012;0
Ajedrez;Competiciones estatales: Ligas;2011;0
Ajedrez;Competiciones estatales: Ligas;2010;0
Ajedrez;Competiciones estatales: Ligas;2009;7
Ajedrez;Competiciones estatales: Ligas;2008;7
Ajedrez;Competiciones estatales: Ligas;2007;7
Ajedrez;Competiciones estatales: Ligas;2006;1
Ajedrez;Competiciones estatales: Ligas;2005;0
Ajedrez;Competiciones estatales: Campeonatos de España;2024;26
Ajedrez;Competiciones estatales: Campeonatos de España;2023;26
Ajedrez;Competiciones estatales: Campeonatos de España;2022;25
Ajedrez;Competiciones estatales: Campeonatos de España;2021;21
Ajedrez;Competiciones estatales: Campeonatos de España;2020;10
Ajedrez;Competiciones estatales: Campeonatos de España;2019;23
Ajedrez;Competiciones estatales: Campeonatos de España;2018;22
Ajedrez;Competiciones estatales: Campeonatos de España;2017;22
Ajedrez;Competiciones estatales: Campeonatos de España;2016;22
Ajedrez;Competiciones estatales: Campeonatos de España;2015;22
Ajedrez;Competiciones estatales: Campeonatos de España;2014;22
Ajedrez;Competiciones estatales: Campeonatos de España;2013;21
Ajedrez;Competiciones estatales: Campeonatos de España;2012;15
Ajedrez;Competiciones estatales: Campeonatos de España;2011;7
Ajedrez;Competiciones estatales: Campeonatos de España;2010;5
Ajedrez;Competiciones estatales: Campeonatos de España;2009;11
Ajedrez;Competiciones estatales: Campeonatos de España;2008;11
Ajedrez;Competiciones estatales: Campeonatos de España;2007;11
Ajedrez;Competiciones estatales: Campeonatos de España;2006;11
Ajedrez;Competiciones estatales: Campeonatos de España;2005;9
Ajedrez;Competiciones estatales: Otros;2024;4
Ajedrez;Competiciones estatales: Otros;2023;0
Ajedrez;Competiciones estatales: Otros;2022;0
Ajedrez;Competiciones estatales: Otros;2021;0
Ajedrez;Competiciones estatales: Otros;2020;0
Ajedrez;Competiciones estatales: Otros;2019;0
Ajedrez;Competiciones estatales: Otros;2018;0
Ajedrez;Competiciones estatales: Otros;2017;1
Ajedrez;Competiciones estatales: Otros;2016;1
Ajedrez;Competiciones estatales: Otros;2015;1
Ajedrez;Competiciones estatales: Otros;2014;1
Ajedrez;Competiciones estatales: Otros;2013;0
Ajedrez;Competiciones estatales: Otros;2012;0
Ajedrez;Competiciones estatales: Otros;2011;0
Ajedrez;Competiciones estatales: Otros;2010;0
Ajedrez;Competiciones estatales: Otros;2009;0
Ajedrez;Competiciones estatales: Otros;2008;0
Ajedrez;Competiciones estatales: Otros;2007;0
Ajedrez;Competiciones estatales: Otros;2006;0
Ajedrez;Competiciones estatales: Otros;2005;0
Ajedrez;Competiciones internacionales: Total;2024;36
Ajedrez;Competiciones internacionales: Total;2023;15
Ajedrez;Competiciones internacionales: Total;2022;11
Ajedrez;Competiciones internacionales: Total;2021;10
Ajedrez;Competiciones internacionales: Total;2020;2
Ajedrez;Competiciones internacionales: Total;2019;12
Ajedrez;Competiciones internacionales: Total;2018;12
Ajedrez;Competiciones internacionales: Total;2017;10
Ajedrez;Competiciones internacionales: Total;2016;5
Ajedrez;Competiciones internacionales: Total;2015;5
Ajedrez;Competiciones internacionales: Total;2014;7
Ajedrez;Competiciones internacionales: Total;2013;6
Ajedrez;Competiciones internacionales: Total;2012;5
Ajedrez;Competiciones internacionales: Total;2011;8
Ajedrez;Competiciones internacionales: Total;2010;16
Ajedrez;Competiciones internacionales: Total;2009;15
Ajedrez;Competiciones internacionales: Total;2008;15
Ajedrez;Competiciones internacionales: Total;2007;15
Ajedrez;Competiciones internacionales: Total;2006;9
Ajedrez;Competiciones internacionales: Total;2005;27
Ajedrez;Competiciones internacionales: Campeonatos del mundo;2024;16
Ajedrez;Competiciones internacionales: Campeonatos del mundo;2023;5
Ajedrez;Competiciones internacionales: Campeonatos del mundo;2022;6
Ajedrez;Competiciones internacionales: Campeonatos del mundo;2021;3
Ajedrez;Competiciones internacionales: Campeonatos del mundo;2020;1
Ajedrez;Competiciones internacionales: Campeonatos del mundo;2019;6
Ajedrez;Competiciones internacionales: Campeonatos del mundo;2018;5
Ajedrez;Competiciones internacionales: Campeonatos del mundo;2017;1
Ajedrez;Competiciones internacionales: Campeonatos del mundo;2016;2
Ajedrez;Competiciones internacionales: Campeonatos del mundo;2015;1
Ajedrez;Competiciones internacionales: Campeonatos del mundo;2014;4
Ajedrez;Competiciones internacionales: Campeonatos del mundo;2013;1
Ajedrez;Competiciones internacionales: Campeonatos del mundo;2012;2
Ajedrez;Competiciones internacionales: Campeonatos del mundo;2011;2
Ajedrez;Competiciones internacionales: Campeonatos del mundo;2010;9
Ajedrez;Competiciones internacionales: Campeonatos del mundo;2009;4
Ajedrez;Competiciones internacionales: Campeonatos del mundo;2008;4
Ajedrez;Competiciones internacionales: Campeonatos del mundo;2007;4
Ajedrez;Competiciones internacionales: Campeonatos del mundo;2006;2
Ajedrez;Competiciones internacionales: Campeonatos del mundo;2005;13
Ajedrez;Competiciones internacionales: Campeonatos de Europa;2024;14
Ajedrez;Competiciones internacionales: Campeonatos de Europa;2023;6
Ajedrez;Competiciones internacionales: Campeonatos de Europa;2022;3
Ajedrez;Competiciones internacionales: Campeonatos de Europa;2021;3
Ajedrez;Competiciones internacionales: Campeonatos de Europa;2020;0
Ajedrez;Competiciones internacionales: Campeonatos de Europa;2019;4
Ajedrez;Competiciones internacionales: Campeonatos de Europa;2018;7
Ajedrez;Competiciones internacionales: Campeonatos de Europa;2017;5
Ajedrez;Competiciones internacionales: Campeonatos de Europa;2016;3
Ajedrez;Competiciones internacionales: Campeonatos de Europa;2015;3
Ajedrez;Competiciones internacionales: Campeonatos de Europa;2014;2
Ajedrez;Competiciones internacionales: Campeonatos de Europa;2013;4
Ajedrez;Competiciones internacionales: Campeonatos de Europa;2012;1
Ajedrez;Competiciones internacionales: Campeonatos de Europa;2011;2
Ajedrez;Competiciones internacionales: Campeonatos de Europa;2010;4
Ajedrez;Competiciones internacionales: Campeonatos de Europa;2009;8
Ajedrez;Competiciones internacionales: Campeonatos de Europa;2008;8
Ajedrez;Competiciones internacionales: Campeonatos de Europa;2007;8
Ajedrez;Competiciones internacionales: Campeonatos de Europa;2006;6
Ajedrez;Competiciones internacionales: Campeonatos de Europa;2005;13
Ajedrez;Competiciones internacionales: Otros;2024;6
Ajedrez;Competiciones internacionales: Otros;2023;4
Ajedrez;Competiciones internacionales: Otros;2022;2
Ajedrez;Competiciones internacionales: Otros;2021;4
Ajedrez;Competiciones internacionales: Otros;2020;1
Ajedrez;Competiciones internacionales: Otros;2019;2
Ajedrez;Competiciones internacionales: Otros;2018;0
Ajedrez;Competiciones internacionales: Otros;2017;4
Ajedrez;Competiciones internacionales: Otros;2016;0
Ajedrez;Competiciones internacionales: Otros;2015;1
Ajedrez;Competiciones internacionales: Otros;2014;1
Ajedrez;Competiciones internacionales: Otros;2013;1
Ajedrez;Competiciones internacionales: Otros;2012;2
Ajedrez;Competiciones internacionales: Otros;2011;4
Ajedrez;Competiciones internacionales: Otros;2010;3
Ajedrez;Competiciones internacionales: Otros;2009;3
Ajedrez;Competiciones internacionales: Otros;2008;3
Ajedrez;Competiciones internacionales: Otros;2007;3
Ajedrez;Competiciones internacionales: Otros;2006;1
Ajedrez;Competiciones internacionales: Otros;2005;1
Atletismo;TOTAL;2024;175
Atletismo;TOTAL;2023;186
Atletismo;TOTAL;2022;166
Atletismo;TOTAL;2021;150
Atletismo;TOTAL;2020;42
Atletismo;TOTAL;2019;91
Atletismo;TOTAL;2018;94
Atletismo;TOTAL;2017;86
Atletismo;TOTAL;2016;77
Atletismo;TOTAL;2015;73
Atletismo;TOTAL;2014;73
Atletismo;TOTAL;2013;71
Atletismo;TOTAL;2012;68
Atletismo;TOTAL;2011;67
Atletismo;TOTAL;2010;68
Atletismo;TOTAL;2009;70
Atletismo;TOTAL;2008;74
Atletismo;TOTAL;2007;72
Atletismo;TOTAL;2006;78
Atletismo;TOTAL;2005;76
Atletismo;Competiciones estatales: Total;2024;158
Atletismo;Competiciones estatales: Total;2023;165
Atletismo;Competiciones estatales: Total;2022;139
Atletismo;Competiciones estatales: Total;2021;136
Atletismo;Competiciones estatales: Total;2020;37
Atletismo;Competiciones estatales: Total;2019;58
Atletismo;Competiciones estatales: Total;2018;57
Atletismo;Competiciones estatales: Total;2017;56
Atletismo;Competiciones estatales: Total;2016;51
Atletismo;Competiciones estatales: Total;2015;51
Atletismo;Competiciones estatales: Total;2014;49
Atletismo;Competiciones estatales: Total;2013;49
Atletismo;Competiciones estatales: Total;2012;49
Atletismo;Competiciones estatales: Total;2011;47
Atletismo;Competiciones estatales: Total;2010;47
Atletismo;Competiciones estatales: Total;2009;43
Atletismo;Competiciones estatales: Total;2008;43
Atletismo;Competiciones estatales: Total;2007;42
Atletismo;Competiciones estatales: Total;2006;50
Atletismo;Competiciones estatales: Total;2005;46
Atletismo;Competiciones estatales: Ligas;2024;0
Atletismo;Competiciones estatales: Ligas;2023;0
Atletismo;Competiciones estatales: Ligas;2022;0
Atletismo;Competiciones estatales: Ligas;2021;0
Atletismo;Competiciones estatales: Ligas;2020;0
Atletismo;Competiciones estatales: Ligas;2019;4
Atletismo;Competiciones estatales: Ligas;2018;4
Atletismo;Competiciones estatales: Ligas;2017;4
Atletismo;Competiciones estatales: Ligas;2016;4
Atletismo;Competiciones estatales: Ligas;2015;4
Atletismo;Competiciones estatales: Ligas;2014;4
Atletismo;Competiciones estatales: Ligas;2013;4
Atletismo;Competiciones estatales: Ligas;2012;4
Atletismo;Competiciones estatales: Ligas;2011;4
Atletismo;Competiciones estatales: Ligas;2010;4
Atletismo;Competiciones estatales: Ligas;2009;4
Atletismo;Competiciones estatales: Ligas;2008;4
Atletismo;Competiciones estatales: Ligas;2007;4
Atletismo;Competiciones estatales: Ligas;2006;5
Atletismo;Competiciones estatales: Ligas;2005;5
Atletismo;Competiciones estatales: Campeonatos de España;2024;99
Atletismo;Competiciones estatales: Campeonatos de España;2023;104
Atletismo;Competiciones estatales: Campeonatos de España;2022;91
Atletismo;Competiciones estatales: Campeonatos de España;2021;93
Atletismo;Competiciones estatales: Campeonatos de España;2020;12
Atletismo;Competiciones estatales: Campeonatos de España;2019;20
Atletismo;Competiciones estatales: Campeonatos de España;2018;20
Atletismo;Competiciones estatales: Campeonatos de España;2017;19
Atletismo;Competiciones estatales: Campeonatos de España;2016;18
Atletismo;Competiciones estatales: Campeonatos de España;2015;18
Atletismo;Competiciones estatales: Campeonatos de España;2014;17
Atletismo;Competiciones estatales: Campeonatos de España;2013;16
Atletismo;Competiciones estatales: Campeonatos de España;2012;16
Atletismo;Competiciones estatales: Campeonatos de España;2011;14
