Federación;Comunidad autónoma;periodo;Total
Kárate;Ceuta;2024;1
Kárate;Ceuta;2023;1
Kárate;Ceuta;2022;1
Kárate;Ceuta;2021;1
Kárate;Ceuta;2020;1
Kárate;Ceuta;2019;1
Kárate;Ceuta;2018;1
Kárate;Ceuta;2017;1
Kárate;Ceuta;2016;1
Kárate;Ceuta;2015;1
Kárate;Ceuta;2014;1
Kárate;Ceuta;2013;1
Kárate;Ceuta;2012;1
Kárate;Ceuta;2011;1
Kárate;Ceuta;2010;1
Kárate;Ceuta;2009;1
Kárate;Ceuta;2008;1
Kárate;Ceuta;2007;0
Kárate;Melilla;2024;5
Kárate;Melilla;2023;5
Kárate;Melilla;2022;1
Kárate;Melilla;2021;5
Kárate;Melilla;2020;5
Kárate;Melilla;2019;5
Kárate;Melilla;2018;5
Kárate;Melilla;2017;0
Kárate;Melilla;2016;1
Kárate;Melilla;2015;1
Kárate;Melilla;2014;1
Kárate;Melilla;2013;1
Kárate;Melilla;2012;1
Kárate;Melilla;2011;7
Kárate;Melilla;2010;1
Kárate;Melilla;2009;1
Kárate;Melilla;2008;1
Kárate;Melilla;2007;0
Kárate;Sin territorializar;2024;0
Kárate;Sin territorializar;2023;0
Kárate;Sin territorializar;2022;0
Kárate;Sin territorializar;2021;0
Kárate;Sin territorializar;2020;0
Kárate;Sin territorializar;2019;0
Kárate;Sin territorializar;2018;0
Kárate;Sin territorializar;2017;0
Kárate;Sin territorializar;2016;0
Kárate;Sin territorializar;2015;0
Kárate;Sin territorializar;2014;0
Kárate;Sin territorializar;2013;0
Kárate;Sin territorializar;2012;0
Kárate;Sin territorializar;2011;0
Kárate;Sin territorializar;2010;0
Kárate;Sin territorializar;2009;0
Kárate;Sin territorializar;2008;0
Kárate;Sin territorializar;2007;0
Kickboxing y Muaythai;TOTAL;2024;591
Kickboxing y Muaythai;TOTAL;2023;586
Kickboxing y Muaythai;TOTAL;2022;562
Kickboxing y Muaythai;TOTAL;2021;494
Kickboxing y Muaythai;TOTAL;2020;469
Kickboxing y Muaythai;TOTAL;2019;491
Kickboxing y Muaythai;TOTAL;2018;498
Kickboxing y Muaythai;TOTAL;2017;447
Kickboxing y Muaythai;TOTAL;2016;353
Kickboxing y Muaythai;TOTAL;2015;97
Kickboxing y Muaythai;TOTAL;2014;114
Kickboxing y Muaythai;TOTAL;2013;106
Kickboxing y Muaythai;TOTAL;2012;167
Kickboxing y Muaythai;TOTAL;2011;155
Kickboxing y Muaythai;TOTAL;2010;151
Kickboxing y Muaythai;TOTAL;2009;177
Kickboxing y Muaythai;TOTAL;2008;167
Kickboxing y Muaythai;TOTAL;2007;170
Kickboxing y Muaythai;Andalucía;2024;136
Kickboxing y Muaythai;Andalucía;2023;128
Kickboxing y Muaythai;Andalucía;2022;122
Kickboxing y Muaythai;Andalucía;2021;103
Kickboxing y Muaythai;Andalucía;2020;72
Kickboxing y Muaythai;Andalucía;2019;79
Kickboxing y Muaythai;Andalucía;2018;86
Kickboxing y Muaythai;Andalucía;2017;79
Kickboxing y Muaythai;Andalucía;2016;82
Kickboxing y Muaythai;Andalucía;2015;2
Kickboxing y Muaythai;Andalucía;2014;5
Kickboxing y Muaythai;Andalucía;2013;8
Kickboxing y Muaythai;Andalucía;2012;32
Kickboxing y Muaythai;Andalucía;2011;41
Kickboxing y Muaythai;Andalucía;2010;47
Kickboxing y Muaythai;Andalucía;2009;47
Kickboxing y Muaythai;Andalucía;2008;36
Kickboxing y Muaythai;Andalucía;2007;58
Kickboxing y Muaythai;Aragón;2024;24
Kickboxing y Muaythai;Aragón;2023;20
Kickboxing y Muaythai;Aragón;2022;21
Kickboxing y Muaythai;Aragón;2021;19
Kickboxing y Muaythai;Aragón;2020;20
Kickboxing y Muaythai;Aragón;2019;19
Kickboxing y Muaythai;Aragón;2018;21
Kickboxing y Muaythai;Aragón;2017;17
Kickboxing y Muaythai;Aragón;2016;18
Kickboxing y Muaythai;Aragón;2015;15
Kickboxing y Muaythai;Aragón;2014;18
Kickboxing y Muaythai;Aragón;2013;26
Kickboxing y Muaythai;Aragón;2012;12
Kickboxing y Muaythai;Aragón;2011;8
Kickboxing y Muaythai;Aragón;2010;6
Kickboxing y Muaythai;Aragón;2009;5
Kickboxing y Muaythai;Aragón;2008;5
Kickboxing y Muaythai;Aragón;2007;5
Kickboxing y Muaythai;Asturias, Principado de;2024;17
Kickboxing y Muaythai;Asturias, Principado de;2023;17
Kickboxing y Muaythai;Asturias, Principado de;2022;18
Kickboxing y Muaythai;Asturias, Principado de;2021;17
Kickboxing y Muaythai;Asturias, Principado de;2020;15
Kickboxing y Muaythai;Asturias, Principado de;2019;14
Kickboxing y Muaythai;Asturias, Principado de;2018;15
Kickboxing y Muaythai;Asturias, Principado de;2017;14
Kickboxing y Muaythai;Asturias, Principado de;2016;7
Kickboxing y Muaythai;Asturias, Principado de;2015;4
Kickboxing y Muaythai;Asturias, Principado de;2014;6
Kickboxing y Muaythai;Asturias, Principado de;2013;7
Kickboxing y Muaythai;Asturias, Principado de;2012;7
Kickboxing y Muaythai;Asturias, Principado de;2011;7
Kickboxing y Muaythai;Asturias, Principado de;2010;16
Kickboxing y Muaythai;Asturias, Principado de;2009;9
Kickboxing y Muaythai;Asturias, Principado de;2008;3
Kickboxing y Muaythai;Asturias, Principado de;2007;2
Kickboxing y Muaythai;Balears, Illes;2024;9
Kickboxing y Muaythai;Balears, Illes;2023;8
Kickboxing y Muaythai;Balears, Illes;2022;8
Kickboxing y Muaythai;Balears, Illes;2021;9
Kickboxing y Muaythai;Balears, Illes;2020;9
Kickboxing y Muaythai;Balears, Illes;2019;8
Kickboxing y Muaythai;Balears, Illes;2018;4
Kickboxing y Muaythai;Balears, Illes;2017;4
Kickboxing y Muaythai;Balears, Illes;2016;8
Kickboxing y Muaythai;Balears, Illes;2015;1
Kickboxing y Muaythai;Balears, Illes;2014;5
Kickboxing y Muaythai;Balears, Illes;2013;3
Kickboxing y Muaythai;Balears, Illes;2012;12
Kickboxing y Muaythai;Balears, Illes;2011;0
Kickboxing y Muaythai;Balears, Illes;2010;2
Kickboxing y Muaythai;Balears, Illes;2009;1
Kickboxing y Muaythai;Balears, Illes;2008;1
Kickboxing y Muaythai;Balears, Illes;2007;1
Kickboxing y Muaythai;Canarias;2024;42
Kickboxing y Muaythai;Canarias;2023;46
Kickboxing y Muaythai;Canarias;2022;44
Kickboxing y Muaythai;Canarias;2021;36
Kickboxing y Muaythai;Canarias;2020;32
Kickboxing y Muaythai;Canarias;2019;33
Kickboxing y Muaythai;Canarias;2018;41
Kickboxing y Muaythai;Canarias;2017;35
Kickboxing y Muaythai;Canarias;2016;15
Kickboxing y Muaythai;Canarias;2015;3
Kickboxing y Muaythai;Canarias;2014;2
Kickboxing y Muaythai;Canarias;2013;1
Kickboxing y Muaythai;Canarias;2012;1
Kickboxing y Muaythai;Canarias;2011;3
Kickboxing y Muaythai;Canarias;2010;5
Kickboxing y Muaythai;Canarias;2009;24
Kickboxing y Muaythai;Canarias;2008;26
Kickboxing y Muaythai;Canarias;2007;15
Kickboxing y Muaythai;Cantabria;2024;12
Kickboxing y Muaythai;Cantabria;2023;11
Kickboxing y Muaythai;Cantabria;2022;12
Kickboxing y Muaythai;Cantabria;2021;13
Kickboxing y Muaythai;Cantabria;2020;13
Kickboxing y Muaythai;Cantabria;2019;13
Kickboxing y Muaythai;Cantabria;2018;15
Kickboxing y Muaythai;Cantabria;2017;15
Kickboxing y Muaythai;Cantabria;2016;4
Kickboxing y Muaythai;Cantabria;2015;3
Kickboxing y Muaythai;Cantabria;2014;3
Kickboxing y Muaythai;Cantabria;2013;3
Kickboxing y Muaythai;Cantabria;2012;1
Kickboxing y Muaythai;Cantabria;2011;1
Kickboxing y Muaythai;Cantabria;2010;0
Kickboxing y Muaythai;Cantabria;2009;1
Kickboxing y Muaythai;Cantabria;2008;1
Kickboxing y Muaythai;Cantabria;2007;1
Kickboxing y Muaythai;Castilla y León;2024;30
Kickboxing y Muaythai;Castilla y León;2023;28
Kickboxing y Muaythai;Castilla y León;2022;25
Kickboxing y Muaythai;Castilla y León;2021;22
Kickboxing y Muaythai;Castilla y León;2020;21
Kickboxing y Muaythai;Castilla y León;2019;24
Kickboxing y Muaythai;Castilla y León;2018;20
Kickboxing y Muaythai;Castilla y León;2017;23
Kickboxing y Muaythai;Castilla y León;2016;22
Kickboxing y Muaythai;Castilla y León;2015;23
Kickboxing y Muaythai;Castilla y León;2014;21
Kickboxing y Muaythai;Castilla y León;2013;20
Kickboxing y Muaythai;Castilla y León;2012;23
Kickboxing y Muaythai;Castilla y León;2011;18
Kickboxing y Muaythai;Castilla y León;2010;17
Kickboxing y Muaythai;Castilla y León;2009;24
Kickboxing y Muaythai;Castilla y León;2008;26
Kickboxing y Muaythai;Castilla y León;2007;26
Kickboxing y Muaythai;Castilla-La Mancha;2024;27
Kickboxing y Muaythai;Castilla-La Mancha;2023;28
Kickboxing y Muaythai;Castilla-La Mancha;2022;23
Kickboxing y Muaythai;Castilla-La Mancha;2021;14
Kickboxing y Muaythai;Castilla-La Mancha;2020;17
Kickboxing y Muaythai;Castilla-La Mancha;2019;18
Kickboxing y Muaythai;Castilla-La Mancha;2018;21
Kickboxing y Muaythai;Castilla-La Mancha;2017;32
Kickboxing y Muaythai;Castilla-La Mancha;2016;24
Kickboxing y Muaythai;Castilla-La Mancha;2015;5
Kickboxing y Muaythai;Castilla-La Mancha;2014;4
Kickboxing y Muaythai;Castilla-La Mancha;2013;3
Kickboxing y Muaythai;Castilla-La Mancha;2012;5
Kickboxing y Muaythai;Castilla-La Mancha;2011;4
Kickboxing y Muaythai;Castilla-La Mancha;2010;4
Kickboxing y Muaythai;Castilla-La Mancha;2009;6
Kickboxing y Muaythai;Castilla-La Mancha;2008;3
Kickboxing y Muaythai;Castilla-La Mancha;2007;2
Kickboxing y Muaythai;Cataluña;2024;61
Kickboxing y Muaythai;Cataluña;2023;57
Kickboxing y Muaythai;Cataluña;2022;54
Kickboxing y Muaythai;Cataluña;2021;46
Kickboxing y Muaythai;Cataluña;2020;45
Kickboxing y Muaythai;Cataluña;2019;50
Kickboxing y Muaythai;Cataluña;2018;51
Kickboxing y Muaythai;Cataluña;2017;47
Kickboxing y Muaythai;Cataluña;2016;13
Kickboxing y Muaythai;Cataluña;2015;2
Kickboxing y Muaythai;Cataluña;2014;3
Kickboxing y Muaythai;Cataluña;2013;3
Kickboxing y Muaythai;Cataluña;2012;9
Kickboxing y Muaythai;Cataluña;2011;15
Kickboxing y Muaythai;Cataluña;2010;4
Kickboxing y Muaythai;Cataluña;2009;6
Kickboxing y Muaythai;Cataluña;2008;8
Kickboxing y Muaythai;Cataluña;2007;2
Kickboxing y Muaythai;Comunitat Valenciana;2024;82
Kickboxing y Muaythai;Comunitat Valenciana;2023;80
Kickboxing y Muaythai;Comunitat Valenciana;2022;72
Kickboxing y Muaythai;Comunitat Valenciana;2021;65
Kickboxing y Muaythai;Comunitat Valenciana;2020;63
Kickboxing y Muaythai;Comunitat Valenciana;2019;59
Kickboxing y Muaythai;Comunitat Valenciana;2018;57
Kickboxing y Muaythai;Comunitat Valenciana;2017;57
Kickboxing y Muaythai;Comunitat Valenciana;2016;47
Kickboxing y Muaythai;Comunitat Valenciana;2015;8
Kickboxing y Muaythai;Comunitat Valenciana;2014;11
Kickboxing y Muaythai;Comunitat Valenciana;2013;1
Kickboxing y Muaythai;Comunitat Valenciana;2012;21
Kickboxing y Muaythai;Comunitat Valenciana;2011;2
Kickboxing y Muaythai;Comunitat Valenciana;2010;2
Kickboxing y Muaythai;Comunitat Valenciana;2009;6
Kickboxing y Muaythai;Comunitat Valenciana;2008;6
Kickboxing y Muaythai;Comunitat Valenciana;2007;5
Kickboxing y Muaythai;Extremadura;2024;10
Kickboxing y Muaythai;Extremadura;2023;10
Kickboxing y Muaythai;Extremadura;2022;8
Kickboxing y Muaythai;Extremadura;2021;7
Kickboxing y Muaythai;Extremadura;2020;8
Kickboxing y Muaythai;Extremadura;2019;7
Kickboxing y Muaythai;Extremadura;2018;5
Kickboxing y Muaythai;Extremadura;2017;5
Kickboxing y Muaythai;Extremadura;2016;4
Kickboxing y Muaythai;Extremadura;2015;1
Kickboxing y Muaythai;Extremadura;2014;3
Kickboxing y Muaythai;Extremadura;2013;2
Kickboxing y Muaythai;Extremadura;2012;2
Kickboxing y Muaythai;Extremadura;2011;6
Kickboxing y Muaythai;Extremadura;2010;3
Kickboxing y Muaythai;Extremadura;2009;3
Kickboxing y Muaythai;Extremadura;2008;2
Kickboxing y Muaythai;Extremadura;2007;2
Kickboxing y Muaythai;Galicia;2024;45
Kickboxing y Muaythai;Galicia;2023;47
Kickboxing y Muaythai;Galicia;2022;53
Kickboxing y Muaythai;Galicia;2021;53
Kickboxing y Muaythai;Galicia;2020;57
Kickboxing y Muaythai;Galicia;2019;56
Kickboxing y Muaythai;Galicia;2018;55
Kickboxing y Muaythai;Galicia;2017;50
Kickboxing y Muaythai;Galicia;2016;43
Kickboxing y Muaythai;Galicia;2015;5
Kickboxing y Muaythai;Galicia;2014;6
Kickboxing y Muaythai;Galicia;2013;3
Kickboxing y Muaythai;Galicia;2012;10
Kickboxing y Muaythai;Galicia;2011;7
Kickboxing y Muaythai;Galicia;2010;5
Kickboxing y Muaythai;Galicia;2009;4
Kickboxing y Muaythai;Galicia;2008;16
Kickboxing y Muaythai;Galicia;2007;20
Kickboxing y Muaythai;Madrid, Comunidad de;2024;12
Kickboxing y Muaythai;Madrid, Comunidad de;2023;33
Kickboxing y Muaythai;Madrid, Comunidad de;2022;26
Kickboxing y Muaythai;Madrid, Comunidad de;2021;21
Kickboxing y Muaythai;Madrid, Comunidad de;2020;11
Kickboxing y Muaythai;Madrid, Comunidad de;2019;3
Kickboxing y Muaythai;Madrid, Comunidad de;2018;8
Kickboxing y Muaythai;Madrid, Comunidad de;2017;9
Kickboxing y Muaythai;Madrid, Comunidad de;2016;15
Kickboxing y Muaythai;Madrid, Comunidad de;2015;10
Kickboxing y Muaythai;Madrid, Comunidad de;2014;11
Kickboxing y Muaythai;Madrid, Comunidad de;2013;10
Kickboxing y Muaythai;Madrid, Comunidad de;2012;17
Kickboxing y Muaythai;Madrid, Comunidad de;2011;24
Kickboxing y Muaythai;Madrid, Comunidad de;2010;18
Kickboxing y Muaythai;Madrid, Comunidad de;2009;18
Kickboxing y Muaythai;Madrid, Comunidad de;2008;16
Kickboxing y Muaythai;Madrid, Comunidad de;2007;14
Kickboxing y Muaythai;Murcia, Región de;2024;21
Kickboxing y Muaythai;Murcia, Región de;2023;18
Kickboxing y Muaythai;Murcia, Región de;2022;16
Kickboxing y Muaythai;Murcia, Región de;2021;14
Kickboxing y Muaythai;Murcia, Región de;2020;13
Kickboxing y Muaythai;Murcia, Región de;2019;14
Kickboxing y Muaythai;Murcia, Región de;2018;12
Kickboxing y Muaythai;Murcia, Región de;2017;8
Kickboxing y Muaythai;Murcia, Región de;2016;6
Kickboxing y Muaythai;Murcia, Región de;2015;3
Kickboxing y Muaythai;Murcia, Región de;2014;4
Kickboxing y Muaythai;Murcia, Región de;2013;4
Kickboxing y Muaythai;Murcia, Región de;2012;0
Kickboxing y Muaythai;Murcia, Región de;2011;7
Kickboxing y Muaythai;Murcia, Región de;2010;7
Kickboxing y Muaythai;Murcia, Región de;2009;8
Kickboxing y Muaythai;Murcia, Región de;2008;6
Kickboxing y Muaythai;Murcia, Región de;2007;6
Kickboxing y Muaythai;Navarra, Comunidad Foral de;2024;6
Kickboxing y Muaythai;Navarra, Comunidad Foral de;2023;6
Kickboxing y Muaythai;Navarra, Comunidad Foral de;2022;8
Kickboxing y Muaythai;Navarra, Comunidad Foral de;2021;5
Kickboxing y Muaythai;Navarra, Comunidad Foral de;2020;7
Kickboxing y Muaythai;Navarra, Comunidad Foral de;2019;9
Kickboxing y Muaythai;Navarra, Comunidad Foral de;2018;11
Kickboxing y Muaythai;Navarra, Comunidad Foral de;2017;7
Kickboxing y Muaythai;Navarra, Comunidad Foral de;2016;1
Kickboxing y Muaythai;Navarra, Comunidad Foral de;2015;0
Kickboxing y Muaythai;Navarra, Comunidad Foral de;2014;0
Kickboxing y Muaythai;Navarra, Comunidad Foral de;2013;0
Kickboxing y Muaythai;Navarra, Comunidad Foral de;2012;0
Kickboxing y Muaythai;Navarra, Comunidad Foral de;2011;0
Kickboxing y Muaythai;Navarra, Comunidad Foral de;2010;1
Kickboxing y Muaythai;Navarra, Comunidad Foral de;2009;1
Kickboxing y Muaythai;Navarra, Comunidad Foral de;2008;1
Kickboxing y Muaythai;Navarra, Comunidad Foral de;2007;1
Kickboxing y Muaythai;País Vasco;2024;36
Kickboxing y Muaythai;País Vasco;2023;12
Kickboxing y Muaythai;País Vasco;2022;3
Kickboxing y Muaythai;País Vasco;2021;1
Kickboxing y Muaythai;País Vasco;2020;24
Kickboxing y Muaythai;País Vasco;2019;40
Kickboxing y Muaythai;País Vasco;2018;48
Kickboxing y Muaythai;País Vasco;2017;32
Kickboxing y Muaythai;País Vasco;2016;29
Kickboxing y Muaythai;País Vasco;2015;4
Kickboxing y Muaythai;País Vasco;2014;5
Kickboxing y Muaythai;País Vasco;2013;6
Kickboxing y Muaythai;País Vasco;2012;5
Kickboxing y Muaythai;País Vasco;2011;6
Kickboxing y Muaythai;País Vasco;2010;6
Kickboxing y Muaythai;País Vasco;2009;6
Kickboxing y Muaythai;País Vasco;2008;4
Kickboxing y Muaythai;País Vasco;2007;3
Kickboxing y Muaythai;Rioja, La;2024;11
Kickboxing y Muaythai;Rioja, La;2023;13
Kickboxing y Muaythai;Rioja, La;2022;13
Kickboxing y Muaythai;Rioja, La;2021;12
Kickboxing y Muaythai;Rioja, La;2020;13
Kickboxing y Muaythai;Rioja, La;2019;14
Kickboxing y Muaythai;Rioja, La;2018;12
Kickboxing y Muaythai;Rioja, La;2017;10
Kickboxing y Muaythai;Rioja, La;2016;13
Kickboxing y Muaythai;Rioja, La;2015;7
Kickboxing y Muaythai;Rioja, La;2014;7
Kickboxing y Muaythai;Rioja, La;2013;6
Kickboxing y Muaythai;Rioja, La;2012;4
Kickboxing y Muaythai;Rioja, La;2011;6
Kickboxing y Muaythai;Rioja, La;2010;6
Kickboxing y Muaythai;Rioja, La;2009;6
Kickboxing y Muaythai;Rioja, La;2008;6
Kickboxing y Muaythai;Rioja, La;2007;6
Kickboxing y Muaythai;Ceuta;2024;3
Kickboxing y Muaythai;Ceuta;2023;2
Kickboxing y Muaythai;Ceuta;2022;2
Kickboxing y Muaythai;Ceuta;2021;2
Kickboxing y Muaythai;Ceuta;2020;1
Kickboxing y Muaythai;Ceuta;2019;2
Kickboxing y Muaythai;Ceuta;2018;3
Kickboxing y Muaythai;Ceuta;2017;3
Kickboxing y Muaythai;Ceuta;2016;2
Kickboxing y Muaythai;Ceuta;2015;1
Kickboxing y Muaythai;Ceuta;2014;0
Kickboxing y Muaythai;Ceuta;2013;0
Kickboxing y Muaythai;Ceuta;2012;0
Kickboxing y Muaythai;Ceuta;2011;0
Kickboxing y Muaythai;Ceuta;2010;2
Kickboxing y Muaythai;Ceuta;2009;1
Kickboxing y Muaythai;Ceuta;2008;1
Kickboxing y Muaythai;Ceuta;2007;1
Kickboxing y Muaythai;Melilla;2024;0
Kickboxing y Muaythai;Melilla;2023;2
Kickboxing y Muaythai;Melilla;2022;0
Kickboxing y Muaythai;Melilla;2021;0
Kickboxing y Muaythai;Melilla;2020;0
Kickboxing y Muaythai;Melilla;2019;0
Kickboxing y Muaythai;Melilla;2018;0
Kickboxing y Muaythai;Melilla;2017;0
Kickboxing y Muaythai;Melilla;2016;0
Kickboxing y Muaythai;Melilla;2015;0
Kickboxing y Muaythai;Melilla;2014;0
Kickboxing y Muaythai;Melilla;2013;0
Kickboxing y Muaythai;Melilla;2012;6
Kickboxing y Muaythai;Melilla;2011;0
Kickboxing y Muaythai;Melilla;2010;0
Kickboxing y Muaythai;Melilla;2009;1
Kickboxing y Muaythai;Melilla;2008;0
Kickboxing y Muaythai;Melilla;2007;0
Kickboxing y Muaythai;Sin territorializar;2024;7
Kickboxing y Muaythai;Sin territorializar;2023;20
Kickboxing y Muaythai;Sin territorializar;2022;34
Kickboxing y Muaythai;Sin territorializar;2021;35
Kickboxing y Muaythai;Sin territorializar;2020;28
Kickboxing y Muaythai;Sin territorializar;2019;29
Kickboxing y Muaythai;Sin territorializar;2018;13
Kickboxing y Muaythai;Sin territorializar;2017;0
Kickboxing y Muaythai;Sin territorializar;2016;0
Kickboxing y Muaythai;Sin territorializar;2015;0
Kickboxing y Muaythai;Sin territorializar;2014;0
Kickboxing y Muaythai;Sin territorializar;2013;0
Kickboxing y Muaythai;Sin territorializar;2012;0
Kickboxing y Muaythai;Sin territorializar;2011;0
Kickboxing y Muaythai;Sin territorializar;2010;0
Kickboxing y Muaythai;Sin territorializar;2009;0
Kickboxing y Muaythai;Sin territorializar;2008;0
Kickboxing y Muaythai;Sin territorializar;2007;0
Luchas Olímpicas;TOTAL;2024;603
Luchas Olímpicas;TOTAL;2023;614
Luchas Olímpicas;TOTAL;2022;615
Luchas Olímpicas;TOTAL;2021;611
Luchas Olímpicas;TOTAL;2020;482
Luchas Olímpicas;TOTAL;2019;478
Luchas Olímpicas;TOTAL;2018;303
Luchas Olímpicas;TOTAL;2017;267
Luchas Olímpicas;TOTAL;2016;217
Luchas Olímpicas;TOTAL;2015;207
Luchas Olímpicas;TOTAL;2014;230
Luchas Olímpicas;TOTAL;2013;237
Luchas Olímpicas;TOTAL;2012;88
Luchas Olímpicas;TOTAL;2011;136
Luchas Olímpicas;TOTAL;2010;134
Luchas Olímpicas;TOTAL;2009;168
Luchas Olímpicas;TOTAL;2008;172
Luchas Olímpicas;TOTAL;2007;121
Luchas Olímpicas;Andalucía;2024;76
Luchas Olímpicas;Andalucía;2023;69
Luchas Olímpicas;Andalucía;2022;67
Luchas Olímpicas;Andalucía;2021;67
Luchas Olímpicas;Andalucía;2020;56
Luchas Olímpicas;Andalucía;2019;56
Luchas Olímpicas;Andalucía;2018;47
Luchas Olímpicas;Andalucía;2017;46
Luchas Olímpicas;Andalucía;2016;21
Luchas Olímpicas;Andalucía;2015;27
Luchas Olímpicas;Andalucía;2014;35
Luchas Olímpicas;Andalucía;2013;44
Luchas Olímpicas;Andalucía;2012;14
Luchas Olímpicas;Andalucía;2011;13
Luchas Olímpicas;Andalucía;2010;14
Luchas Olímpicas;Andalucía;2009;14
Luchas Olímpicas;Andalucía;2008;14
Luchas Olímpicas;Andalucía;2007;16
Luchas Olímpicas;Aragón;2024;11
Luchas Olímpicas;Aragón;2023;10
Luchas Olímpicas;Aragón;2022;10
Luchas Olímpicas;Aragón;2021;11
Luchas Olímpicas;Aragón;2020;12
Luchas Olímpicas;Aragón;2019;12
Luchas Olímpicas;Aragón;2018;12
Luchas Olímpicas;Aragón;2017;8
Luchas Olímpicas;Aragón;2016;10
Luchas Olímpicas;Aragón;2015;4
Luchas Olímpicas;Aragón;2014;4
Luchas Olímpicas;Aragón;2013;4
Luchas Olímpicas;Aragón;2012;7
Luchas Olímpicas;Aragón;2011;6
Luchas Olímpicas;Aragón;2010;6
Luchas Olímpicas;Aragón;2009;6
Luchas Olímpicas;Aragón;2008;5
Luchas Olímpicas;Aragón;2007;4
Luchas Olímpicas;Asturias, Principado de;2024;33
Luchas Olímpicas;Asturias, Principado de;2023;34
Luchas Olímpicas;Asturias, Principado de;2022;32
Luchas Olímpicas;Asturias, Principado de;2021;31
Luchas Olímpicas;Asturias, Principado de;2020;28
Luchas Olímpicas;Asturias, Principado de;2019;26
Luchas Olímpicas;Asturias, Principado de;2018;17
Luchas Olímpicas;Asturias, Principado de;2017;16
Luchas Olímpicas;Asturias, Principado de;2016;13
Luchas Olímpicas;Asturias, Principado de;2015;12
Luchas Olímpicas;Asturias, Principado de;2014;12
Luchas Olímpicas;Asturias, Principado de;2013;12
Luchas Olímpicas;Asturias, Principado de;2012;5
Luchas Olímpicas;Asturias, Principado de;2011;5
Luchas Olímpicas;Asturias, Principado de;2010;5
Luchas Olímpicas;Asturias, Principado de;2009;5
Luchas Olímpicas;Asturias, Principado de;2008;5
Luchas Olímpicas;Asturias, Principado de;2007;6
Luchas Olímpicas;Balears, Illes;2024;30
Luchas Olímpicas;Balears, Illes;2023;30
Luchas Olímpicas;Balears, Illes;2022;30
Luchas Olímpicas;Balears, Illes;2021;33
Luchas Olímpicas;Balears, Illes;2020;26
Luchas Olímpicas;Balears, Illes;2019;26
Luchas Olímpicas;Balears, Illes;2018;14
Luchas Olímpicas;Balears, Illes;2017;14
Luchas Olímpicas;Balears, Illes;2016;11
Luchas Olímpicas;Balears, Illes;2015;4
Luchas Olímpicas;Balears, Illes;2014;4
Luchas Olímpicas;Balears, Illes;2013;4
Luchas Olímpicas;Balears, Illes;2012;7
Luchas Olímpicas;Balears, Illes;2011;1
Luchas Olímpicas;Balears, Illes;2010;1
Luchas Olímpicas;Balears, Illes;2009;1
Luchas Olímpicas;Balears, Illes;2008;1
Luchas Olímpicas;Balears, Illes;2007;3
Luchas Olímpicas;Canarias;2024;51
Luchas Olímpicas;Canarias;2023;41
Luchas Olímpicas;Canarias;2022;41
Luchas Olímpicas;Canarias;2021;37
Luchas Olímpicas;Canarias;2020;36
Luchas Olímpicas;Canarias;2019;36
Luchas Olímpicas;Canarias;2018;21
Luchas Olímpicas;Canarias;2017;15
Luchas Olímpicas;Canarias;2016;13
Luchas Olímpicas;Canarias;2015;9
Luchas Olímpicas;Canarias;2014;9
Luchas Olímpicas;Canarias;2013;6
Luchas Olímpicas;Canarias;2012;2
Luchas Olímpicas;Canarias;2011;35
Luchas Olímpicas;Canarias;2010;38
Luchas Olímpicas;Canarias;2009;38
Luchas Olímpicas;Canarias;2008;38
Luchas Olímpicas;Canarias;2007;18
Luchas Olímpicas;Cantabria;2024;22
Luchas Olímpicas;Cantabria;2023;22
Luchas Olímpicas;Cantabria;2022;22
Luchas Olímpicas;Cantabria;2021;16
Luchas Olímpicas;Cantabria;2020;16
Luchas Olímpicas;Cantabria;2019;16
Luchas Olímpicas;Cantabria;2018;7
Luchas Olímpicas;Cantabria;2017;7
Luchas Olímpicas;Cantabria;2016;5
Luchas Olímpicas;Cantabria;2015;2
Luchas Olímpicas;Cantabria;2014;6
Luchas Olímpicas;Cantabria;2013;2
Luchas Olímpicas;Cantabria;2012;3
Luchas Olímpicas;Cantabria;2011;0
Luchas Olímpicas;Cantabria;2010;0
Luchas Olímpicas;Cantabria;2009;0
Luchas Olímpicas;Cantabria;2008;0
Luchas Olímpicas;Cantabria;2007;0
Luchas Olímpicas;Castilla y León;2024;36
Luchas Olímpicas;Castilla y León;2023;39
Luchas Olímpicas;Castilla y León;2022;41
Luchas Olímpicas;Castilla y León;2021;41
Luchas Olímpicas;Castilla y León;2020;22
Luchas Olímpicas;Castilla y León;2019;22
Luchas Olímpicas;Castilla y León;2018;17
Luchas Olímpicas;Castilla y León;2017;17
Luchas Olímpicas;Castilla y León;2016;20
Luchas Olímpicas;Castilla y León;2015;14
Luchas Olímpicas;Castilla y León;2014;14
Luchas Olímpicas;Castilla y León;2013;14
Luchas Olímpicas;Castilla y León;2012;12
Luchas Olímpicas;Castilla y León;2011;12
Luchas Olímpicas;Castilla y León;2010;12
Luchas Olímpicas;Castilla y León;2009;12
Luchas Olímpicas;Castilla y León;2008;11
Luchas Olímpicas;Castilla y León;2007;4
Luchas Olímpicas;Castilla-La Mancha;2024;36
Luchas Olímpicas;Castilla-La Mancha;2023;36
Luchas Olímpicas;Castilla-La Mancha;2022;37
Luchas Olímpicas;Castilla-La Mancha;2021;39
Luchas Olímpicas;Castilla-La Mancha;2020;33
