Federación;Comunidad autónoma;periodo;Total
Luchas Olímpicas;Castilla-La Mancha;2019;33
Luchas Olímpicas;Castilla-La Mancha;2018;14
Luchas Olímpicas;Castilla-La Mancha;2017;8
Luchas Olímpicas;Castilla-La Mancha;2016;5
Luchas Olímpicas;Castilla-La Mancha;2015;3
Luchas Olímpicas;Castilla-La Mancha;2014;3
Luchas Olímpicas;Castilla-La Mancha;2013;1
Luchas Olímpicas;Castilla-La Mancha;2012;1
Luchas Olímpicas;Castilla-La Mancha;2011;1
Luchas Olímpicas;Castilla-La Mancha;2010;1
Luchas Olímpicas;Castilla-La Mancha;2009;1
Luchas Olímpicas;Castilla-La Mancha;2008;1
Luchas Olímpicas;Castilla-La Mancha;2007;1
Luchas Olímpicas;Cataluña;2024;57
Luchas Olímpicas;Cataluña;2023;46
Luchas Olímpicas;Cataluña;2022;46
Luchas Olímpicas;Cataluña;2021;46
Luchas Olímpicas;Cataluña;2020;42
Luchas Olímpicas;Cataluña;2019;42
Luchas Olímpicas;Cataluña;2018;16
Luchas Olímpicas;Cataluña;2017;13
Luchas Olímpicas;Cataluña;2016;16
Luchas Olímpicas;Cataluña;2015;10
Luchas Olímpicas;Cataluña;2014;10
Luchas Olímpicas;Cataluña;2013;9
Luchas Olímpicas;Cataluña;2012;8
Luchas Olímpicas;Cataluña;2011;7
Luchas Olímpicas;Cataluña;2010;7
Luchas Olímpicas;Cataluña;2009;7
Luchas Olímpicas;Cataluña;2008;8
Luchas Olímpicas;Cataluña;2007;7
Luchas Olímpicas;Comunitat Valenciana;2024;35
Luchas Olímpicas;Comunitat Valenciana;2023;52
Luchas Olímpicas;Comunitat Valenciana;2022;52
Luchas Olímpicas;Comunitat Valenciana;2021;56
Luchas Olímpicas;Comunitat Valenciana;2020;20
Luchas Olímpicas;Comunitat Valenciana;2019;21
Luchas Olímpicas;Comunitat Valenciana;2018;22
Luchas Olímpicas;Comunitat Valenciana;2017;16
Luchas Olímpicas;Comunitat Valenciana;2016;16
Luchas Olímpicas;Comunitat Valenciana;2015;14
Luchas Olímpicas;Comunitat Valenciana;2014;14
Luchas Olímpicas;Comunitat Valenciana;2013;14
Luchas Olímpicas;Comunitat Valenciana;2012;0
Luchas Olímpicas;Comunitat Valenciana;2011;29
Luchas Olímpicas;Comunitat Valenciana;2010;19
Luchas Olímpicas;Comunitat Valenciana;2009;22
Luchas Olímpicas;Comunitat Valenciana;2008;25
Luchas Olímpicas;Comunitat Valenciana;2007;15
Luchas Olímpicas;Extremadura;2024;8
Luchas Olímpicas;Extremadura;2023;10
Luchas Olímpicas;Extremadura;2022;10
Luchas Olímpicas;Extremadura;2021;10
Luchas Olímpicas;Extremadura;2020;10
Luchas Olímpicas;Extremadura;2019;10
Luchas Olímpicas;Extremadura;2018;9
Luchas Olímpicas;Extremadura;2017;9
Luchas Olímpicas;Extremadura;2016;7
Luchas Olímpicas;Extremadura;2015;2
Luchas Olímpicas;Extremadura;2014;2
Luchas Olímpicas;Extremadura;2013;2
Luchas Olímpicas;Extremadura;2012;1
Luchas Olímpicas;Extremadura;2011;1
Luchas Olímpicas;Extremadura;2010;1
Luchas Olímpicas;Extremadura;2009;1
Luchas Olímpicas;Extremadura;2008;1
Luchas Olímpicas;Extremadura;2007;0
Luchas Olímpicas;Galicia;2024;30
Luchas Olímpicas;Galicia;2023;44
Luchas Olímpicas;Galicia;2022;44
Luchas Olímpicas;Galicia;2021;46
Luchas Olímpicas;Galicia;2020;44
Luchas Olímpicas;Galicia;2019;43
Luchas Olímpicas;Galicia;2018;41
Luchas Olímpicas;Galicia;2017;35
Luchas Olímpicas;Galicia;2016;31
Luchas Olímpicas;Galicia;2015;22
Luchas Olímpicas;Galicia;2014;22
Luchas Olímpicas;Galicia;2013;23
Luchas Olímpicas;Galicia;2012;18
Luchas Olímpicas;Galicia;2011;18
Luchas Olímpicas;Galicia;2010;22
Luchas Olímpicas;Galicia;2009;29
Luchas Olímpicas;Galicia;2008;31
Luchas Olímpicas;Galicia;2007;13
Luchas Olímpicas;Madrid, Comunidad de;2024;81
Luchas Olímpicas;Madrid, Comunidad de;2023;97
Luchas Olímpicas;Madrid, Comunidad de;2022;97
Luchas Olímpicas;Madrid, Comunidad de;2021;96
Luchas Olímpicas;Madrid, Comunidad de;2020;67
Luchas Olímpicas;Madrid, Comunidad de;2019;65
Luchas Olímpicas;Madrid, Comunidad de;2018;18
Luchas Olímpicas;Madrid, Comunidad de;2017;18
Luchas Olímpicas;Madrid, Comunidad de;2016;12
Luchas Olímpicas;Madrid, Comunidad de;2015;53
Luchas Olímpicas;Madrid, Comunidad de;2014;53
Luchas Olímpicas;Madrid, Comunidad de;2013;61
Luchas Olímpicas;Madrid, Comunidad de;2012;0
Luchas Olímpicas;Madrid, Comunidad de;2011;2
Luchas Olímpicas;Madrid, Comunidad de;2010;2
Luchas Olímpicas;Madrid, Comunidad de;2009;21
Luchas Olímpicas;Madrid, Comunidad de;2008;21
Luchas Olímpicas;Madrid, Comunidad de;2007;21
Luchas Olímpicas;Murcia, Región de;2024;31
Luchas Olímpicas;Murcia, Región de;2023;30
Luchas Olímpicas;Murcia, Región de;2022;30
Luchas Olímpicas;Murcia, Región de;2021;30
Luchas Olímpicas;Murcia, Región de;2020;35
Luchas Olímpicas;Murcia, Región de;2019;36
Luchas Olímpicas;Murcia, Región de;2018;18
Luchas Olímpicas;Murcia, Región de;2017;15
Luchas Olímpicas;Murcia, Región de;2016;11
Luchas Olímpicas;Murcia, Región de;2015;14
Luchas Olímpicas;Murcia, Región de;2014;26
Luchas Olímpicas;Murcia, Región de;2013;26
Luchas Olímpicas;Murcia, Región de;2012;3
Luchas Olímpicas;Murcia, Región de;2011;2
Luchas Olímpicas;Murcia, Región de;2010;2
Luchas Olímpicas;Murcia, Región de;2009;2
Luchas Olímpicas;Murcia, Región de;2008;3
Luchas Olímpicas;Murcia, Región de;2007;3
Luchas Olímpicas;Navarra, Comunidad Foral de;2024;8
Luchas Olímpicas;Navarra, Comunidad Foral de;2023;6
Luchas Olímpicas;Navarra, Comunidad Foral de;2022;6
Luchas Olímpicas;Navarra, Comunidad Foral de;2021;6
Luchas Olímpicas;Navarra, Comunidad Foral de;2020;6
Luchas Olímpicas;Navarra, Comunidad Foral de;2019;6
Luchas Olímpicas;Navarra, Comunidad Foral de;2018;5
Luchas Olímpicas;Navarra, Comunidad Foral de;2017;5
Luchas Olímpicas;Navarra, Comunidad Foral de;2016;5
Luchas Olímpicas;Navarra, Comunidad Foral de;2015;3
Luchas Olímpicas;Navarra, Comunidad Foral de;2014;2
Luchas Olímpicas;Navarra, Comunidad Foral de;2013;3
Luchas Olímpicas;Navarra, Comunidad Foral de;2012;2
Luchas Olímpicas;Navarra, Comunidad Foral de;2011;2
Luchas Olímpicas;Navarra, Comunidad Foral de;2010;2
Luchas Olímpicas;Navarra, Comunidad Foral de;2009;1
Luchas Olímpicas;Navarra, Comunidad Foral de;2008;2
Luchas Olímpicas;Navarra, Comunidad Foral de;2007;2
Luchas Olímpicas;País Vasco;2024;28
Luchas Olímpicas;País Vasco;2023;25
Luchas Olímpicas;País Vasco;2022;25
Luchas Olímpicas;País Vasco;2021;23
Luchas Olímpicas;País Vasco;2020;23
Luchas Olímpicas;País Vasco;2019;22
Luchas Olímpicas;País Vasco;2018;19
Luchas Olímpicas;País Vasco;2017;19
Luchas Olímpicas;País Vasco;2016;15
Luchas Olímpicas;País Vasco;2015;13
Luchas Olímpicas;País Vasco;2014;13
Luchas Olímpicas;País Vasco;2013;12
Luchas Olímpicas;País Vasco;2012;4
Luchas Olímpicas;País Vasco;2011;2
Luchas Olímpicas;País Vasco;2010;2
Luchas Olímpicas;País Vasco;2009;7
Luchas Olímpicas;País Vasco;2008;5
Luchas Olímpicas;País Vasco;2007;7
Luchas Olímpicas;Rioja, La;2024;27
Luchas Olímpicas;Rioja, La;2023;22
Luchas Olímpicas;Rioja, La;2022;25
Luchas Olímpicas;Rioja, La;2021;23
Luchas Olímpicas;Rioja, La;2020;6
Luchas Olímpicas;Rioja, La;2019;6
Luchas Olímpicas;Rioja, La;2018;6
Luchas Olímpicas;Rioja, La;2017;6
Luchas Olímpicas;Rioja, La;2016;6
Luchas Olímpicas;Rioja, La;2015;1
Luchas Olímpicas;Rioja, La;2014;0
Luchas Olímpicas;Rioja, La;2013;0
Luchas Olímpicas;Rioja, La;2012;0
Luchas Olímpicas;Rioja, La;2011;0
Luchas Olímpicas;Rioja, La;2010;0
Luchas Olímpicas;Rioja, La;2009;0
Luchas Olímpicas;Rioja, La;2008;0
Luchas Olímpicas;Rioja, La;2007;0
Luchas Olímpicas;Ceuta;2024;1
Luchas Olímpicas;Ceuta;2023;0
Luchas Olímpicas;Ceuta;2022;0
Luchas Olímpicas;Ceuta;2021;0
Luchas Olímpicas;Ceuta;2020;0
Luchas Olímpicas;Ceuta;2019;0
Luchas Olímpicas;Ceuta;2018;0
Luchas Olímpicas;Ceuta;2017;0
Luchas Olímpicas;Ceuta;2016;0
Luchas Olímpicas;Ceuta;2015;0
Luchas Olímpicas;Ceuta;2014;1
Luchas Olímpicas;Ceuta;2013;0
Luchas Olímpicas;Ceuta;2012;1
Luchas Olímpicas;Ceuta;2011;0
Luchas Olímpicas;Ceuta;2010;0
Luchas Olímpicas;Ceuta;2009;1
Luchas Olímpicas;Ceuta;2008;1
Luchas Olímpicas;Ceuta;2007;1
Luchas Olímpicas;Melilla;2024;2
Luchas Olímpicas;Melilla;2023;1
Luchas Olímpicas;Melilla;2022;0
Luchas Olímpicas;Melilla;2021;0
Luchas Olímpicas;Melilla;2020;0
Luchas Olímpicas;Melilla;2019;0
Luchas Olímpicas;Melilla;2018;0
Luchas Olímpicas;Melilla;2017;0
Luchas Olímpicas;Melilla;2016;0
Luchas Olímpicas;Melilla;2015;0
Luchas Olímpicas;Melilla;2014;0
Luchas Olímpicas;Melilla;2013;0
Luchas Olímpicas;Melilla;2012;0
Luchas Olímpicas;Melilla;2011;0
Luchas Olímpicas;Melilla;2010;0
Luchas Olímpicas;Melilla;2009;0
Luchas Olímpicas;Melilla;2008;0
Luchas Olímpicas;Melilla;2007;0
Luchas Olímpicas;Sin territorializar;2024;0
Luchas Olímpicas;Sin territorializar;2023;0
Luchas Olímpicas;Sin territorializar;2022;0
Luchas Olímpicas;Sin territorializar;2021;0
Luchas Olímpicas;Sin territorializar;2020;0
Luchas Olímpicas;Sin territorializar;2019;0
Luchas Olímpicas;Sin territorializar;2018;0
Luchas Olímpicas;Sin territorializar;2017;0
Luchas Olímpicas;Sin territorializar;2016;0
Luchas Olímpicas;Sin territorializar;2015;0
Luchas Olímpicas;Sin territorializar;2014;0
Luchas Olímpicas;Sin territorializar;2013;0
Luchas Olímpicas;Sin territorializar;2012;0
Luchas Olímpicas;Sin territorializar;2011;0
Luchas Olímpicas;Sin territorializar;2010;0
Luchas Olímpicas;Sin territorializar;2009;0
Luchas Olímpicas;Sin territorializar;2008;0
Luchas Olímpicas;Sin territorializar;2007;0
Montaña y Escalada;TOTAL;2024;2.994
Montaña y Escalada;TOTAL;2023;2.949
Montaña y Escalada;TOTAL;2022;2.976
Montaña y Escalada;TOTAL;2021;2.950
Montaña y Escalada;TOTAL;2020;2.909
Montaña y Escalada;TOTAL;2019;2.845
Montaña y Escalada;TOTAL;2018;2.807
Montaña y Escalada;TOTAL;2017;2.748
Montaña y Escalada;TOTAL;2016;2.631
Montaña y Escalada;TOTAL;2015;2.475
Montaña y Escalada;TOTAL;2014;2.263
Montaña y Escalada;TOTAL;2013;2.083
Montaña y Escalada;TOTAL;2012;1.949
Montaña y Escalada;TOTAL;2011;1.801
Montaña y Escalada;TOTAL;2010;1.659
Montaña y Escalada;TOTAL;2009;1.565
Montaña y Escalada;TOTAL;2008;1.488
Montaña y Escalada;TOTAL;2007;1.423
Montaña y Escalada;Andalucía;2024;469
Montaña y Escalada;Andalucía;2023;446
Montaña y Escalada;Andalucía;2022;428
Montaña y Escalada;Andalucía;2021;422
Montaña y Escalada;Andalucía;2020;405
Montaña y Escalada;Andalucía;2019;372
Montaña y Escalada;Andalucía;2018;342
Montaña y Escalada;Andalucía;2017;323
Montaña y Escalada;Andalucía;2016;296
Montaña y Escalada;Andalucía;2015;266
Montaña y Escalada;Andalucía;2014;211
Montaña y Escalada;Andalucía;2013;186
Montaña y Escalada;Andalucía;2012;183
Montaña y Escalada;Andalucía;2011;159
Montaña y Escalada;Andalucía;2010;139
Montaña y Escalada;Andalucía;2009;129
Montaña y Escalada;Andalucía;2008;115
Montaña y Escalada;Andalucía;2007;110
Montaña y Escalada;Aragón;2024;157
Montaña y Escalada;Aragón;2023;166
Montaña y Escalada;Aragón;2022;187
Montaña y Escalada;Aragón;2021;206
Montaña y Escalada;Aragón;2020;210
Montaña y Escalada;Aragón;2019;204
Montaña y Escalada;Aragón;2018;199
Montaña y Escalada;Aragón;2017;188
Montaña y Escalada;Aragón;2016;188
Montaña y Escalada;Aragón;2015;179
Montaña y Escalada;Aragón;2014;172
Montaña y Escalada;Aragón;2013;168
Montaña y Escalada;Aragón;2012;166
Montaña y Escalada;Aragón;2011;157
Montaña y Escalada;Aragón;2010;145
Montaña y Escalada;Aragón;2009;136
Montaña y Escalada;Aragón;2008;135
Montaña y Escalada;Aragón;2007;128
Montaña y Escalada;Asturias, Principado de;2024;122
Montaña y Escalada;Asturias, Principado de;2023;114
Montaña y Escalada;Asturias, Principado de;2022;113
Montaña y Escalada;Asturias, Principado de;2021;112
Montaña y Escalada;Asturias, Principado de;2020;106
Montaña y Escalada;Asturias, Principado de;2019;110
Montaña y Escalada;Asturias, Principado de;2018;124
Montaña y Escalada;Asturias, Principado de;2017;131
Montaña y Escalada;Asturias, Principado de;2016;135
Montaña y Escalada;Asturias, Principado de;2015;132
Montaña y Escalada;Asturias, Principado de;2014;115
Montaña y Escalada;Asturias, Principado de;2013;96
Montaña y Escalada;Asturias, Principado de;2012;89
Montaña y Escalada;Asturias, Principado de;2011;88
Montaña y Escalada;Asturias, Principado de;2010;85
Montaña y Escalada;Asturias, Principado de;2009;84
Montaña y Escalada;Asturias, Principado de;2008;81
Montaña y Escalada;Asturias, Principado de;2007;85
Montaña y Escalada;Balears, Illes;2024;39
Montaña y Escalada;Balears, Illes;2023;37
Montaña y Escalada;Balears, Illes;2022;34
Montaña y Escalada;Balears, Illes;2021;39
Montaña y Escalada;Balears, Illes;2020;37
Montaña y Escalada;Balears, Illes;2019;36
Montaña y Escalada;Balears, Illes;2018;37
Montaña y Escalada;Balears, Illes;2017;32
Montaña y Escalada;Balears, Illes;2016;29
Montaña y Escalada;Balears, Illes;2015;23
Montaña y Escalada;Balears, Illes;2014;19
Montaña y Escalada;Balears, Illes;2013;20
Montaña y Escalada;Balears, Illes;2012;22
Montaña y Escalada;Balears, Illes;2011;21
Montaña y Escalada;Balears, Illes;2010;18
Montaña y Escalada;Balears, Illes;2009;18
Montaña y Escalada;Balears, Illes;2008;15
Montaña y Escalada;Balears, Illes;2007;9
Montaña y Escalada;Canarias;2024;208
Montaña y Escalada;Canarias;2023;182
Montaña y Escalada;Canarias;2022;179
Montaña y Escalada;Canarias;2021;183
Montaña y Escalada;Canarias;2020;196
Montaña y Escalada;Canarias;2019;205
Montaña y Escalada;Canarias;2018;194
Montaña y Escalada;Canarias;2017;187
Montaña y Escalada;Canarias;2016;173
Montaña y Escalada;Canarias;2015;162
Montaña y Escalada;Canarias;2014;133
Montaña y Escalada;Canarias;2013;111
Montaña y Escalada;Canarias;2012;78
Montaña y Escalada;Canarias;2011;61
Montaña y Escalada;Canarias;2010;56
Montaña y Escalada;Canarias;2009;45
Montaña y Escalada;Canarias;2008;42
Montaña y Escalada;Canarias;2007;38
Montaña y Escalada;Cantabria;2024;90
Montaña y Escalada;Cantabria;2023;102
Montaña y Escalada;Cantabria;2022;105
Montaña y Escalada;Cantabria;2021;101
Montaña y Escalada;Cantabria;2020;99
Montaña y Escalada;Cantabria;2019;100
Montaña y Escalada;Cantabria;2018;98
Montaña y Escalada;Cantabria;2017;94
Montaña y Escalada;Cantabria;2016;87
Montaña y Escalada;Cantabria;2015;84
Montaña y Escalada;Cantabria;2014;83
Montaña y Escalada;Cantabria;2013;73
Montaña y Escalada;Cantabria;2012;67
Montaña y Escalada;Cantabria;2011;63
Montaña y Escalada;Cantabria;2010;58
Montaña y Escalada;Cantabria;2009;52
Montaña y Escalada;Cantabria;2008;49
Montaña y Escalada;Cantabria;2007;50
Montaña y Escalada;Castilla y León;2024;245
Montaña y Escalada;Castilla y León;2023;240
Montaña y Escalada;Castilla y León;2022;237
Montaña y Escalada;Castilla y León;2021;237
Montaña y Escalada;Castilla y León;2020;234
Montaña y Escalada;Castilla y León;2019;228
Montaña y Escalada;Castilla y León;2018;216
Montaña y Escalada;Castilla y León;2017;209
Montaña y Escalada;Castilla y León;2016;200
Montaña y Escalada;Castilla y León;2015;186
Montaña y Escalada;Castilla y León;2014;166
Montaña y Escalada;Castilla y León;2013;148
Montaña y Escalada;Castilla y León;2012;140
Montaña y Escalada;Castilla y León;2011;132
Montaña y Escalada;Castilla y León;2010;124
Montaña y Escalada;Castilla y León;2009;123
Montaña y Escalada;Castilla y León;2008;123
Montaña y Escalada;Castilla y León;2007;115
Montaña y Escalada;Castilla-La Mancha;2024;157
Montaña y Escalada;Castilla-La Mancha;2023;159
Montaña y Escalada;Castilla-La Mancha;2022;155
Montaña y Escalada;Castilla-La Mancha;2021;150
Montaña y Escalada;Castilla-La Mancha;2020;140
Montaña y Escalada;Castilla-La Mancha;2019;138
Montaña y Escalada;Castilla-La Mancha;2018;135
Montaña y Escalada;Castilla-La Mancha;2017;140
Montaña y Escalada;Castilla-La Mancha;2016;125
Montaña y Escalada;Castilla-La Mancha;2015;114
Montaña y Escalada;Castilla-La Mancha;2014;103
Montaña y Escalada;Castilla-La Mancha;2013;97
Montaña y Escalada;Castilla-La Mancha;2012;92
Montaña y Escalada;Castilla-La Mancha;2011;71
Montaña y Escalada;Castilla-La Mancha;2010;67
Montaña y Escalada;Castilla-La Mancha;2009;58
Montaña y Escalada;Castilla-La Mancha;2008;53
Montaña y Escalada;Castilla-La Mancha;2007;48
Montaña y Escalada;Cataluña;2024;315
Montaña y Escalada;Cataluña;2023;313
Montaña y Escalada;Cataluña;2022;326
Montaña y Escalada;Cataluña;2021;324
Montaña y Escalada;Cataluña;2020;325
Montaña y Escalada;Cataluña;2019;328
Montaña y Escalada;Cataluña;2018;337
Montaña y Escalada;Cataluña;2017;350
Montaña y Escalada;Cataluña;2016;351
Montaña y Escalada;Cataluña;2015;350
Montaña y Escalada;Cataluña;2014;353
Montaña y Escalada;Cataluña;2013;350
Montaña y Escalada;Cataluña;2012;343
Montaña y Escalada;Cataluña;2011;337
Montaña y Escalada;Cataluña;2010;322
Montaña y Escalada;Cataluña;2009;309
Montaña y Escalada;Cataluña;2008;300
Montaña y Escalada;Cataluña;2007;288
Montaña y Escalada;Comunitat Valenciana;2024;407
Montaña y Escalada;Comunitat Valenciana;2023;404
Montaña y Escalada;Comunitat Valenciana;2022;396
Montaña y Escalada;Comunitat Valenciana;2021;384
Montaña y Escalada;Comunitat Valenciana;2020;378
Montaña y Escalada;Comunitat Valenciana;2019;366
Montaña y Escalada;Comunitat Valenciana;2018;369
Montaña y Escalada;Comunitat Valenciana;2017;370
Montaña y Escalada;Comunitat Valenciana;2016;352
Montaña y Escalada;Comunitat Valenciana;2015;323
Montaña y Escalada;Comunitat Valenciana;2014;292
Montaña y Escalada;Comunitat Valenciana;2013;272
Montaña y Escalada;Comunitat Valenciana;2012;251
Montaña y Escalada;Comunitat Valenciana;2011;228
Montaña y Escalada;Comunitat Valenciana;2010;189
Montaña y Escalada;Comunitat Valenciana;2009;173
Montaña y Escalada;Comunitat Valenciana;2008;159
Montaña y Escalada;Comunitat Valenciana;2007;147
Montaña y Escalada;Extremadura;2024;43
Montaña y Escalada;Extremadura;2023;39
Montaña y Escalada;Extremadura;2022;40
Montaña y Escalada;Extremadura;2021;33
Montaña y Escalada;Extremadura;2020;37
Montaña y Escalada;Extremadura;2019;36
Montaña y Escalada;Extremadura;2018;36
Montaña y Escalada;Extremadura;2017;37
Montaña y Escalada;Extremadura;2016;50
Montaña y Escalada;Extremadura;2015;54
Montaña y Escalada;Extremadura;2014;51
Montaña y Escalada;Extremadura;2013;43
Montaña y Escalada;Extremadura;2012;39
Montaña y Escalada;Extremadura;2011;32
Montaña y Escalada;Extremadura;2010;28
Montaña y Escalada;Extremadura;2009;27
Montaña y Escalada;Extremadura;2008;25
Montaña y Escalada;Extremadura;2007;24
Montaña y Escalada;Galicia;2024;128
Montaña y Escalada;Galicia;2023;117
Montaña y Escalada;Galicia;2022;112
Montaña y Escalada;Galicia;2021;108
Montaña y Escalada;Galicia;2020;107
Montaña y Escalada;Galicia;2019;101
Montaña y Escalada;Galicia;2018;99
Montaña y Escalada;Galicia;2017;86
Montaña y Escalada;Galicia;2016;87
Montaña y Escalada;Galicia;2015;74
Montaña y Escalada;Galicia;2014;65
Montaña y Escalada;Galicia;2013;46
Montaña y Escalada;Galicia;2012;43
Montaña y Escalada;Galicia;2011;37
Montaña y Escalada;Galicia;2010;33
Montaña y Escalada;Galicia;2009;34
Montaña y Escalada;Galicia;2008;33
Montaña y Escalada;Galicia;2007;34
Montaña y Escalada;Madrid, Comunidad de;2024;96
Montaña y Escalada;Madrid, Comunidad de;2023;114
Montaña y Escalada;Madrid, Comunidad de;2022;159
Montaña y Escalada;Madrid, Comunidad de;2021;151
Montaña y Escalada;Madrid, Comunidad de;2020;152
Montaña y Escalada;Madrid, Comunidad de;2019;151
Montaña y Escalada;Madrid, Comunidad de;2018;151
Montaña y Escalada;Madrid, Comunidad de;2017;145
Montaña y Escalada;Madrid, Comunidad de;2016;134
Montaña y Escalada;Madrid, Comunidad de;2015;130
Montaña y Escalada;Madrid, Comunidad de;2014;124
Montaña y Escalada;Madrid, Comunidad de;2013;117
Montaña y Escalada;Madrid, Comunidad de;2012;104
Montaña y Escalada;Madrid, Comunidad de;2011;92
Montaña y Escalada;Madrid, Comunidad de;2010;81
Montaña y Escalada;Madrid, Comunidad de;2009;77
Montaña y Escalada;Madrid, Comunidad de;2008;71
Montaña y Escalada;Madrid, Comunidad de;2007;71
Montaña y Escalada;Murcia, Región de;2024;148
Montaña y Escalada;Murcia, Región de;2023;152
Montaña y Escalada;Murcia, Región de;2022;153
Montaña y Escalada;Murcia, Región de;2021;157
Montaña y Escalada;Murcia, Región de;2020;153
Montaña y Escalada;Murcia, Región de;2019;150
Montaña y Escalada;Murcia, Región de;2018;149
Montaña y Escalada;Murcia, Región de;2017;144
Montaña y Escalada;Murcia, Región de;2016;128
Montaña y Escalada;Murcia, Región de;2015;104
Montaña y Escalada;Murcia, Región de;2014;95
Montaña y Escalada;Murcia, Región de;2013;87
Montaña y Escalada;Murcia, Región de;2012;64
Montaña y Escalada;Murcia, Región de;2011;64
Montaña y Escalada;Murcia, Región de;2010;62
Montaña y Escalada;Murcia, Región de;2009;66
Montaña y Escalada;Murcia, Región de;2008;56
Montaña y Escalada;Murcia, Región de;2007;45
Montaña y Escalada;Navarra, Comunidad Foral de;2024;131
Montaña y Escalada;Navarra, Comunidad Foral de;2023;127
Montaña y Escalada;Navarra, Comunidad Foral de;2022;120
Montaña y Escalada;Navarra, Comunidad Foral de;2021;116
Montaña y Escalada;Navarra, Comunidad Foral de;2020;110
Montaña y Escalada;Navarra, Comunidad Foral de;2019;105
Montaña y Escalada;Navarra, Comunidad Foral de;2018;101
Montaña y Escalada;Navarra, Comunidad Foral de;2017;95
Montaña y Escalada;Navarra, Comunidad Foral de;2016;91
Montaña y Escalada;Navarra, Comunidad Foral de;2015;89
Montaña y Escalada;Navarra, Comunidad Foral de;2014;83
